entry_term_cd,entry_year_trailing_summer_7,admit_level,start_major,deg_major,section,headcount
20F,2020-21,Transfer,MARINE BIOLOGY                                                                                                          ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
20F,2020-21,Transfer,MATHEMATICS                                                 ,MATHEMATICS FOR TEACHING                                                                                                ,Fall 1 to Degree,<10
20F,2020-21,Transfer,MATHEMATICS                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,Fall 1 to Degree,<10
20F,2020-21,Transfer,MATHEMATICS                                                 ,PHYSICS                                                                                                                 ,Fall 1 to Degree,<10
20F,2020-21,Transfer,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ","MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Fall 1 to Degree,27
20F,2020-21,Transfer,POLITICAL SCIENCE                                                                                                       ,AMERICAN LITERATURE AND CULTURE                                                                                         ,Fall 1 to Degree,<10
20F,2020-21,Transfer,POLITICAL SCIENCE                                           ,Did not graduate by Summer 23,Fall 1 to Degree,26
20F,2020-21,Transfer,POLITICAL SCIENCE                                           ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Fall 1 to Degree,<10
20F,2020-21,Transfer,PSYCHOLOGY                                                  ,STATISTICS AND DATA SCIENCE                                                                                             ,Fall 1 to Degree,<10
20F,2020-21,Transfer,SOCIOLOGY                                                   ,ENGLISH                                                                                                                 ,Fall 1 to Degree,<10
20F,2020-21,Transfer,SOCIOLOGY                                                   ,LABOR STUDIES                                                                                                           ,Fall 1 to Degree,<10
21F,2021-22,Freshman,BIOCHEMISTRY                                                                                                            ,Did not graduate by Summer 23,Fall 1 to Degree,253
21F,2021-22,Freshman,HUMAN BIOLOGY AND SOCIETY - BA                              ,Did not graduate by Summer 23,Fall 1 to Degree,25
21F,2021-22,Freshman,PUBLIC AFFAIRS                                              ,Did not graduate by Summer 23,Fall 1 to Degree,69
21F,2021-22,Transfer,APPLIED LINGUISTICS                                                                                                     ,APPLIED LINGUISTICS                                                                                                     ,Fall 1 to Degree,<10
21F,2021-22,Transfer,APPLIED LINGUISTICS                                                                                                     ,GEOGRAPHY                                                                                                               ,Fall 1 to Degree,<10
21F,2021-22,Transfer,ASIAN AMERICAN STUDIES                                                                                                  ,ASIAN AMERICAN STUDIES                                                                                                  ,Fall 1 to Degree,<10
21F,2021-22,Transfer,ASIAN HUMANITIES                                                                                                        ,ASIAN HUMANITIES                                                                                                        ,Fall 1 to Degree,<10
21F,2021-22,Transfer,CHEMISTRY                                                                                                               ,CHEMISTRY                                                                                                               ,Fall 1 to Degree,25
21F,2021-22,Transfer,COMPUTER ENGINEERING                                                                                                    ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,DATA THEORY                                                 ,DATA THEORY                                                                                                             ,Fall 1 to Degree,17
21F,2021-22,Transfer,DATA THEORY                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Fall 1 to Degree,<10
21F,2021-22,Transfer,ENVIRONMENTAL SCIENCE                                                                                                   ,ENVIRONMENTAL SCIENCE                                                                                                   ,Fall 1 to Degree,18
21F,2021-22,Transfer,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH GERMAN                                                                ,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH GERMAN                                                                ,Fall 1 to Degree,<10
21F,2021-22,Transfer,GENDER STUDIES                                                                                                          ,GENDER STUDIES                                                                                                          ,Fall 1 to Degree,20
21F,2021-22,Transfer,GEOGRAPHY                                                                                                               ,GEOGRAPHY                                                                                                               ,Fall 1 to Degree,21
21F,2021-22,Transfer,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ","MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Fall 1 to Degree,14
21F,2021-22,Transfer,PHILOSOPHY                                                                                                              ,ENGLISH                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,PSYCHOLOGY                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,45
21F,2021-22,Transfer,SPANISH AND PORTUGUESE                                                                                                  ,SPANISH AND PORTUGUESE                                                                                                  ,Fall 1 to Degree,<10
21F,2021-22,Transfer,WORLD ARTS AND CULTURES                                                                                                 ,WORLD ARTS AND CULTURES                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Fall 1 to Degree,<10
21F,2021-22,Transfer,MIDDLE EASTERN STUDIES                                                                                                  ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
21F,2021-22,Transfer,MUSIC PERFORMANCE                                                                                                       ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,PHYSICS                                                                                                                 ,PHYSICS                                                                                                                 ,Fall 1 to Degree,15
21F,2021-22,Transfer,PHYSICS                                                                                                                 ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
21F,2021-22,Transfer,POLITICAL SCIENCE                                           ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,Fall 1 to Degree,<10
21F,2021-22,Transfer,PSYCHOBIOLOGY                                               ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH FRENCH AND FRANCOPHONE                                                ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,GEOLOGY                                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,GLOBAL STUDIES                                              ,Did not graduate by Summer 23,Fall 1 to Degree,36
22F,2022-23,Freshman,HUMAN BIOLOGY AND SOCIETY - BA                              ,Did not graduate by Summer 23,Fall 1 to Degree,18
22F,2022-23,Freshman,KOREAN                                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,LABOR STUDIES                                                                                                           ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,MUSIC PERFORMANCE                                                                                                       ,Did not graduate by Summer 23,Fall 1 to Degree,26
22F,2022-23,Freshman,NURSING-PRELICENSURE                                                                                                    ,Did not graduate by Summer 23,Fall 1 to Degree,43
22F,2022-23,Freshman,PSYCHOBIOLOGY                                               ,Did not graduate by Summer 23,Fall 1 to Degree,281
22F,2022-23,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,Did not graduate by Summer 23,Fall 1 to Degree,42
22F,2022-23,Transfer,COMPUTER SCIENCE                                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,41
22F,2022-23,Transfer,FILM AND TELEVISION                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,16
22F,2022-23,Transfer,LINGUISTICS AND ASIAN LANGUAGES AND CULTURES                                                                            ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,MATERIALS ENGINEERING                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,MATHEMATICS OF COMPUTATION                                  ,Did not graduate by Summer 23,Fall 1 to Degree,21
22F,2022-23,Transfer,PHYSIOLOGICAL SCIENCE                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,27
22F,2022-23,Transfer,PSYCHOLOGY                                                  ,PSYCHOLOGY                                                                                                              ,Fall 1 to Degree,<10
21F,2021-22,Transfer,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,PSYCHOBIOLOGY                                                                                                           ,Fall 1 to Degree,<10
21F,2021-22,Transfer,JAPANESE                                                                                                                ,JAPANESE                                                                                                                ,Fall 1 to Degree,11
21F,2021-22,Transfer,JEWISH STUDIES                                                                                                          ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
21F,2021-22,Transfer,KOREAN                                                                                                                  ,KOREAN                                                                                                                  ,Fall 1 to Degree,<10
21F,2021-22,Transfer,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,LINGUISTICS                                                                                                             ,Fall 1 to Degree,<10
21F,2021-22,Transfer,MATHEMATICS                                                 ,MATHEMATICS                                                                                                             ,Fall 1 to Degree,13
21F,2021-22,Transfer,MATHEMATICS FOR TEACHING                                    ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
21F,2021-22,Transfer,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,PHYSICS                                                                                                                 ,ASTROPHYSICS                                                                                                            ,Fall 1 to Degree,<10
21F,2021-22,Transfer,SOCIOLOGY                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,56
22F,2022-23,Freshman,APPLIED LINGUISTICS                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,CHEMISTRY                                                                                                               ,Did not graduate by Summer 23,Fall 1 to Degree,54
22F,2022-23,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Did not graduate by Summer 23,Fall 1 to Degree,63
22F,2022-23,Freshman,ETHNOMUSICOLOGY                                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,MUSICOLOGY                                                                                                              ,Did not graduate by Summer 23,Fall 1 to Degree,11
22F,2022-23,Transfer,ECONOMICS                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,138
22F,2022-23,Transfer,INTERNATIONAL DEVELOPMENT STUDIES                           ,Did not graduate by Summer 23,Fall 1 to Degree,19
22F,2022-23,Transfer,LINGUISTICS AND ENGLISH                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,MIDDLE EASTERN STUDIES                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,NEUROSCIENCE                                                                                                            ,Did not graduate by Summer 23,Fall 1 to Degree,35
22F,2022-23,Transfer,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,STATISTICS AND DATA SCIENCE                                                                                             ,Did not graduate by Summer 23,Fall 1 to Degree,40
21F,2021-22,Freshman,FILM AND TELEVISION                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,15
21F,2021-22,Freshman,GREEK AND LATIN                                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Freshman,JAPANESE                                                                                                                ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Freshman,LATIN                                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Did not graduate by Summer 23,Fall 1 to Degree,159
21F,2021-22,Freshman,MUSIC EDUCATION                                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,APPLIED LINGUISTICS                                                                                                     ,LINGUISTICS AND ANTHROPOLOGY                                                                                            ,Fall 1 to Degree,<10
21F,2021-22,Transfer,ASTROPHYSICS                                                                                                            ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,Fall 1 to Degree,<10
21F,2021-22,Transfer,ELECTRICAL ENGINEERING                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,46
21F,2021-22,Transfer,GEOGRAPHY                                                                                                               ,GLOBAL STUDIES                                                                                                          ,Fall 1 to Degree,<10
21F,2021-22,Transfer,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,GEOLOGY                                                                                                                 ,GEOLOGY                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,Fall 1 to Degree,13
21F,2021-22,Transfer,MATERIALS ENGINEERING                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS                                                                                                             ,Fall 1 to Degree,<10
21F,2021-22,Transfer,NEUROSCIENCE                                                                                                            ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,PHYSICS                                                                                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,Fall 1 to Degree,<10
22F,2022-23,Freshman,APPLIED MATHEMATICS                                         ,Did not graduate by Summer 23,Fall 1 to Degree,56
22F,2022-23,Freshman,ARABIC                                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,CIVIL ENGINEERING                                                                                                       ,Did not graduate by Summer 23,Fall 1 to Degree,81
22F,2022-23,Freshman,LINGUISTICS                                                                                                             ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,MATHEMATICS                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,36
22F,2022-23,Freshman,SPANISH AND LINGUISTICS                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,APPLIED LINGUISTICS                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,14
22F,2022-23,Transfer,CLASSICAL CIVILIZATION                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,COMPUTER SCIENCE AND ENGINEERING                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,ENVIRONMENTAL SCIENCE                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,26
22F,2022-23,Transfer,GENDER STUDIES                                                                                                          ,Did not graduate by Summer 23,Fall 1 to Degree,40
22F,2022-23,Transfer,LINGUISTICS AND SPANISH                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,MUSICOLOGY                                                                                                              ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,POLITICAL SCIENCE                                                                                                       ,POLITICAL SCIENCE                                                                                                       ,Fall 1 to Degree,<10
21F,2021-22,Transfer,PUBLIC AFFAIRS                                                                                                          ,POLITICAL SCIENCE                                                                                                       ,Fall 1 to Degree,<10
21F,2021-22,Transfer,SOCIOLOGY                                                                                                               ,ASIAN AMERICAN STUDIES                                                                                                  ,Fall 1 to Degree,<10
21F,2021-22,Transfer,STATISTICS AND DATA SCIENCE                                 ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
22F,2022-23,Freshman,CHEMICAL ENGINEERING                                                                                                    ,Did not graduate by Summer 23,Fall 1 to Degree,61
22F,2022-23,Freshman,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH ITALIAN                                                               ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,LINGUISTICS AND ANTHROPOLOGY                                                                                            ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,MARINE BIOLOGY                                                                                                          ,Did not graduate by Summer 23,Fall 1 to Degree,24
22F,2022-23,Freshman,PUBLIC AFFAIRS                                              ,Did not graduate by Summer 23,Fall 1 to Degree,54
22F,2022-23,Transfer,BIOLOGY                                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,139
22F,2022-23,Transfer,EARTH AND ENVIRONMENTAL SCIENCE                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,10
22F,2022-23,Transfer,MATHEMATICS                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,39
22F,2022-23,Transfer,MATHEMATICS FOR TEACHING                                    ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,PHILOSOPHY                                                                                                              ,PHILOSOPHY                                                                                                              ,Fall 1 to Degree,<10
21F,2021-22,Freshman,UNDECLARED-ENGINEERING AND APPLIED SCIENCE                                                                              ,Did not graduate by Summer 23,Fall 1 to Degree,103
21F,2021-22,Freshman,UNDECLARED-HUMANITIES                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,57
21F,2021-22,Transfer,AEROSPACE ENGINEERING                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,14
21F,2021-22,Transfer,AFRICAN AMERICAN STUDIES                                                                                                ,AFRICAN AMERICAN STUDIES                                                                                                ,Fall 1 to Degree,<10
21F,2021-22,Transfer,AFRICAN AMERICAN STUDIES                                                                                                ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,ASIAN HUMANITIES                                                                                                        ,SOCIOLOGY                                                                                                               ,Fall 1 to Degree,<10
21F,2021-22,Transfer,BIOLOGY                                                                                                                 ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,73
21F,2021-22,Transfer,ENGLISH                                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,20
21F,2021-22,Transfer,FILM AND TELEVISION                                                                                                     ,FILM AND TELEVISION                                                                                                     ,Fall 1 to Degree,<10
21F,2021-22,Transfer,GLOBAL STUDIES                                              ,Did not graduate by Summer 23,Fall 1 to Degree,11
21F,2021-22,Transfer,JAPANESE                                                                                                                ,BIOCHEMISTRY                                                                                                            ,Fall 1 to Degree,<10
21F,2021-22,Transfer,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,MATHEMATICS/ECONOMICS                                       ,MATHEMATICS/ECONOMICS                                                                                                   ,Fall 1 to Degree,30
21F,2021-22,Transfer,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ","MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Fall 1 to Degree,<10
21F,2021-22,Transfer,PHYSIOLOGICAL SCIENCE                                                                                                   ,BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,RUSSIAN LANGUAGE AND LITERATURE                                                                                         ,RUSSIAN LANGUAGE AND LITERATURE                                                                                         ,Fall 1 to Degree,<10
21F,2021-22,Transfer,SOCIOLOGY                                                                                                               ,COMMUNICATION                                                                                                           ,Fall 1 to Degree,<10
22F,2022-23,Freshman,ART                                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,50
22F,2022-23,Freshman,ASIAN STUDIES                                               ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,ENVIRONMENTAL SCIENCE                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,106
22F,2022-23,Freshman,GENDER STUDIES                                                                                                          ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Freshman,MATHEMATICS/ECONOMICS                                       ,Did not graduate by Summer 23,Fall 1 to Degree,56
22F,2022-23,Transfer,ART HISTORY                                                                                                             ,Did not graduate by Summer 23,Fall 1 to Degree,41
22F,2022-23,Transfer,CHICANA AND CHICANO STUDIES                                                                                             ,Did not graduate by Summer 23,Fall 1 to Degree,14
22F,2022-23,Transfer,COMPARATIVE LITERATURE                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,13
22F,2022-23,Transfer,DESIGN / MEDIA ARTS                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,16
22F,2022-23,Transfer,"ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,ELECTRICAL ENGINEERING                                                                                                  ,Did not graduate by Summer 23,Fall 1 to Degree,55
22F,2022-23,Transfer,MUSIC COMPOSITION                                                                                                       ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,COMPUTER SCIENCE                                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,19
21F,2021-22,Transfer,DANCE                                                                                                                   ,DANCE                                                                                                                   ,Fall 1 to Degree,<10
21F,2021-22,Transfer,DANCE                                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,ECONOMICS                                                   ,ECONOMICS                                                                                                               ,Fall 1 to Degree,65
21F,2021-22,Transfer,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH ITALIAN                                                               ,APPLIED LINGUISTICS                                                                                                     ,Fall 1 to Degree,<10
21F,2021-22,Transfer,EUROPEAN STUDIES                                                                                                        ,EUROPEAN STUDIES                                                                                                        ,Fall 1 to Degree,<10
21F,2021-22,Transfer,JAPANESE                                                                                                                ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,LATIN                                                                                                                   ,LATIN                                                                                                                   ,Fall 1 to Degree,<10
21F,2021-22,Transfer,LINGUISTICS                                                                                                             ,LINGUISTICS AND PSYCHOLOGY                                                                                              ,Fall 1 to Degree,<10
21F,2021-22,Transfer,MATHEMATICS                                                 ,ECONOMICS                                                                                                               ,Fall 1 to Degree,<10
21F,2021-22,Transfer,MATHEMATICS FOR TEACHING                                    ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,MATHEMATICS FOR TEACHING                                    ,MATHEMATICS FOR TEACHING                                                                                                ,Fall 1 to Degree,<10
21F,2021-22,Transfer,MATHEMATICS OF COMPUTATION                                  ,Did not graduate by Summer 23,Fall 1 to Degree,11
21F,2021-22,Transfer,MATHEMATICS OF COMPUTATION                                  ,MATHEMATICS OF COMPUTATION                                                                                              ,Fall 1 to Degree,<10
21F,2021-22,Transfer,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",BIOLOGY                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,PHYSICS                                                                                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Fall 1 to Degree,<10
21F,2021-22,Transfer,PHYSIOLOGICAL SCIENCE                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,PHYSIOLOGICAL SCIENCE                                                                                                   ,PHYSIOLOGICAL SCIENCE                                                                                                   ,Fall 1 to Degree,18
21F,2021-22,Transfer,POLITICAL SCIENCE                                           ,HISTORY                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,SOCIOLOGY                                                   ,APPLIED MATHEMATICS                                                                                                     ,Fall 1 to Degree,<10
21F,2021-22,Transfer,SPANISH                                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,SPANISH                                                                                                                 ,SPANISH                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Transfer,STATISTICS AND DATA SCIENCE                                 ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Fall 1 to Degree,<10
21F,2021-22,Transfer,STATISTICS AND DATA SCIENCE                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Fall 1 to Degree,35
22F,2022-23,Freshman,ANTHROPOLOGY-BS                                                                                                         ,Did not graduate by Summer 23,Fall 1 to Degree,12
22F,2022-23,Freshman,COMPUTER SCIENCE AND ENGINEERING                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,31
22F,2022-23,Transfer,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,COMPUTER ENGINEERING                                                                                                    ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,DATA THEORY                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,54
22F,2022-23,Transfer,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH FRENCH AND FRANCOPHONE                                                ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH GERMAN                                                                ,Did not graduate by Summer 23,Fall 1 to Degree,<10
22F,2022-23,Transfer,GEOGRAPHY                                                                                                               ,Did not graduate by Summer 23,Fall 1 to Degree,18
20F,2020-21,Transfer,LINGUISTICS AND ASIAN LANGUAGES AND CULTURES                                                                            ,ASIAN STUDIES                                                                                                           ,Fall 1 to Degree,<10
20F,2020-21,Transfer,MATHEMATICS                                                 ,MATHEMATICS                                                                                                             ,Fall 1 to Degree,16
20F,2020-21,Transfer,MATHEMATICS/APPLIED SCIENCE                                 ,DATA THEORY                                                                                                             ,Fall 1 to Degree,<10
20F,2020-21,Transfer,MATHEMATICS/ECONOMICS                                       ,EUROPEAN LANGUAGES AND TRANSCULTURAL STUDIES WITH GERMAN                                                                ,Fall 1 to Degree,<10
20F,2020-21,Transfer,MECHANICAL ENGINEERING                                                                                                  ,MECHANICAL ENGINEERING                                                                                                  ,Fall 1 to Degree,30
20F,2020-21,Transfer,SOCIOLOGY                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,35
20F,2020-21,Transfer,SOCIOLOGY                                                   ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Fall 1 to Degree,<10
21F,2021-22,Freshman,AFRICAN AMERICAN STUDIES                                                                                                ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Freshman,APPLIED MATHEMATICS                                         ,Did not graduate by Summer 23,Fall 1 to Degree,95
21F,2021-22,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES                                                                                        ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Did not graduate by Summer 23,Fall 1 to Degree,68
21F,2021-22,Freshman,DANCE                                                                                                                   ,Did not graduate by Summer 23,Fall 1 to Degree,24
21F,2021-22,Freshman,ENGLISH                                                                                                                 ,ENGLISH                                                                                                                 ,Fall 1 to Degree,<10
21F,2021-22,Freshman,GLOBAL JAZZ STUDIES                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Freshman,LINGUISTICS                                                                                                             ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Freshman,MARINE BIOLOGY                                                                                                          ,Did not graduate by Summer 23,Fall 1 to Degree,20
21F,2021-22,Freshman,MUSICOLOGY                                                                                                              ,Did not graduate by Summer 23,Fall 1 to Degree,10
21F,2021-22,Transfer,AMERICAN INDIAN STUDIES                                                                                                 ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,APPLIED LINGUISTICS                                                                                                     ,Did not graduate by Summer 23,Fall 1 to Degree,<10
21F,2021-22,Transfer,APPLIED MATHEMATICS                                         ,COMPARATIVE LITERATURE                                                                                                  ,Fall 1 to Degree,<10
21F,2021-22,Transfer,ART HISTORY                                                                                                             ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,Fall 1 to Degree,<10
21F,2021-22,Transfer,CHEMISTRY                                                                                                               ,GENERAL CHEMISTRY                                                                                                       ,Fall 1 to Degree,<10
