Professor,Class Code,Class Name,Term Taken,COVID 19 Flag,Date Submitted,Grade,Review
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted March 3, 2015",N/A,"My honest unbiased feedback. I will try to refrain from letting emotion dictate my review. 
Professor Sanchez is not precisely fluent in English. This is an issue because she makes typos on exams, homework, slides, and in general will ask a question in a way that is hard for the student to answer because she is really trying to ask something else. I get the feeling she really doesn't care about students grades, and another major gripe is her exams. The class time is only 50minutes, and yet she gives us 20-25 questions, and spends the first 10 or so mins berating the class for not being able to follow her, and Im not being mean here, completely useless instructions. For example, if you are right handed, you cannot sit in a left handed desk. Combined with the fact that she spaces rows and students, you really only have 40mins for 20-25 questions (2mins/question) after students find their seats. She doesn't curve, there is a ton of HW and busy work, and she does treat it like a high school class. Like other reviewers, I recommend a different professor because UCLA does have some great ones, and they won't bombard you with hw or can teach you better. She does say funny stuff though."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Dec. 11, 2012",N/A,"Everything people said is true. My only beef with Sanchez is her ridiculous attendance and participation policy. But that may also be because I must have been the only person in the history of her class to have been called on 3 times from her random class selection program. Seriously, 200+ students and I got chosen 3 times."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted June 27, 2012",N/A,"She's not wonderful, she's not terrible. Anybody who says otherwise is either completely blind and deaf or just a complainer.
I went into her class, having read through all of these Bruinwalk evaluations, and found her more pleasant than expected. If you take the class with a sense of humor, she's really amusing. Sure, she makes mistakes on her powerpoints and her attendance rules are so high school, but it's not a deal-breaker. She has her own sense of humor, and because I don't go in there to pay attention, I find her jokes really amusing to pass the time.
The class isn't difficult. I ended up with an A-. I got a B on my first midterm, an A on my second midterm, and a C on my final. She doesn't make the class hard. Our second midterm and our final were both online. We have quizzes and homework that end up being a lot of busywork, but if you actually do them, it will really help keep your grade high. There's a project that takes about 1-2 hours to complete, and I easily got full marks on that.
Her lectures are pretty useless. You go for participation grades though. So I ended up doing most of my Italian homework during Stats lectures. And discussion sections start with a quiz, so after that, feel free to get up and leave. The weekly labs can be almost fully completed during lab section (if you don't waste time listening to the TA), or you can leave after the sign-in sheet is passed around. It's a really easy class to bullshit your way through if you know basic statistics - which surprisingly enough, most people actually didn't, so they had to pay attention during lectures, ask TA questions, and help their own learning out a little. The good thing about having like, 50 questions a week to do on Pearson for homework, is that that is literally how I learned everything. That and the textbook. 
I would take this professor again. She won't leave you with a lasting impression, so don't expect to be inspired. Anticipate her style of teaching, tell yourself to ctfo, learn everything from Pearson practice homework problems (my TA Xian was utter crap), and you'll do fine."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted June 20, 2012",N/A,"This class started out being very simple, and it remained so until at least the first midterm. This was mainly because you didn't need the professor to understand the material. However, around the middle of the course, the material does get quite difficult. I was saved by my TA from doing poorly-his labs and his grading on my final project (despite the fact that I half-assed it) saved my grade. Doing all of the homework also raised my grade, along with doing well on the quizzes (which are easy if you had do the homework). The good thing about this class is that you can rack up a lot of points in the beginning and that will really help carry you if all you care about is a grade. The professor will not help you at all however, you must rely on the website (MyPearson got me an A- no joke) and your TA. I ended up getting a D on the final but still got an A- in the class. Take the busy work seriously!"
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted June 19, 2012",N/A,"Mrs. Sanchez is easily the worst professor I've had at UCLA. She runs her class like a high school class, where she takes attendance and calls on people during lecture. It's completely pointless and wastes everyone's time because most of the time, people aren't in class or get the answer wrong. Luckily for me, I already knew the material and most of the class was review. If I didn't have this knowledge, I would have struggled because her lectures are not informative in any way. The tests and homeworks are pretty easy, but the final was relatively difficult and everyone that I knew did poorly on it. I got an A-, but I would highly recommend avoiding this class at all costs."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Aug. 25, 2010",N/A,"This is the worst professor I've ever had at UCLA, and I just graduated last June with an overall GPA of 3.7. I attended every class, completed every assignment, but still had trouble understanding the material, especially because her lectures were so awful. Every other word out of her mouth is 'eh!?', and she can hardly pass for a kind person. The only redeeming feature were her TAs-- Miles Chen is amazing, and he is the only reason why I stayed as long as I did. I ended up dropping after the midterm, which was tricky and filled with material that we had only covered during the previous lecture. Regardless, I ended up blue petitioning to concurrently enroll into the same course at a local community college where I found an excellent professor-- one much better than Sanchez."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Aug. 7, 2010",N/A,"Why anyone would write negative reviews about her is beyond me. I came into the class fearing that I wouldn't learn anything, but contrary to the reviews on Bruinwalk, she's a very good professor! She's very concerned for our learning, and quite receptive to questions. She's approachable, so there's no reason why anyone would find her hard to talk to. If you put in the time and effort to do the hw and study for the quizzes/tests, you should have no problem doing well in her class. Her one pet peeve is talking during lecture (she stopped us 6-7 times per lecture to tell people to shut up.)."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted June 27, 2009",N/A,"If you have to take stats, I greatly recommend Sanchez. She is a funny and caring professor and probably requires the least amount of work. You don't even need a stats book, and the hw are the quizzes, so you don't have to do textbook problems. The midterms and finals are really easy, and somtimes pulled straight from lecture and quiz problems."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Aug. 6, 2007",N/A,"DO NOT take this class during the summer because there's way to much material to learn within 6 weeks and she's crazy! The only good thing about this course, she curved everyone's grade at the end...Bad part everyone basically got a C."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted June 26, 2007",N/A,"I've never taken stats before but this class wasn't that bad. sanchez is not a very good professor though...i went to a few lectures in the beginning and just got frustrated! lol But its pretty easy if you just follow the book, do the homework, and pay attn to the quizes. Matilda is also an amazing TA! The midterm is really easy...basically verbatim from the hw and quizes...but be prepared because the final is a lot harder! I got 100% on my midterm, but the final must have brought me down a bit cuz i got an A- in the class. Also, if you're taking 100a, keep your stats 10 book. Its a good review and intro (on stuff not covered in stats 10) to the 100a concepts."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted June 20, 2007",N/A,"dont let her name be misleading! although she sounds easy, she is really hard. i took AP stats in highschool, so the first half of this class was easy review, but her bi-weekly online quizzes sucked, especially since they were thursday nights and i was usually out. shes impossible to understand in lecture because of her heavy accent, and she is fairly unhelpful in office hours. the labs are easy and i went to lecture maybe twice, but i kept up with the homework and really out an effort into understanding the book; i ended up with a B+, but i suggest you take the class with davis, even though its early in the morning, you dont have to go to lecture so it doesnt matter."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted April 13, 2007",N/A,"This was one of those courses I took for my major with the intention of forgetting everything as soon as the final was over. The midterm was really easy and then the final was really difficult. I also heard horror stories about Professor Sanchez's attitude during her office hours. She is unapproachable, hard to follow, but sometimes says things that it's hard not to laugh at. I am just glad that this waste of time is now over. Also, my TA- Annie- was awful. Matilda, on the other hand, is amazing and should be the one teaching this course."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted March 20, 2006",N/A,"This is the first statistics class I have ever taken, and probably, the most useless one I will ever take. Lectures were mediocre; the prof talks really fast and scribbles everywhere on the board. I think the biggest problem I have with this class is how it was structured: two lectures (mon+fri), 1 lab, 1 discussion, homework, and quizzes all in one week. It's a lot to cram within one week and I felt that lab and the discussions were useless -- we could've been better off having lectures instead. Even so, lectures provided little help because the homework problems, etc were far more complicated than what we covered in lectures. My TA was terribly inefficient in helping us learn the material. She never explained anything well and confused us even more. Beware if you take this class, I taught myself everything by reading the book."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted March 17, 2006",N/A,"I'm going to make this as simple as possible: lectures are terrible, grading scale/policies are terrible, and Sanchez is terrible. Unless you want to teach yourself everything, I suggest you not take this class. I learned one thing though; the probability that this class will kill your GPA is about 99-103%."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted March 15, 2006",N/A,"Caveat: I am writing this review before I receive my class final grade. This is not a good class or a good prof. I took AP stats and got a 5 on the AP exam which is the only reason I do well in the class. The lectures are very slow and Prof is hard to understand, oftentimes confused, and also spends a lot of time off-topic. Because all the material is review, I can usually figure out what she is trying to explain; however, for first-time stats students this must be extremely frustrating. This is not to say the material is difficult to understand, rather that her lectures don't really do anything to make it accessible to the statistics-uninclined. I aced the midterm and receive relatively high grades on everything else. But whoever grades the homework is an absolute killer. I am anal retentive about how I do my homework, but I still get slammed 0.3 points on every third problem for no reason I can figure out. On many problems I show work and get the right answer but still lose half the points. And as far as I can tell I don't see the worst of it. Hopefully my test scores will buoy me to a decent grade (I still don't understand why they no longer let people pass out of this class - the subject material is much easier than what my HS AP stats class covered), but really I just need to pass because the class is a prereq. Whether you know no stats or you are a statistics whiz, do your best to avoid Stats 10 with Sanchez. If you know stats you will probably do okay but develop a strong dislike for the class, if you don't know stats I doubt you will learn much. In addition, no one is really sure how the grades work. If there is no curve and everything is based on the grades we see, this class would qualify as insanely difficult. In any event, college classes should not be this absurd."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted March 10, 2006",N/A,"This class should have been SUPER easy for me...I took AP Stats in high school and was always at the top of the class. Professor Sanchez' grading scale is nuts, and she can't explain anything effectively. During lecture, instead of reviewing key concepts, and doing multiple problems, we essentially end up doing one problem, and spend most of the time watching her draw a graph on the board. The format for the class is also ridiculous...there are two lectures a week, two discussions a week, and TWO (why?) online quizzes a week. I don't know whether this lady thinks this really works or just wants to know that she has our attention for an unneccessarily long period of time. I'm so irritated with this class that I almost don't care what grade I get (so long as it's a passing one), just so I can be done with this. And I don't know about the other TA's, but my TA is pretty much aloof. This class is driving me nuts."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Sept. 30, 2004",N/A,Be prepared to rely on the TA and textbook if you want to learn anything. She is the most scatter-brained professor I've ever had.
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Aug. 9, 2004",N/A,"Prof. Sanchez is a good professor in the sense that she cares about her students doing well and she is available to talk to. However, her lectures are hard to follow and unorganized. It is hard to read her scribble on the board and the lectures don't always follow a pattern. The TA's do not seem to have a good relationship with her because they never seemed to know how far along we were and always told us something different that what she did. If you are naturally good at math then this shouldn't be a problem for you. For someone like me who needs all the help they can get this was not the right professor to take this class from."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted March 29, 2003",N/A,"Professor Sanchez gives open book, open note exams and the midterms were definitely very easy. However, be prepared for her final because it is very long. She claims it is not a 3 hour test, but it is. Otherwise, she seems very effective and enthusiastic."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Dec. 10, 2002",N/A,"STAY AWAY from this professor. Her accent and illegible scribbles (on everything, the chalkboard, the reader, the handouts, you really can't read anything in this class) make going to lecture pointless. The TA never knows what's going on either. In this case, most people would resort to teaching themselves the material from the book, but with this professor, you can't even do that! The book is terrible and difficult to follow, and the reader is disorganized, illegible, and completely useless. Unlike any other class I've taken, the tests are graded only by looking at the final answer, so if you make any small mistakes that throw off your answer, even though you've clearly shown that you KNOW how to do the problem, you get no credit at all. When I asked about this, the TA told me, and I quote, ""The professor thinks this would take too long."" So I bring up the question, what exactly is her job?
Unless you already have a vast amount of stats knowledge to the point where you feel you wouldn't need a book, reader, professor, or TA to understand statistics, I would choose any other professor for stats 10."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Nov. 22, 2002",N/A,Great Prof! Fun and energenic at early hours. Kind and helpful in office hours. Lots of opportunities to get extra credit! Let's you use a cheat sheet on the EXAMS! A breeze! THIS IS THE ULTIMATE Prof for Stats!
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted Aug. 23, 2002",N/A,"Professor Sanchez has an offbeat humor and a positive attitude which helped keep me awake through the class I've dreaded taking most at UCLA. Plus, she is very concerned with making every concept as simple and easy to understand as possible and only tests specifically on what she has covered. I would definitely recommend taking her."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted July 6, 2002",N/A,She is an awesome professor! She hands out a list on the first day with where she is at every minute of the day and is really cool if you come to office hours. She explains everything really slowly and in great detail with lots of examples. Tests are ridiculously easy and she gives tons of extra credit. The easiest A I've gotten at UCLA.
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted July 1, 2002",N/A,"Professor Sanchez was a good lecturer. The class was interesting even though I don't like any type of math, and she made it easy to understand the material with a lot of examples. The humor also helps."
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted July 26, 2001",N/A,"I came into this class expecting the worse, and it really wasn't that bad. Sanquez does a good job of explaining the material and gives fair tests. Just make sure you do the hw, study a couple minutes for the quizes and a high B is no problem, a little extra time and a A is very possible. One more thing- don't waste your time by going to discussion, my TA didn't know English nor a thing about stats. Sanchez tells you exactly what you need to know, and her office hours are a million times more worth your time than the discussions. If you have to take stats, Sanchez is a good idea!"
Juana Sanchez,Stats 10,Introduction to Statistical Reasoning,N/A,Pre COVID-19,"Submitted June 26, 2001",N/A,"I agree with the fact that Sanchez seems like a nice enough lady. But being nice has nothing to do with teaching a course well. She was not a good teacher at all. She was EXTREMELY nit-picky about every little mistake on homeworks, quizzes, and tests, and it was frustrating. Her TA also seems to be from another planet. Don't go to discussion except to take the quizzes if you do have to sign up for this dreadful class. I heard from a friend that Sanchez was a good teacher (and an easy one), and I was so shocked to find out how wrong my friend had been. Sanchez was a lot easier and lenient when my friend had her last year. She is now just really anal with grading and has these insane homeworks that take HOURS. I'm telling you, avoid this teacher and class if you can. Stats is SO boring. Take Lew or Esfandiari. I heard they are much better."
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted Sept. 11, 2006",N/A,"Fletcher requires quite a bit of reading (I spent most of my quarter reading for Classics 30 instead of focusing on chem, math, etc). His images are all relevant to his exams and I think the material is pretty cool. The stories we get to read are really exciting (if you like mythology... my friends don't like, so they didn't take this calss). As long as you read before class, lecture is just reiterating what you just read. If you don't read b4 lecture, he kinda spoils the plot for you and you don't really know what's going on. However, I just read the material and quickly glanced over my notes and got an easy A in the class."
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted July 4, 2006",N/A,"I CAN SEE WHY PEOPLE LIKE HIMUNLESS YOU ARE LIKE SOME ENGLISH MAJOR WHO LIKES TO READ 10 BOOKS IN ONE SEMESTER...HE GOES BY REALLY FAST.. I HATE THE LECTURE HALL.. MY TA GRADED VERY STICTLY .. YOU FALL ASLEEP IN THE CLSASSS... BUT HEYIF YOU LIKE TO READ YOU WILL PROBABLY DO WELLL.. NOT THE BEST OF G.E. FOR ME CONSIDERING I HATE TO READ BOOKS. HE TRIES TO BE FUNNY AND PEOPLE FORCE LAUGHS OUT BUT ITS REALLY AWKWARD. I DONT KONW HOW HE GRADES MY TA EMPHASIZED HOW EASY THIS CLASS IS AND IN THE END-- WE WERE ALL FOOOLED. TAKE IT, I'M SURE YOU MIGHT DO WELL ( BUT ITS BORING.. I THOUGHTI WOULD LIKE MYTHOLOGY BUT ALL THE READINGS WERE TOO MUCH AND THE TESTS SEEM EASY BUT THEN AGAIN IT HAD SOOO MUCH MATERIALL.. AND DETAIL)"
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted May 22, 2006",N/A,"Classics 30 was a pretty easy class. I enjoyed greek mythology and prof. fletchr taught it well. his lectures felt like he was always rushing, trying to fit everything he can into each lecture, so his lectures got pretty messy. at times it was hard to follow because you had to take notes and listen while watching wats on the screen and follow what he is reading in the book, which he NEVER gave the line numbers for so you were always trying to catch up with him. really a lot of work for class. plus a lot of reading. but the class overall is really easy. didnt have to do so much. essays arent too hard to right, def. a good choice for a GE"
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted April 7, 2006",N/A,"i could see why some people think he's so great (he's funny, organized). But really, I thought there was too much reading, the tests were too obscure. He's also big on image identification for the gods and such - showing 10+ pics per lecture. The idea is nice and I thought it was ok until on the final he asked for the artist's specific name for one of the questions (short answer). I agree with the reviewer below me."
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted April 6, 2006",N/A,"I dont know where all these glowing reviews come from, but i did not enjoy my time in fletcher's class. He tries to be funny and he seems like a nice guy, but hes not a very good prof. honestly i dont think he cares very much about students because he messed up on the midterm and refused to do anything about it. it definitely had an affect on people's grades. Ok. who is the god most affiliated with space? yeah its hestia. ok it was supposed to be domestic space and he just left out the word ""domestic."" yeah."
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted March 31, 2006",N/A,"large amount of reading even though the books are good. There are two essays which are both pretty easy, a midterm, and a final exam which has irrelevant questions. Overall i would not recommend this course for a GE. If you are looking for a really easy GE this is not the one to go with."
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted March 28, 2006",N/A,"Professor Fletcher is truly one of the best professors I have ever had at UCLA, and I would recommend him to anyone. I took Classics 30 to fulfill a GE Requirement, yet I am now looking into double majoring in Classical Civilizations because of Fletcher. He truly makes an effort to make his lectures intriguing and interesting, and though his jokes may be corny, his effort is not wasted and lectures are often easy to sit through, while extremely informative as well. Nearly everything on the midterm and final exam can be learned from lectures, three 50 minute classes on MWF. There are 2 essays, a midterm, a final, participation, and quizzes on the reading every discussion (they are very easy and 4 questions long). Overall, the class is not too difficult, but highly enjoyable, and a great way to fulfill a GE."
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted March 24, 2006",N/A,"professor fletcher was one of the best professors i've ever had. mythology (classics 30) in itself was a great class, but his humor and passion made it all the more interesting"
Kristopher F Fletcher,Classic 30,Classical Mythology,N/A,Pre COVID-19,"Submitted March 18, 2006",N/A,"He's an interesting lecturer. However, if you like structured and organized lectures, he may not be the prof for you."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Feb. 16, 2018",B+,"Alexandrova was an excellent and solid chemistry professor. She often would make sure that the most if not all of the class was on the same page during lecture before she would move on to another topic, and always paused for questions and engaged the class. Exams were of average difficulty. Very approachable and good chemistry professor overall."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted July 24, 2017",A-,"Alexandrova was my first professor here at UCLA. To my surprise, I managed to pull off an A- in this class; overall, the class was pretty fair when it came to grading and tests. Would highly recommend to always check out the bruin test bank, because her final and midterms USUALLY have incredibly similar questions, just different numbers. The textbook reading is dense (especially when you hit quantum mechanics), and not really helpful. I'm not really the type of person who goes to a professor's office hours, but I did benefit going to the office hours of some of the TA (if Derrick still TA's I would highly recommend him!). Make sure to attend discussion and write down EVERYTHING from lectures. Someone on bruinwalk already mentioned how it's pretty important to catch the small details she mentions in the passing in lecture, and I can attest to that. She also definitely has an accent, but knows the material well and can teach well enough. That being said, realize you are going to have to put in work to yield good results. I always felt like I was too stupid, or one step behind everyone, and, well, I managed to pull off an A-. Oh and the homework is something you should just do and get over with, not really useful to study off of for the exam."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted June 14, 2017",B,I didn't care for Alexandrova. Went to a few office hours which were helpful. She would snap at students in class sometimes if they asked questions that she thought were dumb.
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted March 28, 2017",A-,"Great prof. If you want an A the first thing you need to do is read the book! Literally you could read the book and not go to lecture and be fine for he exam. Her lectures are really good but are trash unless you read the book. Seriously read the book or you will get rekt. Go to the test bank. First midterm and final were very similar to her previous exams. However don't rely too much on the bank because the second midterm wasn't on the bank and screwed everyone. If you want to do well in this class study an hour a day from the book and look over you notes after each lecture. Do the Owl, adn go to the test bank and you'll get an A."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted March 16, 2017",A-,"Overall she is a good lecturer. Her lectures are really helpful, workload is not so large, and the exams are not very hard. However, her Russian accent is sometimes quite hard for me to understand what she says. Most importantly, her curve is not good. It's extremely hard to get an A in her class. I believe I deserve an A but finally I got an A-."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Feb. 23, 2017",B+,"She is not the BEST teacher. But she is definitely better than the other Chem 20A professors. She started out really strong. I loved it. It was a more in depth version of AP Chem. But things got pretty bad when she got into Schrodinger's Equations. She didn't do a very adequate job explaining them. She didn't explain the concept of them. Rather, it was just a bunch of equations that you just had to memorize how to do. I'm not sure if I can blame her or the curriculum. I went to her office hours and they were somewhat helpful. Her tests were fair. They were similar to her passed tests in the test banks. However, don't rely too heavily on them since she knows what tests are there. Some TAs were harsh graders, others were not. She does not curve her tests or the class. I barely got an B+. I could've gotten an A easily if it were curved since I was above the average. OVERALL, I recommend her over any of the other Chem 20A professors. She's helpful in general, but the class gets weird after the first midterm, so don't expect her to be much help on it. Watch videos online to help conceptual questions."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Jan. 24, 2017",A-,"Alexandrova's class was really hard lol I had to watch MIT open courseware lectures to understand what was going on in class. I think she was easier than the other Chem 20A teachers though. Her accent was hard for me to understand and her office hours get really crowded if you go late. Her first midterm was much like the old ones, but her second midterm was NOTHING like the old ones. My advice for this class is to rely on your TAs for help and other online resources."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Dec. 26, 2016",A-,"Alexandrova is fair, and seems to genuinely care about her students. The same cannot be said for many other teachers. While she doesn't go easy on her tests, she prepares you for exams and tells you the material you will be tested on. Study and pay attention in lectures"
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Dec. 17, 2016",A+,"I'm a physics major, so chemistry is not really my thing. However, since half of course is quantum chemistry / quantum physics, my physics background really helped me and gave me an advantage. I didn't study very hard for this course, mainly reviewing the very easy homework sets and summarizing the pretty dense notes that I take during lectures. The 2 midterms were on Wednesdays, and I studied for them during the weekend before and scored very high. I probably studied the same amount for the final since it wasn't cumulative and was essentially a 3 hour midterm on the last ⅓ of the course. If you take this course with Alexandrova, make sure you have a strong physics foundation or else it will be a challenge - her lectures are physics-heavy."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Dec. 17, 2016",A-,"I really appreciate this class and out of all the options for Chem 20A (at least for this quarter) Professor Alexandrova was far and away the best and most generous. 
I don't think her Russian accent was really that distracting or difficult to understand. For me, I think she was so intelligent that she struggled at times to communicate effectively to her class. Nevertheless, important concepts she reiterates across multiple classes, which makes it easier to understand and office hours help clarify as well. To thrive in this class I recommend reviewing ALL the concepts by studying the notes carefully, reviewing owl problems and using the book as a guide to clarify anything in lecture (no need to understand everything in the book, a lot is just background info). If you put in some time here and there it is completely manageable and you will do well.
The test questions were a little wonky. Her first test was pretty easy, because it resembled her old test and covered fairly simple concepts (the average was mid-high B's). However, she quickly learned that students were studying off of old tests. The second midterm was harder but generally not too bad (average was a low C). I think most people were upset and will claim the class to have gotten ""really hard"" because they expected it to be the same question types as her old 2nd midterm. However, literally everything on all her tests were based off of problems emphasized in lecture. Nothing is unfair about her tests and by reviewing all her lecture notes and owl problems, you should have all the necessary knowledge to succeed. I struggled more with stupid mistakes than knowing how to answer the questions, because little errors can cost you a good amount of points. The class was generally really fair, though, especially compared to other professors who occassionally test on random concepts that weren't covered in lecture.
Overall, I feel like I am prepared to succeed in future chemistry classes even though she didn't emphasize the quantitive aspect of chem. Oh and one last note: she applies a generous curve at the end where the average student (hitting the average grades on all tests) will end up with a B-/B as opposed to a C or C+ in some other classes! Good luck y'all"
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Dec. 16, 2016",N/A,"Ok the scale does not allow for .5 so it should be 3.5 overall, which should be good news for you, the reader, whoever you may be. This is a class that can be confusing at times but generally understandable and FOCUSED. That's the keyword. No bs in her class about obscure research or personal interests. 95% of the class is straight up chem. No slides, but she writes on thr board quite a bit. Get ready to copy, because she will test the stuff that you thought was not important or too hard to copy down. No joke. Happened at least twice. Copy. Everything. That said, watch out for errors in HER notes. Yep. She makes mistakes, more than handful, but less than a dozen, so that's good i guess. Go to her office hours if you are not sure about something she said. She has a Russian accent. Not too thick, but you should pay attention when she speaks or you will miss what she said. She is a bit quieter than other teachers. In terms of tests, they are fair, mostly based on notes stuff. But beware. Some stuff does come from the book that she may not have talked too much about. Read the book and do practice problems to familiarize yourself with certain thought processes rather than question types. She knows how to make diverse questions. So your best bet is to know how to apply concepts quickly and accurately. And do the owl hw. They are easy points. Bottom line is she is a traditional professor who doesnt rely on technology to teach her material. I cant say she is tough or easy. Thats different from person to person. But if you want a solid learning experience, she is a good choice. She is also kinda bad with computers. Grades dont get updated until last minute, and she makes errors when posting grades. I did say she is old fashioned."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Dec. 16, 2016",A-,"While her lectures aren't that interesting or engaging, her tests are easy compared to those of the other professors teaching Chem 20A. That being said, the course in general isn't easy.However, the grading system itself is pretty generous. The assignments are online and count for 20 percent of your final grade (and you have unlimited tries to do them correctly), and the class is curved.Overall, not a bad professor if you just need to get your chem requirements out of the way with a decent grade."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Dec. 7, 2016",A,Thank you to the TA/firefighter/my hero Dereck J. Urwin for saving our lives. May god bless his beautiful soul.
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Dec. 7, 2016",NR,"She is a sweet woman, but her explanations in class are simply not there. She'll draw molecular orbitals on the board so fast with little elaboration, leaving you confused and scrambling as you draw meaningless (at least to the majority of the class) blobs on your paper. When asking for further explanation, she'll often repeat herself instead of providing a different way of thinking. Don't be surprised if material on the exam is something she barely glanced over during lecture. Additionally, there is a huge difficulty jump from the first midterm to the second midterm, so make sure you don't get lost in those pivotal weeks. If you take her, pray for a good/helpful TA (mine certainly was not)."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2015,Pre COVID-19,"Submitted Oct. 2, 2016",N/A,I am selling my textbook Principles of Modern Chemistry by Oxtoby for$65. In excellent condition. Text me at (323)8918060 .
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2016,Pre COVID-19,"Submitted Sept. 29, 2016",I,"Good teacher. However, she has accent, which is challenging for second languager to understand her lecture. But if you preview the textbook, then that is not a very big deal."
Anastassia N Alexandrova,Chem 20A,Chemical Structure,Fall 2015,Pre COVID-19,"Submitted Sept. 21, 2016",N/A,Selling Principles of Modern Chemistry 7th Ed. Text 9493500383 for more details.
Christian Evan Beren,Chem 20A,Chemical Structure,Fall 2019,Pre COVID-19,"Submitted Feb. 17, 2020",A-,"It's Beren. Chances are, you gotta choose between Beren and Baugh. I don't even have to write anything else. Choose Beren."
