"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"MUSCLG 69 - VALDEZ-GUILLEN, K.",0.188,0.312,0.312,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 7 - GRAHAM, P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 8 - HANSLOWE, T.",0.897,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG M137 - ACE, J.",0.571,NA,0.286,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG M137 - FITZPATRICK, E.A.",0.267,0.133,0.533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 10 - BABIEC, W.E.",0.34,0.151,0.113,0.038,0.019,0.075,0.019,NA,NA,NA,NA,NA,0.038
"NEUROSC 102 - LEBELLE, J.",0.535,0.128,NA,0.023,0.035,0.14,0.047,0.012,0.023,0.023,NA,NA,0.012
"NEUROSC M145 - CHANDLER, S.H.",0.6,NA,0.133,0.133,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"NEUROSC M161 - BILDER, R.M.",0.273,0.091,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 13 - CARPENTER, C.L.",0.246,0.123,0.509,0.018,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"NURSING 164 - KNOLL, M.P.",0.075,0.321,NA,0.208,0.151,0.132,NA,0.038,0.019,NA,NA,NA,NA
"NURSING 165 - JACOB, E.",0.396,0.208,0.245,0.038,NA,0.075,NA,NA,NA,NA,NA,NA,NA
"NURSING 175 - FREDRICKSON, J.M.",0.345,0.131,0.464,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"NURSING 204 - THOMAS, E.A.",0.468,0.213,0.298,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA
"NURSING 268 - CUENCA, E.L.",0.479,0.338,0.127,NA,NA,0.014,NA,NA,NA,NA,NA,NA,NA
"NURSING 3 - CARPENTER, C.L.",0.337,0.253,0.253,0.042,0.021,0.095,NA,NA,NA,NA,NA,NA,NA
"NURSING 408 - KEENAN, C.K.",0.059,0.294,0.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 410 - SHINNICK, M.A.",0.294,NA,0.529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 461 - BRIDEWELL, P.A.",0.667,0.028,0.306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 465C - SHINNICK, M.A.",0.097,0.375,NA,0.208,0.069,0.194,0.014,0.028,NA,NA,NA,NA,NA
"NURSING 470A - BUSH, N.",0.235,NA,0.294,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"NURSING 50 - JUNG, S.",0.267,0.1,0.4,NA,0.033,0.1,NA,NA,NA,NA,NA,NA,NA
"NURSING 597 - THE STAFF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 129 - RESCORLA, M.A.",0.258,0.226,NA,0.097,0.032,0.194,NA,NA,0.097,NA,NA,NA,0.032
"PHILOS 155A - RESCORLA, M.A.",0.324,0.162,0.027,0.135,NA,0.027,0.054,0.054,NA,0.027,0.054,NA,NA
"PHILOS 166 - RESCORLA, M.A.",0.41,0.308,NA,0.051,NA,0.128,NA,NA,NA,NA,NA,NA,0.026
"PHILOS 177A - RESCORLA, M.A.",0.702,0.17,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"PHILOS 22 - KAVKA-WARREN, A.S.",0.486,0.108,NA,0.081,0.054,0.162,NA,NA,NA,NA,NA,NA,0.054
"PHILOS 3 - RESCORLA, M.A.",0.449,0.143,NA,0.082,0.02,0.082,NA,NA,NA,NA,NA,NA,NA
"PHILOS 31 - DE LEON, C.M.",0.387,0.065,0.032,0.032,0.161,0.065,0.065,NA,0.032,NA,NA,NA,0.032
"PHILOS 31 - ODLAND, T.",0.824,0.059,NA,0.059,NA,NA,0.059,NA,NA,NA,NA,NA,NA
"PHILOS 6 - RESCORLA, M.A.",0.405,0.27,NA,NA,NA,0.135,NA,0.027,NA,NA,0.027,NA,NA
"PHILOS 7 - CRIMI, M.J.",0.235,0.265,0.206,NA,0.059,0.059,NA,0.059,0.029,NA,NA,NA,NA
"PHILOS 7 - JOHNSTON, K.",0.212,0.121,NA,0.091,0.091,0.273,0.091,NA,0.03,NA,NA,NA,0.061
"PHILOS C119 - RESCORLA, M.A.",0.167,0.1,NA,0.2,0.033,0.233,0.067,NA,0.033,NA,NA,NA,0.033
"PHILOS C119 - RESCORLA, M.A. LEC 2",0.28,0.2,NA,0.16,0.08,0.12,0.04,NA,NA,NA,NA,NA,NA
"PHILOS C127A - RESCORLA, M.A.",0.115,0.154,NA,0.115,0.077,0.192,0.077,NA,0.077,NA,NA,0.038,0.038
"PHILOS M187 - RESCORLA, M.A.",0.304,0.087,0.174,0.043,0.043,0.174,NA,0.043,NA,NA,NA,NA,NA
"PHYSCI 121 - CHOE, R.",0.5,0.091,0.091,0.045,0.045,0.182,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 122 - DAUER, E.A.",0.41,0.231,0.103,0.179,0.026,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 13 - KHANKAN, R.",0.532,0.117,0.074,0.064,0.021,0.074,0.011,NA,0.011,NA,NA,NA,0.011
"PHYSCI 136 - ESDIN, J.",0.429,0.262,NA,0.048,NA,0.119,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 166 - ESDIN, J.",0.784,0.059,0.02,0.02,NA,0.078,0.039,NA,NA,NA,NA,NA,NA
"PHYSCI 3 - COOPER, R.H.",0.156,0.078,NA,0.178,0.122,0.267,0.033,NA,0.022,NA,NA,NA,NA
"PHYSCI 5 - ESDIN, J.",0.526,0.158,NA,0.105,NA,0.026,0.053,NA,NA,NA,NA,NA,NA
"PHYSCI M145 - CHANDLER, S.H.",0.25,NA,0.125,0.312,0.188,0.125,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 10 - SIMON, M.D.",0.485,0.212,NA,0.076,0.015,0.106,NA,0.015,0.045,NA,NA,0.015,0.015
"PHYSICS 1A - BELLAFARD, A.",0.111,0.333,NA,0.074,0.074,0.185,NA,NA,0.074,NA,NA,NA,NA
"PHYSICS 1A - BELLAFARD, A. LEC 2",0.28,0.16,NA,0.12,0.24,0.04,NA,NA,0.04,NA,NA,NA,NA
"PHYSICS 1B - CORBIN, B.",0.333,0.111,NA,0.148,0.185,0.074,0.037,NA,NA,NA,NA,NA,NA
"PHYSICS 1B - MILLS, E.A.",0.25,0.188,0.35,0.038,0.025,0.1,0.012,0.012,0.012,0.012,NA,NA,NA
"PHYSICS 1C - MENACHEKANIAN, E.",0.23,0.08,NA,0.172,0.023,0.057,0.023,0.023,0.011,0.011,NA,NA,NA
"PHYSICS 1C - ROMBES III, N.D.",0.33,0.165,0.227,0.062,NA,0.113,0.021,NA,0.01,NA,NA,NA,NA
"PHYSICS 4AL - NI, N.",0.222,NA,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - NI, N. LEC 3",0.233,NA,0.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - NI, N. LEC 4",0.409,0.045,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - NI, N. LEC 8",0.394,0.03,0.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - NI, N. LEC 9",0.214,0.036,0.714,0.036,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K.",0.154,0.308,0.308,0.077,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 11",0.448,0.448,0.069,0.034,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 4",0.929,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 6",0.385,0.231,0.231,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 8",0.4,0.5,NA,0.05,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 9",0.458,0.333,NA,0.042,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 5A - BAUER, D.J.",0.41,0.129,0.253,0.067,0.011,0.062,NA,0.006,0.022,NA,NA,0.006,NA
"PHYSICS 5A - TUNG, N.C.",0.807,0.088,NA,0.028,0.022,0.028,0.006,NA,NA,NA,0.006,NA,NA
"PHYSICS 5A - TUNG, N.C. LEC 3",0.903,0.023,NA,0.006,0.017,0.029,0.006,0.006,NA,NA,NA,NA,0.006
"PHYSICS 5B - BAUER, D.J.",0.273,0.049,0.585,0.038,0.016,0.011,0.011,NA,NA,NA,NA,NA,NA
"PHYSICS 5B - PAU, J.T.",0.259,0.109,0.343,0.045,0.04,0.055,0.02,0.02,0.03,0.005,NA,0.005,0.005
"PHYSICS 5B - PAU, J.T. LEC 2",0.127,0.107,0.187,0.08,0.12,0.133,0.087,0.027,0.08,NA,NA,0.013,NA
"PHYSICS 5C - MILLS, E.A.",0.15,0.046,0.676,0.052,0.006,0.017,0.017,0.006,0.006,NA,NA,NA,NA
"PHYSICS 5C - WAUNG, R.T.",0.531,0.166,0.023,0.08,0.029,0.063,0.023,0.023,0.034,NA,NA,NA,0.006
"PHYSICS 5C - WAUNG, R.T. LEC 2",0.345,0.158,0.041,0.053,0.041,0.164,0.029,0.058,0.047,0.006,0.006,0.012,NA
"POL SCI 10 - JOINES, J.A.",0.2,0.367,0.1,0.033,NA,0.1,0.033,NA,NA,NA,NA,NA,0.1
"POL SCI 119 - CUCHARO, S.J.",0.538,0.115,NA,NA,NA,0.231,NA,NA,NA,NA,NA,NA,0.077
"POL SCI 119 - NORTON, A.D.",0.484,0.065,0.226,0.032,0.065,0.032,NA,NA,NA,NA,NA,NA,0.032
"POL SCI 119 - NORTON, A.D. LEC 4",0.25,0.333,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083
"POL SCI 122A - SHEVCHENKO, A.V.",0.136,0.111,NA,0.37,0.086,0.111,NA,0.012,0.012,0.012,NA,NA,0.012
"POL SCI 135 - SHEVCHENKO, A.V.",0.146,0.104,NA,0.25,0.135,0.167,0.031,0.01,0.021,0.01,NA,NA,NA
"POL SCI 140B - HANSON, E.G.",0.462,0.282,0.103,NA,0.026,0.026,NA,NA,NA,NA,NA,0.026,0.026
"POL SCI 149 - BALDWIN, E.A.",0.5,0.25,0.188,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 149 - HOLLIDAY, D.E.",0.318,0.091,0.273,0.091,NA,0.091,0.045,NA,0.045,NA,NA,NA,NA
"POL SCI 149 - LESLIE, G.J.",0.778,0.033,0.144,0.022,0.011,0.011,NA,NA,NA,NA,NA,NA,NA
"POL SCI 149 - RUSH, T.A.",0.333,0.167,0.25,0.083,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"POL SCI 149 - SLAUGHTER, C.M.",0.478,0.174,NA,0.065,0.022,0.065,0.022,0.022,0.065,NA,0.022,0.022,NA
"POL SCI 150 - SIMON, J.D.",0.284,0.259,0.06,0.112,0.009,0.181,0.009,NA,0.009,NA,NA,NA,0.009
"POL SCI 169 - HAMILTON, J.A.",0.35,0.25,0.25,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"POL SCI 169 - MARTINEZ ALVAREZ,",0.302,0.113,0.453,NA,0.019,0.038,NA,NA,0.019,NA,NA,NA,0.038
"POL SCI 186 - GUTIERREZ, A.E.",0.864,0.015,NA,0.03,0.015,NA,NA,0.015,NA,0.015,NA,NA,0.03
"POL SCI 186 - LEE, J.",0.519,0.169,NA,0.104,NA,0.156,NA,NA,0.013,NA,NA,NA,0.013
"POL SCI 195CE - BAWN, K.",0.857,0.071,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"POL SCI 20 - PERRY, J.B.",0.273,0.255,0.091,0.109,0.073,0.109,0.036,NA,NA,NA,NA,0.018,NA
"POL SCI 40 - HAMEL, B.T.",0.92,0.067,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA
"POL SCI 40 - LEUNG, V.",0.342,0.342,NA,0.105,0.053,0.053,NA,NA,NA,NA,NA,0.026,NA
"POL SCI 40 - VITALONE, A.",0.237,0.118,0.28,0.097,0.043,0.065,0.065,0.011,0.011,NA,NA,NA,NA
"POL SCI 50 - BARROS DE MELLO, F",0.261,0.283,NA,0.065,0.043,0.196,NA,NA,NA,NA,NA,NA,0.043
"POL SCI 6 - ZHENG, B.Q.",0.16,0.2,0.2,0.12,NA,0.12,NA,NA,0.08,NA,NA,NA,0.04
"POL SCI M195DC - DESVEAUX, J.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 10 - GRAY, M.E.",0.854,NA,NA,0.062,NA,NA,0.042,NA,NA,NA,NA,NA,0.021
"PSYCH 10 - PAQUETTE-SMITH, M.",0.46,0.18,0.22,0.02,NA,0.02,0.02,NA,0.02,NA,NA,NA,NA
"PSYCH 10 - PAQUETTE-SMITH, M. LEC 3",0.283,0.132,0.189,0.057,0.038,0.094,0.038,NA,0.057,0.038,NA,NA,0.038
"PSYCH 10 - PAQUETTE-SMITH, M. LEC 4",0.354,0.042,0.5,0.021,NA,0.042,NA,NA,NA,NA,NA,NA,0.021
"PSYCH 10 - PAQUETTE-SMITH, M. LEC 5",0.265,0.122,0.286,0.041,0.041,0.082,0.041,NA,0.02,NA,0.02,0.041,0.02
"PSYCH 100A - BLAKE, A.B.",0.388,NA,0.291,0.136,0.01,0.039,0.049,NA,0.029,NA,NA,NA,NA
"PSYCH 100A - BLAKE, A.B. LEC 2",0.467,0.009,0.243,0.084,NA,0.103,0.019,NA,NA,0.009,NA,NA,0.009
"PSYCH 100B - ANKOWSKI, A.N.",0.053,0.114,0.044,0.079,0.053,0.079,0.026,0.026,0.044,NA,NA,0.009,NA
"PSYCH 100B - FIRSTENBERG, I.",0.109,0.08,0.051,0.044,0.058,0.08,0.022,NA,0.036,NA,NA,0.007,NA
"PSYCH 110 - WIKENHEISER, A.M.",0.214,0.143,0.179,0.143,0.071,0.107,NA,NA,0.036,NA,NA,NA,NA
"PSYCH 115 - YE, T.",0.083,0.076,0.697,0.048,0.007,0.028,0.021,NA,0.014,NA,NA,0.007,NA
"PSYCH 116 - GRISHAM, W.E.",0.208,0.25,0.083,0.125,NA,0.125,NA,NA,0.083,0.042,NA,NA,NA
"PSYCH 116 - WONG, J.",0.148,0.259,0.185,0.074,0.037,0.037,NA,0.037,0.074,NA,NA,NA,NA
"PSYCH 118 - COX, C.",0.455,0.045,NA,0.091,NA,0.045,0.045,0.045,NA,NA,NA,NA,NA
"PSYCH 119A - IZQUIERDO EDLER, A",0.129,0.161,0.145,0.113,0.048,0.113,0.048,0.016,0.016,0.032,NA,NA,NA
"PSYCH 119V - ZAIDEL, D.",0.244,0.111,NA,0.111,NA,0.244,NA,NA,0.022,0.022,NA,NA,NA
"PSYCH 120A - RISSMAN, J.A.",0.333,0.156,0.134,0.075,0.032,0.108,0.016,0.011,0.011,0.005,NA,NA,NA
"PSYCH 124C - CASTEL, A.D.",0.053,NA,0.868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124G - CASTEL, A.D.",0.049,NA,0.902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124K - RISSMAN, J.A.",0.542,0.25,0.167,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 126 - TAYLOR, S.",0.429,0.048,0.381,NA,NA,NA,NA,NA,0.048,NA,NA,NA,NA
"PSYCH 127A - COX, J.R.",0.175,0.025,0.712,0.012,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"PSYCH 129E - FREDERICK, D.A.",0.258,0.29,0.075,0.065,0.022,0.183,NA,NA,0.011,NA,0.011,NA,0.011
"PSYCH 129F - LEE, S.S.",0.359,0.077,0.128,0.154,0.051,0.077,0.026,NA,0.051,NA,NA,NA,NA
"PSYCH 130 - PAQUETTE-SMITH, M.",0.319,0.217,0.145,0.029,0.058,0.072,0.014,0.029,0.029,NA,NA,NA,NA
"PSYCH 131 - GOFF, B.S.",0.478,0.174,0.304,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 133E - JOHNSON, S.P.",0.071,0.464,0.429,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"PSYCH 134I - BLACKSTOCK-BERNSTE",0.708,0.083,0.083,0.042,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"PSYCH 135 - WARD, A.H.",0.417,0.222,0.042,0.097,0.028,0.139,NA,NA,NA,NA,NA,NA,NA
"PSYCH 136A - SMURDA, J.D.",0.208,0.25,NA,0.125,0.208,0.083,0.042,NA,NA,NA,NA,NA,NA
"PSYCH 137C - KARNEY, B.R.",0.179,0.107,0.125,0.018,0.089,0.143,0.036,0.054,0.071,0.018,NA,NA,0.018
"PSYCH 137G - LIEBERMAN, M.D.",0.349,0.163,0.186,0.093,NA,0.023,0.023,NA,0.023,NA,0.023,NA,NA
"PSYCH 15 - PAQUETTE-SMITH, M.",0.188,0.188,0.229,NA,0.042,0.083,0.042,0.021,NA,NA,NA,NA,NA
"PSYCH 167 - TEHRANIAN, Y.J.",0.535,0.155,0.028,0.07,0.014,0.07,0.028,0.014,0.042,NA,NA,NA,NA
"PSYCH 175 - HARRELL, S.P.",0.5,0.263,0.053,0.026,NA,0.105,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - GOFF, B.S.",0.377,0.13,0.403,0.065,0.013,0.013,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - MANSOLF, M.A.",0.214,0.071,0.607,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - MESRI, B.",0.529,0.059,0.059,0.118,NA,0.118,NA,NA,NA,NA,NA,NA,0.059
"PSYCH 188B - WIMER, S.",0.56,0.2,NA,NA,NA,0.08,NA,NA,NA,0.04,NA,NA,NA
"PSYCH 189 - HARRELL, S.P.",0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 195B - CARRIGAN, S.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20A - MANSOLF, M.A.",0.24,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20A - MANSOLF, M.A. LEC 2",0.271,0.042,0.521,0.042,NA,NA,0.021,NA,NA,NA,NA,NA,NA
"PSYCH 85 - MCAULIFFE, S.P.",0.25,0.117,0.067,0.15,0.067,0.133,0.067,0.033,NA,NA,NA,NA,0.017
"PSYCH M139 - TARLETON, C.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCTRY 175 - BELZER, M.G.",0.902,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCTRY M182 - BILDER, R.M.",0.333,0.067,0.467,NA,NA,0.067,0.067,NA,NA,NA,NA,NA,NA
"PUB AFF 10 - COVINGTON, K.L.",0.255,0.345,0.036,0.091,0.036,0.127,0.055,NA,0.018,NA,NA,NA,0.018
"PUB AFF 110 - MUKHIJA, V.",0.269,0.308,0.077,0.038,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 175 - LIEBEN, A.K.",0.391,0.174,0.304,0.043,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 30 - GILENS, M.I.",0.478,0.348,NA,0.087,0.043,NA,NA,NA,0.043,NA,NA,NA,NA
"PUB AFF 40 - GILENS, M.I.",0.489,0.106,0.128,0.085,NA,0.043,NA,NA,NA,NA,NA,NA,0.021
"PUB AFF 80 - SANTOS, C.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF M109 - MUKHIJA, V.",0.182,0.091,0.091,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 10C - ROWE, B.T.",0.438,0.188,NA,0.188,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"RELIGN 11 - POLK, P.",0.7,NA,0.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"ROMANIA 103 - GALATEANU, G.",0.75,NA,0.188,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROMANIA 103 - MANOLESCU, Z.",0.312,NA,0.188,0.062,0.062,0.312,NA,NA,NA,NA,NA,NA,NA
"RUSSN 10 - KUDYMA, A.",0.364,0.091,0.091,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50 - WEN, P.J.",0.19,0.034,0.776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50 - WEN, P.J. LEC 2",0.5,0.017,0.45,NA,0.017,0.017,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - LA PALM, K.J.",0.706,0.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - LA PALM, K.J. LEC 10",0.5,0.136,0.182,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - PURDY, W.C.",0.9,0.05,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - WEN, P.J.",0.955,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - YAMASAKI, L.J.",0.773,0.045,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - YAMASAKI, L.J. LEC 2",0.81,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - YAMASAKI, L.J. LEC 3",0.714,0.095,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - YAMASAKI, L.J. LEC 4",0.682,0.182,0.136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 60W - AJAY, A.",0.5,0.05,0.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 60W - AJAY, A. LEC 2",0.762,0.048,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 180 - KIESOW, S.M.",0.818,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 180 - KIESOW, S.M. LEC 2",0.615,0.231,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 5 - KELTY, C.M.",0.222,0.289,0.044,0.111,0.044,0.111,NA,0.022,0.022,NA,NA,0.022,NA
"SOCIOL 1 - COLLETT, J.L.",0.133,0.07,0.68,0.008,NA,0.047,0.016,0.016,0.008,NA,NA,NA,NA
"SOCIOL 1 - COLLETT, J.L. LEC 2",0.31,0.19,0.024,0.119,0.119,0.024,0.048,NA,0.048,NA,NA,0.024,0.071
"SOCIOL 1 - COLLETT, J.L. LEC 3",0.654,0.094,0.057,0.019,0.019,0.069,0.013,0.006,0.013,0.006,NA,NA,0.013
"SOCIOL 1 - COLLETT, J.L. LEC 4",0.474,0.053,0.347,0.021,NA,0.021,NA,NA,0.021,0.011,NA,NA,0.011
"SOCIOL 1 - COLLETT, J.L. LEC 5",0.985,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 101 - COLLETT, J.L.",0.189,0.135,0.216,0.095,0.122,0.108,0.014,NA,0.027,NA,NA,0.014,0.027
"SOCIOL 101 - COLLETT, J.L. LEC 2",0.093,0.13,NA,0.074,0.13,0.222,0.056,0.037,0.019,0.019,NA,NA,NA
"SOCIOL 102 - COLLETT, J.L.",0.338,0.2,0.108,0.085,0.008,0.146,0.015,NA,0.015,NA,0.008,0.008,0.008
"SOCIOL 102 - COLLETT, J.L. LEC 2",0.216,0.172,0.129,0.103,0.034,0.129,0.034,NA,0.009,NA,NA,NA,0.034
"SOCIOL 111 - COLLETT, J.L.",0.038,0.094,0.009,0.179,0.075,0.123,0.151,NA,0.028,NA,NA,NA,0.009
"SOCIOL 128 - COLLETT, J.L.",0.5,0.277,0.054,0.045,NA,0.071,0.027,NA,NA,NA,NA,NA,NA
"SOCIOL 130 - YERITSIAN, G.",0.138,0.115,0.034,0.31,0.08,0.115,0.034,NA,0.046,NA,NA,NA,0.011
"SOCIOL 132 - COLLETT, J.L.",0.177,0.145,NA,0.177,0.145,0.161,0.032,NA,0.065,NA,NA,0.016,NA
"SOCIOL 145 - COLLETT, J.L.",0.223,0.184,0.33,0.087,0.01,0.068,0.019,NA,0.029,NA,0.01,NA,0.019
"SOCIOL 147A - COLLETT, J.L.",0.177,0.139,0.506,0.025,0.013,0.051,NA,NA,0.013,NA,NA,NA,0.013
"SOCIOL 156 - COLLETT, J.L.",0.471,0.25,0.059,0.015,NA,0.118,NA,NA,NA,NA,NA,NA,0.074
"SOCIOL 158 - COLLETT, J.L.",0.362,0.128,0.17,0.043,0.064,0.191,NA,NA,NA,NA,NA,NA,0.021
"SOCIOL 169 - COLLETT, J.L.",0.269,0.308,0.038,0.077,NA,0.077,NA,NA,NA,NA,NA,NA,0.038
"SOCIOL 171 - SIGMON, J.P.",0.612,0.223,NA,0.049,0.029,0.039,0.01,NA,NA,NA,NA,NA,0.01
"SOCIOL 182 - COLLETT, J.L.",0.229,0.229,0.029,0.143,0.057,0.143,NA,0.029,NA,NA,NA,NA,0.057
"SOCIOL 195CE - COLLETT, J.L.",0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 20 - COLLETT, J.L.",0.038,0.154,0.038,0.115,0.154,0.192,0.115,NA,0.077,NA,NA,NA,NA
"SOCIOL 20 - COLLETT, J.L. LEC 2",0.148,0.185,0.296,NA,0.074,0.111,NA,NA,NA,NA,NA,NA,0.037
"SOCIOL M162 - COLLETT, J.L.",0.961,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
"SOCIOL M174 - COLLETT, J.L.",0.983,NA,NA,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 1 - BURT, B.D.",0.267,0.133,0.2,0.067,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"SPAN 1 - GUERRERO, A.",0.15,0.1,0.5,NA,NA,0.05,NA,NA,NA,NA,NA,NA,0.05
"SPAN 1 - GUERRERO, A. LEC 2",0.333,NA,0.583,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"SPAN 1 - GUERRERO, A. LEC 4",0.294,0.118,0.235,NA,NA,0.118,0.059,0.059,NA,NA,NA,NA,NA
"SPAN 1 - GUERRERO, A. LEC 6",0.353,0.059,0.294,0.059,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"SPAN 10 - GUERRERO, A.",0.333,0.222,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 10 - GUERRERO, A. LEC 2",0.4,0.05,0.35,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"SPAN 119 - RODRIGUEZ, J.N.",0.44,NA,0.52,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 150 - DE LA TORRE, L.",0.52,0.08,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08
"SPAN 160 - GUERRERO, A.",0.154,0.077,0.462,NA,NA,0.077,NA,NA,NA,NA,NA,NA,0.077
"SPAN 170 - DE LA TORRE, L.",0.348,0.043,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043
