"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"EDUC 35 - MARTINEZ-FERNANDEZ",0.389,0.292,0.097,0.069,0.042,0.111,NA,NA,NA,NA,NA,NA,NA
"EDUC 405B - ALBER, R.L.",0.333,0.083,0.5,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 405B - ARIAS, M.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 405B - LEE, D.O.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 405B - PARK, J.J.",0.962,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 405B - RAFI, F.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 409 - DARBY, J.T.",0.826,NA,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 409 - GUILLEN, L.I.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 409 - LOPEZ, E.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 409 - ORELLANA, M.E.",0.722,NA,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 411 - CHRISTIE, C.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 413B - BELLOSO, J.M.",0.524,NA,0.476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 413B - NAVARRO, B.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 419 - VOGELGESANG, L.",0.214,0.071,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 420A - ALARCON, R.",0.6,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 420A - GREEN, R.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 420A - KERSEY, S.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 420A - LOPEZ, E.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 420A - NAVA-LANDEROS, I.",0.481,0.074,0.407,NA,NA,0.037,NA,NA,NA,NA,NA,NA,NA
"EDUC 425 - RAFI, F.H.",0.8,0.16,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 425 - SMITH, K.A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 441A - ISKEN, J.",0.577,0.038,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 452B - EAGAN, K.",0.625,NA,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 458B - DURKIN, D.",0.962,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 471 - FRANCOIS, A.",0.4,0.5,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 498B - GREEN, R.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 498B - KERSEY, S.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 498B - LOPEZ, E.F.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 498B - NAPLES, R.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 498B - NAVA-LANDEROS, I.",0.286,0.143,0.571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC 499B - APIGO, M.J.",0.778,0.074,NA,0.037,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"EDUC 98 - BEASLEY, M.E.",0.353,0.412,0.118,NA,0.059,0.059,NA,NA,NA,NA,NA,NA,NA
"EDUC 98 - HOWARD, T.C.",0.667,0.1,0.1,0.1,NA,NA,0.033,NA,NA,NA,NA,NA,NA
"EDUC M103 - TERANISHI, R.T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC M217C - WOOD, J.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EDUC M253A - TORRES, C.A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 100 - GORLITSKY, L.E.",0.322,0.172,0.156,0.099,0.061,0.137,0.016,0.01,0.022,NA,NA,0.003,0.003
"EE BIOL 100L - GORLITSKY, L.E.",0.696,0.145,0.109,0.014,0.014,0.007,NA,0.007,0.007,NA,NA,NA,NA
"EE BIOL 101 - KANE, T.L.",0.65,0.075,0.15,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 103 - ZAPATA, F.",0.293,0.224,0.207,0.069,0.052,0.138,NA,NA,0.017,NA,NA,NA,NA
"EE BIOL 110 - DINES, J.P.",0.308,0.038,0.192,0.115,0.115,0.077,0.077,0.038,0.038,NA,NA,NA,NA
"EE BIOL 120 - MC CRANEY, W.T.",0.431,0.164,0.052,0.138,0.043,0.138,0.017,NA,0.009,NA,NA,0.009,NA
"EE BIOL 123A - FONG, P.M.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 124A - BLUMSTEIN, D.T.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 129 - GORLITSKY, L.E.",0.321,0.282,0.115,0.051,0.077,0.115,0.013,0.013,0.013,NA,NA,NA,NA
"EE BIOL 130 - DINES, J.P.",0.478,0.239,0.239,0.022,NA,0.022,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 148 - FONG, P.M.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 170 - GORDON, M.S.",0.214,0.464,0.179,0.036,NA,0.036,0.036,NA,0.036,NA,NA,NA,NA
"EE BIOL 183 - LIPMAN, A.J.",0.4,0.55,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 185 - MC CRANEY, W.T.",0.405,0.176,0.046,0.144,0.046,0.137,0.013,NA,0.026,NA,NA,NA,0.007
"EE BIOL 199 - YEH, P.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 200B - JACOBS, D.K.",0.556,0.167,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 250 - KRAFT, N.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL 297 - NONACS, P.N.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C126 - BLUMSTEIN, D.T.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C172 - GARUD, N.",0.333,0.4,NA,0.133,NA,0.067,NA,NA,0.067,NA,NA,NA,NA
"EE BIOL C177 - ALFARO, M.E.",0.857,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C179 - BARBER, P.H.",0.115,0.038,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C202 - GARUD, N.",0.65,0.2,0.1,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"EE BIOL C219B - LLOYD-SMITH, J.O.",0.25,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL CM173 - JACOBS, D.K.",0.2,0.25,0.1,0.1,0.15,0.15,NA,NA,0.05,NA,NA,NA,NA
"EE BIOL M127 - ILLES, L.I.",0.533,0.133,NA,0.067,NA,0.133,0.067,NA,NA,NA,0.067,NA,NA
"EE BIOL M127L - ILLES, L.I.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EE BIOL M139 - BIANCHI, D.",0.263,0.211,NA,0.053,0.105,0.316,0.053,NA,NA,NA,NA,NA,NA
"EE BIOL M157 - CAMPBELL-STATON, S",0.164,0.145,0.018,0.182,0.073,0.273,0.055,0.018,0.055,NA,0.018,NA,NA
"ENGCOMP 100W - JAURRETCHE, C.M.",0.636,0.182,NA,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 100W - MCIVER, M.L.",0.814,0.093,NA,0.023,0.023,0.047,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 130D - WEST, A.I.",0.778,0.056,0.111,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 130E - DAVIS, M.E.",0.19,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 130E - WESTRUP, L.A.",0.429,0.381,NA,NA,0.048,0.143,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 131B - HITCHNER, T.A.",0.667,0.298,NA,NA,NA,0.035,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 131B - JULIANO, L.M.",0.192,NA,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 133 - MANOJLOVIC, M.",0.611,0.056,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 134 - CHRISTENSEN, T.S.",0.455,0.182,NA,NA,0.091,0.273,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 2 - CROSBY, S.",0.447,NA,0.105,0.184,NA,NA,0.211,NA,NA,0.026,NA,NA,0.026
"ENGCOMP 2 - MARTINEZ, A.M.",0.324,0.471,NA,0.059,0.029,0.088,NA,NA,NA,NA,NA,NA,0.029
"ENGCOMP 2 - NEWBY, A.",0.296,0.222,0.333,NA,NA,0.111,0.037,NA,NA,NA,NA,NA,NA
"ENGCOMP 2 - POPHAM, S.A.",0.176,NA,NA,0.176,0.353,0.059,0.059,NA,0.118,NA,NA,NA,0.059
"ENGCOMP 3 - CREESE, R.A.",0.452,0.19,NA,0.024,0.071,0.262,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - DE, E.N.",0.261,0.478,NA,0.043,NA,0.217,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - FRANKEL, E.P.",0.5,0.25,NA,NA,NA,0.2,NA,NA,0.05,NA,NA,NA,NA
"ENGCOMP 3 - GERRARD, L.",NA,0.222,NA,0.278,0.167,0.222,NA,NA,0.111,NA,NA,NA,NA
"ENGCOMP 3 - KIPEN, D.M.",0.077,0.41,NA,0.103,0.026,0.385,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - LISOVSKY, K.F.",0.132,0.158,NA,0.105,0.026,0.5,NA,NA,0.053,NA,NA,0.026,NA
"ENGCOMP 3 - MOE, M.L.",0.488,0.268,NA,0.122,NA,0.122,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - PRESCOTT-JOHNSON,",0.248,0.204,0.029,0.08,0.088,0.263,0.036,0.007,0.036,NA,NA,NA,0.007
"ENGCOMP 3 - RODRIGUEZ DRISSI,",0.19,0.524,NA,NA,NA,0.238,NA,NA,NA,NA,NA,NA,0.048
"ENGCOMP 3 - STEINBERG, S.K.",0.676,0.216,NA,0.054,NA,0.027,0.027,NA,NA,NA,NA,NA,NA
"ENGCOMP 3 - STONE, B.D.",0.15,0.1,NA,0.2,0.2,0.1,0.05,0.05,0.1,0.05,NA,NA,NA
"ENGCOMP 3D - DICKEY, D.",0.34,0.38,NA,0.04,0.04,0.2,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - FRETZ, R.I.",0.778,NA,0.167,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - JOHNSON, D.",0.195,0.195,NA,0.244,0.122,0.195,0.049,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MARTINEZ, A.M.",0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MATTENSON, L.M.",0.341,0.293,NA,0.098,NA,0.268,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - MEHDIZADEH, N.",0.538,0.41,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - RODRIGUEZ DRISSI,",0.233,0.512,0.047,0.023,NA,0.186,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - VINCENT, D.O.",0.81,0.079,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 3D - WEST, A.I.",0.39,0.146,NA,0.268,NA,0.122,0.024,NA,0.024,0.024,NA,NA,NA
"ENGCOMP 3E - WATSON, D.C.",0.333,0.444,NA,0.111,NA,NA,NA,NA,NA,NA,NA,NA,0.111
"ENGCOMP 403 - KELLEY, J.C.",0.8,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - CHRISTENSEN, T.S.",0.25,0.4,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA
"ENGCOMP 5W - FALLOWS, R.J.",0.632,0.026,NA,0.105,0.079,0.105,NA,NA,0.053,NA,NA,NA,NA
"ENGCOMP M138 - DEUEL, N.A.",0.231,0.308,0.385,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 106 - MO'E'HAHNE, H.",0.296,0.296,0.037,0.148,0.037,0.148,NA,NA,0.037,NA,NA,NA,NA
"ENGL 109 - LOOBY, C.J.",0.074,0.259,NA,0.407,0.074,0.148,NA,NA,0.037,NA,NA,NA,NA
"ENGL 10B - KAREEM, S.T.",0.388,0.165,0.165,0.126,0.029,0.068,NA,NA,0.01,0.01,NA,NA,0.039
"ENGL 10C - COHEN, M.C.",0.356,0.344,NA,0.111,0.056,0.1,NA,NA,0.022,NA,NA,NA,0.011
"ENGL 11 - DECKER, J.L.",0.346,0.231,NA,0.154,0.038,0.192,NA,NA,NA,NA,NA,NA,0.038
"ENGL 110B - ZIRULNIK, M.A.",0.5,0.083,0.25,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"ENGL 110T - UNDERWOOD, B.E.",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 118B - GALLAGHER, L.",0.857,NA,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 122 - DELOUGHREY, E.",0.333,0.222,0.148,NA,0.037,0.259,NA,NA,NA,NA,NA,NA,NA
"ENGL 122 - DIMURO, J.A.",0.294,NA,NA,0.059,0.294,0.235,0.059,0.059,NA,NA,NA,NA,NA
"ENGL 129 - MAKDISI, S.",0.233,0.4,0.067,NA,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"ENGL 136 - D'AGUIAR, F.M.",0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 136 - KEVORKIAN, K.K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - HUNEVEN, M.R.",0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 137 - TORRES, J.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 139 - GOODWIN, J.E.",0.19,0.19,NA,0.19,0.143,0.19,NA,NA,0.048,NA,NA,NA,0.048
"ENGL 139 - HORNBY, L.E.",0.897,NA,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034
"ENGL 140A - CHISM, C.N.",0.176,0.441,0.147,0.029,NA,0.206,NA,NA,NA,NA,NA,NA,NA
"ENGL 142R - FISHER, M.N.",0.188,0.25,0.062,0.062,0.062,0.25,0.062,NA,NA,NA,0.062,NA,NA
"ENGL 145 - THOMAS, A.",0.621,0.241,0.069,NA,NA,0.069,NA,NA,NA,NA,NA,NA,NA
"ENGL 146 - FISHER, M.N.",0.167,0.375,0.083,0.125,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"ENGL 150A - WATSON, R.N.",0.172,0.448,0.034,0.138,0.069,0.138,NA,NA,NA,NA,NA,NA,NA
"ENGL 150B - DICKEY, S.J.",0.364,0.273,0.03,0.061,NA,0.242,NA,NA,NA,NA,NA,0.03,NA
"ENGL 150C - LITTLE, A.L.",0.323,0.065,0.226,0.161,NA,0.226,NA,NA,NA,NA,NA,NA,NA
"ENGL 157 - SHUGER, D.K.",0.115,0.038,0.038,0.385,0.154,0.154,0.038,NA,0.077,NA,NA,NA,NA
"ENGL 160A - DEUTSCH, H.E.",0.407,0.333,0.037,0.148,0.037,0.037,NA,NA,NA,NA,NA,NA,NA
"ENGL 163B - SANCHEZ, J.L.",0.8,0.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"ENGL 163C - STEPHAN, M.",0.2,0.433,NA,0.1,NA,0.233,NA,NA,0.033,NA,NA,NA,NA
"ENGL 164C - RAINWATER, C.S.",0.241,0.379,0.276,0.034,NA,0.069,NA,NA,NA,NA,NA,NA,NA
"ENGL 164D - SANCHEZ, J.L.",0.792,0.083,0.042,0.042,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"ENGL 167A - SALWAY, M.C.",0.267,0.267,0.367,0.033,NA,0.033,NA,NA,NA,NA,NA,NA,0.033
"ENGL 170A - COLACURCIO, M.J.",0.24,0.32,NA,0.16,NA,0.28,NA,NA,NA,NA,NA,NA,NA
"ENGL 173C - MULLEN, H.R.",0.957,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 174B - PEREZ-TORRES, R.",0.294,0.147,0.265,0.059,NA,0.235,NA,NA,NA,NA,NA,NA,NA
"ENGL 177 - SOLOMON, J.H.",0.469,0.062,0.281,0.031,NA,0.125,NA,NA,NA,NA,NA,NA,0.031
"ENGL 177 - STEFANS, B.K.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 179 - BRISTOW, J.E.",0.375,0.188,0.094,NA,0.031,0.312,NA,NA,NA,NA,NA,NA,NA
"ENGL 179 - D'AGUIAR, F.M.",0.333,0.583,NA,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"ENGL 179 - HORNBY, L.E.",0.815,NA,0.148,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037
"ENGL 179 - SELTZER, M.I.",0.333,0.267,0.133,0.133,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"ENGL 181A - SELTZER, M.I.",0.417,0.083,0.083,NA,NA,0.417,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - ALLMENDINGER, B.",0.111,0.333,0.111,0.111,0.111,0.222,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - BRAUNMULLER, A.R.",0.2,0.2,NA,NA,NA,0.3,0.1,NA,0.2,NA,NA,NA,NA
"ENGL 184 - MOTT, C.M.",0.231,0.154,NA,0.154,0.154,0.308,NA,NA,NA,NA,NA,NA,NA
"ENGL 184 - ROWE, K.E.",0.222,0.333,0.333,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"ENGL 195CE - DIMURO, J.A.",0.769,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL 20W - GOYAL, Y.",0.825,0.075,0.05,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"ENGL 4W - GOYAL, Y.",0.398,0.296,0.027,0.097,0.027,0.113,0.016,NA,0.022,NA,NA,NA,0.005
"ENGL 4WS - GOYAL, Y.",0.625,0.188,0.031,0.031,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"ENGL 80 - HYDE, C.L.",0.56,0.307,NA,0.013,NA,0.093,0.013,NA,0.013,NA,NA,NA,NA
"ENGL 91A - DICKEY, S.J.",0.257,0.284,0.068,0.149,0.068,0.122,0.014,0.014,NA,NA,NA,NA,0.027
"ENGL 91C - NORTH, M.A.",0.348,0.37,NA,0.13,0.022,0.109,NA,NA,0.022,NA,NA,NA,NA
"ENGL 98TA - MCHUGH, K.A.",0.6,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067
"ENGL M102B - CHEUNG, K.",0.211,0.263,NA,0.158,0.053,0.211,NA,NA,0.105,NA,NA,NA,NA
"ENGL M104B - YARBOROUGH, R.A.",0.625,0.25,NA,0.062,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"ENGL M104E - UNDERWOOD, B.E.",0.615,0.231,NA,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"ENGL M105C - PEREZ-TORRES, R.",0.538,0.038,0.385,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M118F - HALL, S.C.",0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - HUNEVEN, M.R.",0.833,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - MELZER, S.E.",0.273,0.273,0.273,0.091,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - SIMPSON, M.E.",0.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M138 - SNELSON, D.S.",0.538,NA,0.385,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"ENGL M192 - WILSON, R.",0.952,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGL M50 - MCHUGH, K.A.",0.823,0.145,NA,NA,NA,0.032,NA,NA,NA,NA,NA,NA,NA
"ENGR 110 - BULU-TACIROGLU, M.",0.344,0.185,0.351,0.013,0.026,0.06,0.013,0.007,NA,NA,NA,NA,NA
"ENGR 111 - BULU-TACIROGLU, M.",0.31,0.213,0.213,0.058,0.026,0.135,0.006,0.006,0.026,NA,NA,NA,0.006
"ENGR 160 - ROSTAMIAN, F.D.",0.176,0.176,0.029,0.118,0.088,0.412,NA,NA,NA,NA,NA,NA,NA
"ENGR 163 - ROSTAMIAN, F.D.",0.167,0.167,0.056,0.056,NA,0.556,NA,NA,NA,NA,NA,NA,NA
"ENGR 183EW - BROWNE, D.G.",0.836,0.086,0.02,0.013,NA,0.046,NA,NA,NA,NA,NA,NA,NA
"ENGR 185EW - BROWNE, D.G.",0.628,0.215,0.058,0.033,NA,0.066,NA,NA,NA,NA,NA,NA,NA
"ENGR 2 - VILLASENOR, J.D.",0.933,NA,0.067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 200 - LACKMAN, L.M.",0.531,0.344,NA,NA,0.062,0.062,NA,NA,NA,NA,NA,NA,NA
"ENGR 200 - MANGAL, V.",0.333,0.5,NA,0.067,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"ENGR 204 - KUNG, K.C.",0.708,0.042,0.125,0.042,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"ENGR 212 - LICHTMAN, D.G.",0.421,0.316,NA,0.053,NA,0.211,NA,NA,NA,NA,NA,NA,NA
"ENGR 96A - SCHMIDT, J.J.",0.557,NA,0.443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96E - SCHMIDT, J.J.",0.611,NA,0.389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96G - SCHMIDT, J.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENGR 96R - SCHMIDT, J.J.",0.944,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT 100 - COLE, B.L.",0.667,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT C200B - COLE, B.L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENV HLT C252D - ZHU, Y.",0.5,0.167,0.083,0.083,0.083,0.083,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 10 - GARRISON, N.J.",0.193,0.234,0.145,0.069,0.048,0.234,0.021,0.007,0.034,NA,0.007,NA,0.007
"ENVIRON 150 - CHRISTENSEN, J.A.",0.41,0.373,0.096,0.036,NA,0.024,0.012,NA,0.024,0.012,0.012,NA,NA
"ENVIRON 180B - GARRISON, N.J.",0.722,0.222,0.028,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 185B - MAIDA, C.A.",0.69,0.103,0.207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 185C - MAIDA, C.A.",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 188B - DEAN, J.H.",0.571,0.214,NA,NA,NA,0.214,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 188B - SHIPE, R.F.",0.969,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON 277 - RAJAGOPAL, D.",0.778,0.204,NA,NA,NA,0.019,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M109 - XUE, Y.",0.722,NA,0.056,0.111,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M153 - BARDACKE, T.M.",0.931,0.069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ENVIRON M167 - KOSLOV, E.C.",0.439,0.088,0.404,NA,0.018,0.035,0.018,NA,NA,NA,NA,NA,NA
"EPIDEM 100 - HSU, P.T.",0.296,0.243,0.042,0.127,0.063,0.095,0.042,0.026,0.048,0.005,NA,NA,0.011
"EPIDEM 100 - SHAFIR, S.C.",0.902,0.049,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 200B - RITZ, B.R.",0.219,0.344,0.031,0.094,0.062,0.25,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 220 - DETELS, R.",0.227,0.205,0.068,0.159,0.114,0.205,0.023,NA,NA,NA,NA,NA,NA
"EPIDEM 228 - ZHEN, A.",0.077,NA,0.846,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 407A - NISHI, A.",0.381,NA,0.619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM 413 - COCHRAN, S.D.",0.885,0.077,NA,0.038,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM M254 - CARPENTER, C.L.",0.214,0.071,0.714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPIDEM M403 - SMITH, L.V.",0.833,0.042,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 1 - COFFEY, K.",0.362,0.128,0.085,0.149,0.064,0.106,0.043,0.021,0.043,NA,NA,NA,NA
"EPS SCI 101 - PAIGE, D.A.",0.333,0.076,0.015,0.364,0.03,0.061,0.061,NA,0.061,NA,NA,NA,NA
"EPS SCI 103A - HARRISON, M.",0.067,0.267,0.067,NA,NA,0.267,NA,0.067,0.267,NA,NA,NA,NA
"EPS SCI 112 - YIN, A.",0.118,0.235,0.235,NA,0.059,0.059,0.118,0.118,0.059,NA,NA,NA,NA
"EPS SCI 116 - BROWN, C.A.",0.358,0.119,0.156,0.257,0.009,0.046,0.028,NA,0.018,NA,NA,0.009,NA
"EPS SCI 13 - LITHGOW-BERTELLONI",0.471,0.042,0.101,0.101,0.109,0.084,0.017,0.042,0.025,0.008,NA,NA,NA
"EPS SCI 136A - ANGELOPOULOS, V.",0.2,0.15,0.1,0.1,0.05,0.25,0.05,NA,0.1,NA,NA,NA,NA
"EPS SCI 139 - AHDI, S.K.",0.25,0.5,0.083,0.083,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"EPS SCI 15 - TREUDE, T.I.",0.213,0.199,0.154,0.059,0.066,0.14,0.044,0.015,0.044,0.022,0.007,0.037,NA
"EPS SCI 16 - SCHOPF, J.W.",0.143,0.143,0.031,0.184,0.122,0.224,0.112,0.031,0.01,NA,NA,NA,NA
"EPS SCI 171 - AURNOU, J.M.",0.235,0.176,0.353,0.059,0.059,0.059,NA,NA,NA,NA,NA,NA,0.059
