"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"SPAN 1 - BURT, B.D.",0.308,0.154,0.231,0.077,0,0.231,0,0,0,0,0,0,0
"SPAN 1 - GUERRERO, A.",0.319,0.072,0.478,0.014,0,0.072,0.014,0.014,0,0,0,0,0.014
"SPAN 10 - GUERRERO, A.",0.5,0.179,0.25,0.036,0,0.036,0,0,0,0,0,0,0
"SPAN 119 - RODRIGUEZ, J.N.",0.44,0,0.52,0.04,0,0,0,0,0,0,0,0,0
"SPAN 150 - DE LA TORRE, L.",0.542,0.083,0.292,0,0,0,0,0,0,0,0,0,0.083
"SPAN 160 - GUERRERO, A.",0.182,0.091,0.545,0,0,0.091,0,0,0,0,0,0,0.091
"SPAN 170 - DE LA TORRE, L.",0.348,0.043,0.565,0,0,0,0,0,0,0,0,0,0.043
"SPAN 170 - VENEGAS, M.",0.167,0.333,0.167,0.083,0.083,0.083,0,0,0.083,0,0,0,0
"SPAN 2 - GARCIA MORENO, V.E",0.615,0.231,0.154,0,0,0,0,0,0,0,0,0,0
"SPAN 2 - GUERRERO, A.",0.378,0.279,0.135,0.072,0.027,0.09,0,0,0.009,0,0,0,0.009
"SPAN 25 - BERMUDEZ CASTRO, C",0.375,0.125,0.125,0,0,0.25,0,0,0,0,0,0,0.125
"SPAN 3 - BIVO0, K.R.",0.158,0.263,0.579,0,0,0,0,0,0,0,0,0,0
"SPAN 3 - GARCIA MORENO, V.E",0.444,0,0.333,0,0,0.222,0,0,0,0,0,0,0
"SPAN 3 - GUERRERO, A.",0.349,0.243,0.148,0.089,0.018,0.071,0.03,0,0.03,0.006,0.006,0.006,0.006
"SPAN 4 - GUERRERO, A.",0.077,0.538,0,0.077,0.077,0.077,0,0,0,0.154,0,0,0
"SPAN 42 - RIVERA, R.P.",0.333,0.148,0.185,0.148,0.037,0.074,0.037,0,0,0,0,0,0.037
"SPAN 44 - MONROE, M.T.",0.484,0.161,0.194,0.065,0.032,0.065,0,0,0,0,0,0,0
"SPAN 5 - GUERRERO, A.",0.214,0.286,0.036,0.036,0,0.214,0.036,0.036,0.036,0,0,0.036,0.071
"SPAN 7A - GUERRERO, A.",0.364,0.091,0.364,0.182,0,0,0,0,0,0,0,0,0
"SPAN M35 - QUICOLI, A.C.",0.3,0.1,0.2,0.1,0,0.3,0,0,0,0,0,0,0
"SRB CRO 103 - LEJKO-LACAN, V.",0.571,0.071,0.214,0.071,0,0.071,0,0,0,0,0,0,0
"STATS 10 - CHA, M.",0.216,0.091,0.42,0.048,0.061,0.039,0.022,0,0.091,0,0,0,0.013
"STATS 10 - CHEN, M.S.",0.55,0.136,0.068,0.036,0.032,0.068,0.059,0.005,0.027,0.014,0,0,0.005
"STATS 100A - PAIK SCHOENBERG, F",0.262,0.19,0.19,0.024,0.143,0.095,0.024,0.024,0,0.048,0,0,0
"STATS 100A - SANCHEZ, J.",0.242,0.273,0.242,0.061,0,0.091,0,0.061,0.03,0,0,0,0
"STATS 100A - WU, Y.",0.984,0,0,0.016,0,0,0,0,0,0,0,0,0
"STATS 100B - ALMOHALWAS, A.M.",0.154,0.154,0.115,0.038,0.038,0.038,0.154,0.038,0.077,0.038,0,0.077,0.077
"STATS 100B - CHRISTOU, N.",0.324,0.243,0,0.216,0.027,0.189,0,0,0,0,0,0,0
"STATS 100C - CHRISTOU, N.",0.368,0.263,0,0.105,0,0.263,0,0,0,0,0,0,0
"STATS 101A - ESFANDIARI, M.M.",0.441,0.237,0.153,0.034,0.017,0.102,0.017,0,0,0,0,0,0
"STATS 101B - ALMOHALWAS, A.M.",0.267,0.178,0.244,0.044,0.022,0.067,0.067,0,0,0.022,0.022,0.022,0.044
"STATS 101C - ALMOHALWAS, A.M.",0.263,0.105,0.368,0.105,0.053,0.053,0.053,0,0,0,0,0,0
"STATS 102A - WU, G.",0.475,0.15,0.05,0.025,0.05,0.15,0.025,0.05,0.025,0,0,0,0
"STATS 102B - CHEN, M.S.",0.472,0.17,0.094,0.075,0.038,0.019,0.075,0,0.038,0,0,0,0.019
"STATS 102C - TSIANG, M.",0.484,0.097,0.258,0.032,0.065,0.032,0,0,0,0,0,0,0.032
"STATS 13 - TSIANG, M.",0.496,0.207,0.044,0.089,0.03,0.081,0.022,0,0.03,0,0,0,0
"STATS 13 - WU, G.",0.457,0.155,0.052,0.095,0.052,0.172,0,0.017,0,0,0,0,0
"STATS 20 - LEW, V.",0.985,0.015,0,0,0,0,0,0,0,0,0,0,0
"STATS 20 - TSIANG, M.",0.511,0.149,0.085,0.064,0.064,0.043,0.021,0.043,0.021,0,0,0,0
"STATS 421B - MC CLUSKEY, T.J.",0.727,0.273,0,0,0,0,0,0,0,0,0,0,0
"THEATER 10 - GORSHEIN, D.M.",0.336,0.165,0.386,0.024,0.024,0.041,0.006,0.006,0.003,0,0,0,0.009
"THEATER 106 - OSWALD, S.M.",0.222,0.037,0.519,0,0.037,0.111,0,0.037,0.037,0,0,0,0
"THEATER 107 - CARRIGER, M.L.",0.555,0.117,0.139,0.036,0.036,0.051,0.015,0.015,0.007,0.007,0.015,0,0.007
"THEATER 110 - GORSHEIN, D.M.",0.2,0.075,0.525,0.075,0,0.075,0,0,0,0,0,0,0.05
"THEATER 120A - OLIVIERI, J.M.",0.475,0.119,0.119,0.119,0.034,0.085,0.017,0,0,0,0,0,0.034
"THEATER 120B - OLIVIERI, J.M.",0.296,0.185,0.111,0.185,0,0.111,0.037,0.037,0,0.037,0,0,0
"THEATER 50 - DANIEL, P.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"THEATER 50 - MAY0RD, J.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"THEATER 72 - ADAMS, D.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"THEATER 72 - DANIEL, P.M.",0.923,0.077,0,0,0,0,0,0,0,0,0,0,0
"THEATER 72 - MAY0RD, J.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"URBN PL 121 - MUKHIJA, V.",0.296,0.407,0.037,0.037,0,0.222,0,0,0,0,0,0,0
"URBN PL 141 - 0KAOKA, S.J.",0.5,0.091,0.318,0.045,0,0.045,0,0,0,0,0,0,0
"URBN PL M120 - MUKHIJA, V.",0.467,0.4,0.067,0,0,0.067,0,0,0,0,0,0,0
"WL ARTS 100A - SELLARS, P.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"WL ARTS 33 - SHORTER, D.D.",0.2,0,0.6,0.067,0.067,0,0,0,0,0,0,0,0.067
"WL ARTS 51W - SHORTER, D.D.",0.579,0,0.158,0.053,0,0,0,0,0.053,0,0,0,0.158
