"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"MUSC 260A - GOLUB, P.R.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC 261D - LE GUIN, E.C.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C158C - GONDEK, J.K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175A - LINDEMANN, J.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175D - DIMOND, T.A.",0.667,NA,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175E - AN, J.Y.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175F - DAVIS, J.D.",0.971,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C175G - CHENG, G.C.",0.7,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185A - BASS, J.",0.979,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185B - BASS, J.",0.931,0.034,NA,NA,NA,NA,NA,0.034,NA,NA,NA,NA,NA
"MUSC C185C - DARRAH, J.E.",0.792,0.083,0.083,NA,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"MUSC C185D - STULBERG, N.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185E - STULBERG, N.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C185G - CROSS, T.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C186A - LENT, J.D.",0.5,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480E - STULBERG, N.H.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC C480G - CROSS, T.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC M6C - BEKEN, M.N.",0.923,NA,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC M6C - BEKEN, M.N. LEC 5",0.143,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSC M90T - WINKLE, M.D.",0.778,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 101 - SCHWARTZ, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 125C - HOLMES, J.A.",0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 128 - REPLOGLE, H.D.",0.235,NA,0.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 13 - SCHWARTZ, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 187C - COURT, B.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 191G - FAVILA, C.D.",0.786,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 250 - UPTON, E.R.",0.818,NA,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 255 - HOLMES, J.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG 8 - FINK, R.W.",0.308,0.078,0.558,0.011,0.008,0.025,0.003,NA,0.003,NA,NA,0.003,0.003
"MUSCLG 98T - EIDSHEIM, N.",0.167,NA,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG M137 - MORRIS, M.B.",0.98,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MUSCLG M80 - JANECZKO, J.M.",0.4,0.267,0.2,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"MUSCLG M82 - BLACK, L.",0.857,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NAV SCI 101B - BOYD, E.F.",0.846,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEURO M220 - FANSELOW, M.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 17 - TRAMO, M.J.",0.241,NA,0.759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 179 - CEPEDA, C.",0.5,0.147,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 181 - BABIEC, W.E.",0.474,0.368,NA,NA,NA,0.105,NA,NA,0.053,NA,NA,NA,NA
"NEUROSC 186 - GE, W.",0.939,0.02,NA,0.02,NA,0.02,NA,NA,NA,NA,NA,NA,NA
"NEUROSC 189HC - WASSUM, K.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NEUROSC M101C - ADHIKARI, A.",0.333,0.175,0.31,0.035,0.023,0.094,0.006,NA,0.012,NA,NA,0.006,0.006
"NEUROSC M187 - EVANS, C.J.",0.333,0.19,0.429,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"NR EAST 65 - COOPERSON, M.D.",0.588,NA,0.235,0.176,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NR EAST M20 - SMOAK, J.D.",0.727,0.136,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.045
"NURSING 13 - CARPENTER, C.L. 1",0.231,0.077,0.59,0.026,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"NURSING 160 - BRAUER, E.R. 1",0.615,0.192,0.096,0.019,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"NURSING 162B - STUDER, K.M. 1",0.365,0.308,NA,0.058,0.038,0.231,NA,NA,NA,NA,NA,NA,NA
"NURSING 163 - PHELPS, L.L. 1",0.269,0.346,0.346,NA,0.019,0.019,NA,NA,NA,NA,NA,NA,NA
"NURSING 171 - DIXON, E.L. 1",0.508,0.077,0.385,0.015,NA,0.015,NA,NA,NA,NA,NA,NA,NA
"NURSING 173W - MACEY, P.M. 1",0.6,0.06,0.24,NA,NA,0.08,NA,NA,0.02,NA,NA,NA,NA
"NURSING 204 - LEE, E.E. 1",0.171,0.086,0.714,0.014,NA,0.014,NA,NA,NA,NA,NA,NA,NA
"NURSING 214 - CAY, C.V. 1",0.077,0.115,0.808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 216B - CRONIN, K.H. 1",0.5,0.344,0.094,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"NURSING 225B - STUDER, K.M. 1",0.159,0.014,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 236 - PIKE, N.A. 1",0.237,0.368,0.289,0.026,0.026,0.053,NA,NA,NA,NA,NA,NA,NA
"NURSING 238B - MCGRATH, N.E. 1",NA,0.143,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 239B - THOMAS, E.A. 1",0.373,0.353,0.098,0.039,0.059,0.078,NA,NA,NA,NA,NA,NA,NA
"NURSING 249 - KEENAN, C.K. 1",0.6,0.029,0.286,0.029,NA,0.057,NA,NA,NA,NA,NA,NA,NA
"NURSING 260 - SALEM, B.E. 1",0.194,0.028,0.778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 267 - CLARK, L. 1",0.182,0.152,0.636,0.015,NA,0.015,NA,NA,NA,NA,NA,NA,NA
"NURSING 407 - CARDIN, S. 1",0.3,0.4,0.1,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA
"NURSING 409 - BLAKE, N.T. 1",0.714,0.071,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 411 - MACEY, P.M. 1",0.417,0.167,0.167,0.083,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"NURSING 416E - BROWN, T.A. 1",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 416E - CANOBBIO, M.M. 1",0.364,NA,0.636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 416E - GREEN, S.D. 1",0.091,0.091,0.818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 416E - HUMMEL, R.F. 1",0.111,NA,0.889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 429E - LAZAR, J. 1",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 438D - FREDRICKSON, J.M. 1",0.846,NA,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 441 - OKUHARA, C.",0.056,NA,0.944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 465B - DEMMAN, B.L.",0.614,0.257,0.071,0.014,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"NURSING 470D - BUSH, N.",0.429,0.143,0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NURSING 496C - VERZEMNIEKS, I.L.",0.231,0.077,0.462,0.077,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"NURSING 54A - BATES-JENSEN, B.M. 1",0.642,0.17,0.113,NA,NA,0.075,NA,NA,NA,NA,NA,NA,NA
"ORL BIO 201C - HU, S.",0.5,0.333,0.083,NA,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"ORL BIO 209 - MAIDA, C.A.",0.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PATH 294 - SCHIESTL, R.H.",0.2,0.667,NA,NA,NA,0.133,NA,NA,NA,NA,NA,NA,NA
"PHILOS 100C - CARRIERO, J.P.",0.409,0.25,NA,0.083,0.015,0.22,0.008,NA,0.008,NA,NA,NA,0.008
"PHILOS 104 - CRAGER, A.D.",0.674,0.186,NA,0.023,NA,0.093,NA,NA,NA,NA,NA,NA,0.023
"PHILOS 117 - JOHNSON, M.C.",0.143,0.286,NA,0.143,0.143,0.143,0.048,0.048,0.048,NA,NA,NA,NA
"PHILOS 125 - ELLIOTT, K.J.",0.31,0.333,NA,0.048,0.095,0.119,0.024,0.048,0.024,NA,NA,NA,NA
"PHILOS 129 - BURGE, C.T.",0.205,0.308,NA,0.128,0.103,0.128,0.026,0.051,NA,NA,NA,NA,0.051
"PHILOS 132 - WALSH, S.",0.575,0.112,0.2,0.038,0.013,0.025,NA,NA,NA,NA,NA,NA,0.038
"PHILOS 133 - GREENBERG, G.J.",0.771,0.114,NA,NA,NA,0.057,NA,NA,NA,NA,0.029,NA,0.029
"PHILOS 155A - FEINSINGER, A.L.",0.909,0.061,NA,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 161 - HARRIS, M.C.",NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
"PHILOS 168 - LENEHAN, R.E.",0.969,0.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 184 - ELLIOTT, K.J.",0.294,0.206,NA,0.088,0.029,0.206,0.029,0.029,0.029,NA,NA,0.029,0.059
"PHILOS 185 - HSU, A.",0.208,0.25,NA,0.167,NA,0.333,NA,NA,0.042,NA,NA,NA,NA
"PHILOS 191 - DEWITT, J.A.",0.667,0.067,NA,0.133,NA,0.067,NA,NA,0.067,NA,NA,NA,NA
"PHILOS 191 - GREENBERG, G.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 22 - JULIUS, A.J.",0.545,0.435,0.019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 231 - SHARVIT, Y.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 271 - BURGE, C.T.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS 31 - LEVY, S.R.",0.409,0.204,0.08,0.029,0.036,0.168,0.029,0.007,0.029,NA,NA,NA,0.007
"PHILOS 4 - DEWITT, J.A.",0.292,0.26,NA,0.182,0.045,0.162,0.013,0.006,0.026,NA,NA,0.013,NA
"PHILOS 8 - SMITH, S.R.",0.359,0.212,0.228,0.062,0.015,0.077,0.019,0.012,0.008,0.004,NA,NA,0.004
"PHILOS 9 - JOHNSON, M.C.",0.208,0.417,0.125,0.042,NA,0.208,NA,NA,NA,NA,NA,NA,NA
"PHILOS C109 - CARRIERO, J.P.",0.343,0.257,NA,0.029,0.114,0.2,0.057,NA,NA,NA,NA,NA,NA
"PHILOS C114 - HILTUNEN, A.S.",0.444,0.444,NA,0.074,NA,0.037,NA,NA,NA,NA,NA,NA,NA
"PHILOS C119 - MENDELL, H.R.",0.25,0.2,0.05,0.2,0.1,0.2,NA,NA,NA,NA,NA,NA,NA
"PHILOS C127C - KAPLAN, D.B.",0.273,0.364,0.152,NA,0.061,0.152,NA,NA,NA,NA,NA,NA,NA
"PHILOS C151B - TULIPANA, P.A.",0.385,0.231,NA,NA,NA,0.385,NA,NA,NA,NA,NA,NA,NA
"PHILOS C156 - JULIUS, A.J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHILOS M187 - SCHAEFFER, L.J.",0.87,0.043,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,0.043
"PHYSCI 108 - FRISCIA, A.R.",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 111B - CORREA, S.",0.328,0.249,0.045,0.144,0.045,0.149,0.02,NA,0.02,NA,NA,NA,NA
"PHYSCI 111L - COOPER, R.H.",0.765,NA,0.059,0.059,NA,0.118,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 111L - COOPER, R.H. LEC 2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 111L - COOPER, R.H. LEC 3",0.882,NA,NA,0.059,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 111L - COOPER, R.H. LEC 4",0.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 124 - WALKER, D.W.",0.289,NA,0.684,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 125 - XIAO, X.",0.837,0.102,0.02,NA,NA,0.02,NA,NA,0.02,NA,NA,NA,NA
"PHYSCI 128 - HSIAO, E.Y.",0.083,0.139,0.528,0.028,0.028,0.111,0.028,0.028,0.028,NA,NA,NA,NA
"PHYSCI 146 - PHELPS, P.E.",0.853,0.088,NA,0.029,NA,NA,NA,NA,0.029,NA,NA,NA,NA
"PHYSCI 149 - YANG, X.",0.738,NA,0.238,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 173 - FRYE, M.A.",0.2,0.24,NA,0.2,0.08,0.24,0.04,NA,NA,NA,NA,NA,NA
"PHYSCI 174 - ROWAT, A.C.",0.512,0.073,0.317,NA,0.024,0.073,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 187B - NOVITCH, B.G.",0.636,0.182,0.091,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 194A - MCEVOY, M.M.",0.067,NA,0.933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSCI 5 - ESDIN, J.",0.771,0.12,0.036,0.031,0.005,0.023,0.005,NA,0.005,NA,NA,NA,0.005
"PHYSCI 7 - ROWAT, A.C.",0.3,0.4,0.05,0.075,0.05,0.075,0.025,NA,0.025,NA,NA,NA,NA
"PHYSCI M106 - EVANS, C.J.",0.613,0.097,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 10 - HOLCZER, K.",0.822,0.01,0.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 105A - KRAUS, P.J.",0.396,0.333,0.021,0.104,NA,0.125,NA,0.021,NA,NA,NA,NA,NA
"PHYSICS 105B - BERN, Z.",0.075,0.138,0.138,0.162,0.1,0.262,0.062,NA,0.062,NA,NA,NA,NA
"PHYSICS 110A - VASSILIEV, V.V.",0.222,0.111,0.111,0.167,0.083,0.222,NA,NA,0.083,NA,NA,NA,NA
"PHYSICS 110B - ROSENZWEIG, J.",0.44,0.12,0.12,0.22,0.02,0.06,NA,NA,0.02,NA,NA,NA,NA
"PHYSICS 112 - WANG, S.",0.263,0.158,0.079,0.132,0.105,0.184,NA,NA,0.079,NA,NA,NA,NA
"PHYSICS 115A - NI, N.",0.395,0.184,0.158,0.053,0.039,0.105,0.026,0.013,0.013,NA,NA,NA,0.013
"PHYSICS 115C - PUTTERMAN, S.J.",0.333,0.241,0.13,0.13,0.019,0.056,NA,0.019,0.056,0.019,NA,NA,NA
"PHYSICS 118 - HUDSON, E.R.",0.545,0.091,0.182,NA,NA,NA,NA,0.091,NA,NA,NA,NA,0.091
"PHYSICS 126 - HAUSER, J.",0.212,0.303,0.121,0.061,0.03,0.121,0.121,NA,0.03,NA,NA,NA,NA
"PHYSICS 127 - DUMITRESCU, T.",0.333,0.222,0.259,NA,NA,0.074,NA,NA,0.074,NA,NA,NA,0.037
"PHYSICS 180F - ONG, R.A.",0.538,0.231,0.154,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 180N - ROY, R.",0.3,0.15,0.15,0.05,0.1,0.05,NA,0.05,0.1,NA,NA,NA,0.05
"PHYSICS 18L - REGAN, B.C.",0.345,0.207,0.138,0.103,0.069,0.103,NA,NA,NA,NA,NA,NA,0.034
"PHYSICS 192 - ARISAKA, K.",0.692,NA,0.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 192M - SAMANI, J.F.",0.979,NA,NA,NA,NA,0.021,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 1A - WEST, E.P.",0.261,0.149,0.06,0.104,0.06,0.209,0.03,0.052,0.045,NA,NA,0.007,0.022
"PHYSICS 1A - ZOCCHI, G.",0.578,0.016,0.094,0.094,0.016,0.078,0.047,NA,0.062,NA,NA,NA,0.016
"PHYSICS 1B - AN, X.",0.273,0.148,0.18,0.094,0.031,0.195,0.016,0.016,0.031,0.008,NA,0.008,NA
"PHYSICS 1B - CORBIN, B.",0.488,0.049,NA,0.195,0.049,0.049,0.073,0.073,NA,NA,NA,NA,0.024
"PHYSICS 1B - NARANJO, B.B.",0.287,0.096,0.452,0.108,0.013,0.019,NA,0.006,0.013,0.006,NA,NA,NA
"PHYSICS 1B - SAMANI, J.F.",0.282,0.159,0.412,0.059,0.018,0.047,0.006,NA,NA,0.006,NA,0.006,0.006
"PHYSICS 1C - CORBIN, B.",0.455,0.036,NA,0.2,0.018,0.073,0.091,0.073,0.055,NA,NA,NA,NA
"PHYSICS 1C - KANG, Z.",0.369,0.229,0.223,0.051,0.025,0.083,0.006,0.006,0.006,NA,NA,NA,NA
"PHYSICS 1CH - ROSENZWEIG, J.",0.694,0.016,0.226,0.016,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 210B - MUSUMECI, P.",0.371,0.457,NA,0.114,NA,0.057,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 221B - ROY, R.",0.824,0.118,NA,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K.",0.393,NA,0.607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 10",0.071,NA,0.929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 11",0.846,0.077,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 12",0.552,NA,0.414,NA,NA,0.034,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 2",0.379,0.069,0.552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 3",0.92,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 4",0.143,NA,0.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 5",0.552,NA,0.448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 6",0.296,0.037,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 7",0.333,0.074,0.556,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037
"PHYSICS 4AL - ARISAKA, K. LEC 8",0.323,NA,0.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4AL - ARISAKA, K. LEC 9",0.517,0.172,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K.",0.706,0.176,0.059,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 10",0.5,0.286,0.214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 2",0.882,NA,0.118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 3",0.389,0.444,0.111,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 4",0.533,0.133,0.267,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 5",0.385,0.154,0.385,NA,NA,0.077,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 7",0.421,0.421,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 8",0.368,0.211,0.368,NA,NA,0.053,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 4BL - ARISAKA, K. LEC 9",0.769,0.154,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 5A - BROWN, S.",0.676,0.308,0.005,0.005,NA,0.005,NA,NA,NA,NA,NA,NA,NA
"PHYSICS 5A - TUNG, N.C.",0.812,0.081,NA,0.027,0.038,0.005,NA,0.027,0.011,NA,NA,NA,NA
"PHYSICS 5A - TUNG, N.C. LEC 2",0.8,0.097,NA,0.027,0.016,0.038,NA,0.016,0.005,NA,NA,NA,NA
"PHYSICS 5B - LANCASTER, J.A.",0.209,0.047,0.665,0.016,0.021,0.026,0.01,0.005,NA,NA,NA,NA,NA
"PHYSICS 5B - LANCASTER, J.A. LEC 2",0.218,0.059,0.617,0.021,0.032,0.027,NA,0.011,0.005,NA,NA,0.011,NA
"PHYSICS 5C - ARISAKA, K.",0.244,0.113,0.476,0.048,0.03,0.048,0.024,NA,0.006,0.012,NA,NA,NA
"PHYSICS 5C - ARISAKA, K. LEC 2",0.22,0.073,0.634,0.01,0.016,0.021,NA,0.005,0.016,NA,NA,NA,0.005
"PHYSICS 5C - ARISAKA, K. LEC 3",0.249,0.058,0.587,0.026,0.021,0.053,NA,NA,0.005,NA,NA,NA,NA
"PHYSICS 5C - ARISAKA, K. LEC 4",0.303,0.079,0.461,0.067,0.039,0.045,NA,NA,NA,NA,NA,NA,0.006
"PHYSICS C187B - LEVINE, A.J.",0.263,0.105,0.053,0.158,0.105,0.158,0.053,NA,0.105,NA,NA,NA,NA
"POL SCI 10 - SISSA, G.",0.472,0.125,0.258,0.036,0.02,0.073,NA,0.004,0.004,NA,NA,NA,0.008
"POL SCI 111B - PAGDEN, A.R.",0.574,0.139,0.241,0.037,NA,0.009,NA,NA,NA,NA,NA,NA,NA
"POL SCI 114A - TROJAN, C.",0.227,0.364,NA,0.045,0.091,0.136,NA,NA,NA,NA,0.045,0.045,0.045
"POL SCI 115D - LOHMANN, S.",0.19,0.155,0.536,0.024,NA,0.083,NA,NA,NA,NA,NA,NA,0.012
"POL SCI 119 - BARKER, K.",0.267,0.163,0.291,0.116,NA,0.093,0.023,NA,0.035,NA,NA,NA,0.012
"POL SCI 119 - BRANSTETTER, J.G.",0.993,NA,0.007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 119 - BRANSTETTER, J.G. LEC 4",NA,NA,0.986,NA,NA,0.007,NA,NA,0.007,NA,NA,NA,NA
"POL SCI 119 - TROJAN, C.",0.845,0.01,0.039,NA,0.01,0.029,NA,NA,0.019,NA,NA,NA,0.049
"POL SCI 120A - LARSON, D.W.",0.567,0.104,0.122,0.085,0.012,0.079,NA,0.006,0.006,NA,NA,NA,0.018
"POL SCI 122A - CHATTERJEE, S.",0.66,0.17,NA,0.047,0.047,0.009,0.009,0.019,0.019,0.009,NA,0.009,NA
"POL SCI 123A - JOHNS, L.N.",0.243,0.288,0.108,0.054,0.036,0.153,0.018,0.009,0.045,0.018,NA,NA,0.027
"POL SCI 125A - O'NEILL, B.",0.449,0.214,0.092,0.092,0.01,0.143,NA,NA,NA,NA,NA,NA,NA
"POL SCI 134 - O'NEILL, B.",0.523,0.227,0.114,NA,NA,0.136,NA,NA,NA,NA,NA,NA,NA
"POL SCI 140B - JAMES, S.C.",0.457,0.13,0.293,0.033,0.033,0.033,0.022,NA,NA,NA,NA,NA,NA
"POL SCI 141B - BAYLOR, C.A.",0.408,0.197,0.132,0.066,NA,0.118,0.026,0.026,0.013,0.013,NA,NA,NA
"POL SCI 141E - PERIS, W.E.",0.366,0.009,0.589,0.009,0.009,0.018,NA,NA,NA,NA,NA,NA,NA
"POL SCI 142A - BAYLOR, C.A.",0.24,0.147,0.267,0.12,0.053,0.147,0.013,NA,NA,NA,NA,NA,0.013
"POL SCI 145C - LEBOW, C.C.",0.192,0.077,0.564,0.051,0.026,0.051,0.013,NA,0.026,NA,NA,NA,NA
"POL SCI 147B - ORREN, K.J.",0.279,0.395,NA,0.093,NA,0.233,NA,NA,NA,NA,NA,NA,NA
"POL SCI 149 - ISSENBERG, S.P.",0.298,0.143,0.357,0.06,NA,0.071,0.048,NA,NA,NA,NA,NA,0.024
"POL SCI 150 - TONG, J.",0.474,0.105,NA,0.053,NA,0.263,NA,NA,0.105,NA,NA,NA,NA
"POL SCI 151C - FAROLE, S.A.",0.443,0.193,0.182,0.034,NA,0.068,NA,0.023,0.023,0.011,NA,NA,0.023
"POL SCI 156A - TREISMAN, D.S.",0.344,0.281,NA,0.104,0.042,0.167,0.021,0.01,0.021,NA,NA,NA,0.01
"POL SCI 159B - LEE, Y.B.",0.697,0.135,NA,0.079,0.022,0.034,NA,NA,0.022,NA,NA,NA,0.011
"POL SCI 163B - ANDERSON, R.D.",0.875,NA,0.062,0.021,NA,NA,NA,NA,NA,NA,NA,NA,0.042
"POL SCI 191E - LOHMANN, S.",0.118,0.059,0.471,0.118,0.059,0.118,NA,NA,0.059,NA,NA,NA,NA
"POL SCI 191H - JAMES, S.C.",0.667,0.278,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 195CE - TAUSANOVITCH, C.N.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 200C - HAZLETT, C.J.",0.651,NA,0.233,0.023,NA,0.093,NA,NA,NA,NA,NA,NA,NA
"POL SCI 209 - LEWIS, J.B.",0.6,0.267,0.133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 218 - PAGDEN, A.R.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"POL SCI 30 - ROBERTS, T.L.",0.604,0.115,0.115,0.021,0.031,0.052,NA,0.031,0.021,NA,NA,NA,0.01
"POL SCI 40 - PERIS, W.E.",0.56,0.043,0.328,0.017,0.004,0.026,0.013,NA,NA,NA,0.004,NA,0.004
