"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"POL SCI 40 - HAMEL, B.T.",0.92,0.067,NA,NA,NA,0.013,NA,NA,NA,NA,NA,NA,NA
"POL SCI 40 - LEUNG, V.",0.371,0.371,NA,0.114,0.057,0.057,NA,NA,NA,NA,NA,0.029,NA
"POL SCI 40 - VITALONE, A.",0.256,0.128,0.302,0.105,0.047,0.07,0.07,0.012,0.012,NA,NA,NA,NA
"POL SCI 50 - BARROS DE MELLO, F",0.293,0.317,NA,0.073,0.049,0.22,NA,NA,NA,NA,NA,NA,0.049
"POL SCI 6 - ZHENG, B.Q.",0.174,0.217,0.217,0.13,NA,0.13,NA,NA,0.087,NA,NA,NA,0.043
"PSYCH 10 - GRAY, M.E.",0.872,NA,NA,0.064,NA,NA,0.043,NA,NA,NA,NA,NA,0.021
"PSYCH 10 - PAQUETTE-SMITH, M.",0.352,0.124,0.306,0.036,0.021,0.062,0.026,NA,0.026,0.01,0.005,0.01,0.021
"PSYCH 100A - BLAKE, A.B.",0.455,0.005,0.283,0.116,0.005,0.076,0.035,NA,0.015,0.005,NA,NA,0.005
"PSYCH 100B - ANKOWSKI, A.N.",0.1,0.217,0.083,0.15,0.1,0.15,0.05,0.05,0.083,NA,NA,0.017,NA
"PSYCH 100B - FIRSTENBERG, I.",0.224,0.164,0.104,0.09,0.119,0.164,0.045,NA,0.075,NA,NA,0.015,NA
"PSYCH 110 - WIKENHEISER, A.M.",0.24,0.16,0.2,0.16,0.08,0.12,NA,NA,0.04,NA,NA,NA,NA
"PSYCH 115 - YE, T.",0.085,0.077,0.711,0.049,0.007,0.028,0.021,NA,0.014,NA,NA,0.007,NA
"PSYCH 116 - GRISHAM, W.E.",0.227,0.273,0.091,0.136,NA,0.136,NA,NA,0.091,0.045,NA,NA,NA
"PSYCH 116 - WONG, J.",0.174,0.304,0.217,0.087,0.043,0.043,NA,0.043,0.087,NA,NA,NA,NA
"PSYCH 118 - COX, C.",0.625,0.062,NA,0.125,NA,0.062,0.062,0.062,NA,NA,NA,NA,NA
"PSYCH 119A - IZQUIERDO EDLER, A",0.157,0.196,0.176,0.137,0.059,0.137,0.059,0.02,0.02,0.039,NA,NA,NA
"PSYCH 119V - ZAIDEL, D.",0.324,0.147,NA,0.147,NA,0.324,NA,NA,0.029,0.029,NA,NA,NA
"PSYCH 120A - RISSMAN, J.A.",0.378,0.177,0.152,0.085,0.037,0.122,0.018,0.012,0.012,0.006,NA,NA,NA
"PSYCH 124C - CASTEL, A.D.",0.057,NA,0.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124G - CASTEL, A.D.",0.051,NA,0.949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 124K - RISSMAN, J.A.",0.542,0.25,0.167,0.042,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 126 - TAYLOR, S.",0.474,0.053,0.421,NA,NA,NA,NA,NA,0.053,NA,NA,NA,NA
"PSYCH 127A - COX, J.R.",0.179,0.026,0.731,0.013,NA,0.051,NA,NA,NA,NA,NA,NA,NA
"PSYCH 129E - FREDERICK, D.A.",0.279,0.314,0.081,0.07,0.023,0.198,NA,NA,0.012,NA,0.012,NA,0.012
"PSYCH 129F - LEE, S.S.",0.389,0.083,0.139,0.167,0.056,0.083,0.028,NA,0.056,NA,NA,NA,NA
"PSYCH 130 - PAQUETTE-SMITH, M.",0.349,0.238,0.159,0.032,0.063,0.079,0.016,0.032,0.032,NA,NA,NA,NA
"PSYCH 131 - GOFF, B.S.",0.478,0.174,0.304,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 133E - JOHNSON, S.P.",0.071,0.464,0.429,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"PSYCH 134I - BLACKSTOCK-BERNSTE",0.739,0.087,0.087,0.043,NA,0.043,NA,NA,NA,NA,NA,NA,NA
"PSYCH 135 - WARD, A.H.",0.441,0.235,0.044,0.103,0.029,0.147,NA,NA,NA,NA,NA,NA,NA
"PSYCH 136A - SMURDA, J.D.",0.227,0.273,NA,0.136,0.227,0.091,0.045,NA,NA,NA,NA,NA,NA
"PSYCH 137C - KARNEY, B.R.",0.208,0.125,0.146,0.021,0.104,0.167,0.042,0.062,0.083,0.021,NA,NA,0.021
"PSYCH 137G - LIEBERMAN, M.D.",0.395,0.184,0.211,0.105,NA,0.026,0.026,NA,0.026,NA,0.026,NA,NA
"PSYCH 15 - PAQUETTE-SMITH, M.",0.237,0.237,0.289,NA,0.053,0.105,0.053,0.026,NA,NA,NA,NA,NA
"PSYCH 167 - TEHRANIAN, Y.J.",0.559,0.162,0.029,0.074,0.015,0.074,0.029,0.015,0.044,NA,NA,NA,NA
"PSYCH 175 - HARRELL, S.P.",0.528,0.278,0.056,0.028,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - GOFF, B.S.",0.377,0.13,0.403,0.065,0.013,0.013,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - MANSOLF, M.A.",0.222,0.074,0.63,NA,NA,0.074,NA,NA,NA,NA,NA,NA,NA
"PSYCH 188B - MESRI, B.",0.562,0.062,0.062,0.125,NA,0.125,NA,NA,NA,NA,NA,NA,0.062
"PSYCH 188B - WIMER, S.",0.636,0.227,NA,NA,NA,0.091,NA,NA,NA,0.045,NA,NA,NA
"PSYCH 189 - HARRELL, S.P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCH 20A - MANSOLF, M.A.",0.284,0.023,0.659,0.023,NA,NA,0.011,NA,NA,NA,NA,NA,NA
"PSYCH 85 - MCAULIFFE, S.P.",0.278,0.13,0.074,0.167,0.074,0.148,0.074,0.037,NA,NA,NA,NA,0.019
"PSYCH M139 - TARLETON, C.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCTRY 175 - BELZER, M.G.",0.987,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSYCTRY M182 - BILDER, R.M.",0.333,0.067,0.467,NA,NA,0.067,0.067,NA,NA,NA,NA,NA,NA
"PUB AFF 10 - COVINGTON, K.L.",0.259,0.352,0.037,0.093,0.037,0.13,0.056,NA,0.019,NA,NA,NA,0.019
"PUB AFF 110 - MUKHIJA, V.",0.318,0.364,0.091,0.045,NA,0.182,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 175 - LIEBEN, A.K.",0.409,0.182,0.318,0.045,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"PUB AFF 30 - GILENS, M.I.",0.478,0.348,NA,0.087,0.043,NA,NA,NA,0.043,NA,NA,NA,NA
"PUB AFF 40 - GILENS, M.I.",0.561,0.122,0.146,0.098,NA,0.049,NA,NA,NA,NA,NA,NA,0.024
"PUB AFF 80 - SANTOS, C.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUB AFF M109 - MUKHIJA, V.",0.286,0.143,0.143,NA,NA,0.429,NA,NA,NA,NA,NA,NA,NA
"PUB PLC 10C - ROWE, B.T.",0.5,0.214,NA,0.214,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"RELIGN 11 - POLK, P.",0.778,NA,0.111,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA
"ROMANIA 103 - GALATEANU, G.",0.75,NA,0.188,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROMANIA 103 - MANOLESCU, Z.",0.333,NA,0.2,0.067,0.067,0.333,NA,NA,NA,NA,NA,NA,NA
"RUSSN 10 - KUDYMA, A.",0.571,0.143,0.143,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50 - WEN, P.J.",0.347,0.025,0.61,NA,0.008,0.008,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - LA PALM, K.J.",0.639,0.222,0.111,NA,NA,0.028,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - PURDY, W.C.",0.9,0.05,NA,NA,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - WEN, P.J.",0.955,NA,NA,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 50W - YAMASAKI, L.J.",0.744,0.081,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SCAND 60W - AJAY, A.",0.634,0.049,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 180 - KIESOW, S.M.",0.765,0.088,0.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOC GEN 5 - KELTY, C.M.",0.25,0.325,0.05,0.125,0.05,0.125,NA,0.025,0.025,NA,NA,0.025,NA
"SOCIOL 1 - COLLETT, J.L.",0.569,0.072,0.241,0.02,0.015,0.037,0.011,0.006,0.013,0.004,NA,0.002,0.011
"SOCIOL 101 - COLLETT, J.L.",0.17,0.152,0.143,0.098,0.143,0.179,0.036,0.018,0.027,0.009,NA,0.009,0.018
"SOCIOL 102 - COLLETT, J.L.",0.311,0.207,0.131,0.104,0.023,0.153,0.027,NA,0.014,NA,0.005,0.005,0.023
"SOCIOL 111 - COLLETT, J.L.",0.053,0.133,0.013,0.253,0.107,0.173,0.213,NA,0.04,NA,NA,NA,0.013
"SOCIOL 128 - COLLETT, J.L.",0.514,0.284,0.055,0.046,NA,0.073,0.028,NA,NA,NA,NA,NA,NA
"SOCIOL 130 - YERITSIAN, G.",0.156,0.13,0.039,0.351,0.091,0.13,0.039,NA,0.052,NA,NA,NA,0.013
"SOCIOL 132 - COLLETT, J.L.",0.193,0.158,NA,0.193,0.158,0.175,0.035,NA,0.07,NA,NA,0.018,NA
"SOCIOL 145 - COLLETT, J.L.",0.228,0.188,0.337,0.089,0.01,0.069,0.02,NA,0.03,NA,0.01,NA,0.02
"SOCIOL 147A - COLLETT, J.L.",0.189,0.149,0.541,0.027,0.014,0.054,NA,NA,0.014,NA,NA,NA,0.014
"SOCIOL 156 - COLLETT, J.L.",0.478,0.254,0.06,0.015,NA,0.119,NA,NA,NA,NA,NA,NA,0.075
"SOCIOL 158 - COLLETT, J.L.",0.37,0.13,0.174,0.043,0.065,0.196,NA,NA,NA,NA,NA,NA,0.022
"SOCIOL 169 - COLLETT, J.L.",0.333,0.381,0.048,0.095,NA,0.095,NA,NA,NA,NA,NA,NA,0.048
"SOCIOL 171 - SIGMON, J.P.",0.63,0.23,NA,0.05,0.03,0.04,0.01,NA,NA,NA,NA,NA,0.01
"SOCIOL 182 - COLLETT, J.L.",0.25,0.25,0.031,0.156,0.062,0.156,NA,0.031,NA,NA,NA,NA,0.062
"SOCIOL 195CE - COLLETT, J.L.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOCIOL 20 - COLLETT, J.L.",0.109,0.196,0.196,0.065,0.13,0.174,0.065,NA,0.043,NA,NA,NA,0.022
"SOCIOL M162 - COLLETT, J.L.",0.98,NA,NA,NA,NA,NA,NA,NA,NA,0.02,NA,NA,NA
"SOCIOL M174 - COLLETT, J.L.",0.991,NA,NA,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 1 - BURT, B.D.",0.308,0.154,0.231,0.077,NA,0.231,NA,NA,NA,NA,NA,NA,NA
"SPAN 1 - GUERRERO, A.",0.319,0.072,0.478,0.014,NA,0.072,0.014,0.014,NA,NA,NA,NA,0.014
"SPAN 10 - GUERRERO, A.",0.5,0.179,0.25,0.036,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"SPAN 119 - RODRIGUEZ, J.N.",0.44,NA,0.52,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 150 - DE LA TORRE, L.",0.542,0.083,0.292,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.083
"SPAN 160 - GUERRERO, A.",0.182,0.091,0.545,NA,NA,0.091,NA,NA,NA,NA,NA,NA,0.091
"SPAN 170 - DE LA TORRE, L.",0.348,0.043,0.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043
"SPAN 170 - VENEGAS, M.",0.167,0.333,0.167,0.083,0.083,0.083,NA,NA,0.083,NA,NA,NA,NA
"SPAN 2 - GARCIA MORENO, V.E",0.615,0.231,0.154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 2 - GUERRERO, A.",0.378,0.279,0.135,0.072,0.027,0.09,NA,NA,0.009,NA,NA,NA,0.009
"SPAN 25 - BERMUDEZ CASTRO, C",0.375,0.125,0.125,NA,NA,0.25,NA,NA,NA,NA,NA,NA,0.125
"SPAN 3 - BIVONA, K.R.",0.158,0.263,0.579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN 3 - GARCIA MORENO, V.E",0.444,NA,0.333,NA,NA,0.222,NA,NA,NA,NA,NA,NA,NA
"SPAN 3 - GUERRERO, A.",0.349,0.243,0.148,0.089,0.018,0.071,0.03,NA,0.03,0.006,0.006,0.006,0.006
"SPAN 4 - GUERRERO, A.",0.077,0.538,NA,0.077,0.077,0.077,NA,NA,NA,0.154,NA,NA,NA
"SPAN 42 - RIVERA, R.P.",0.333,0.148,0.185,0.148,0.037,0.074,0.037,NA,NA,NA,NA,NA,0.037
"SPAN 44 - MONROE, M.T.",0.484,0.161,0.194,0.065,0.032,0.065,NA,NA,NA,NA,NA,NA,NA
"SPAN 5 - GUERRERO, A.",0.214,0.286,0.036,0.036,NA,0.214,0.036,0.036,0.036,NA,NA,0.036,0.071
"SPAN 7A - GUERRERO, A.",0.364,0.091,0.364,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SPAN M35 - QUICOLI, A.C.",0.3,0.1,0.2,0.1,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"SRB CRO 103 - LEJKO-LACAN, V.",0.571,0.071,0.214,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"STATS 10 - CHA, M.",0.216,0.091,0.42,0.048,0.061,0.039,0.022,NA,0.091,NA,NA,NA,0.013
"STATS 10 - CHEN, M.S.",0.55,0.136,0.068,0.036,0.032,0.068,0.059,0.005,0.027,0.014,NA,NA,0.005
"STATS 100A - PAIK SCHOENBERG, F",0.262,0.19,0.19,0.024,0.143,0.095,0.024,0.024,NA,0.048,NA,NA,NA
"STATS 100A - SANCHEZ, J.",0.242,0.273,0.242,0.061,NA,0.091,NA,0.061,0.03,NA,NA,NA,NA
"STATS 100A - WU, Y.",0.984,NA,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STATS 100B - ALMOHALWAS, A.M.",0.154,0.154,0.115,0.038,0.038,0.038,0.154,0.038,0.077,0.038,NA,0.077,0.077
"STATS 100B - CHRISTOU, N.",0.324,0.243,NA,0.216,0.027,0.189,NA,NA,NA,NA,NA,NA,NA
"STATS 100C - CHRISTOU, N.",0.368,0.263,NA,0.105,NA,0.263,NA,NA,NA,NA,NA,NA,NA
"STATS 101A - ESFANDIARI, M.M.",0.441,0.237,0.153,0.034,0.017,0.102,0.017,NA,NA,NA,NA,NA,NA
"STATS 101B - ALMOHALWAS, A.M.",0.267,0.178,0.244,0.044,0.022,0.067,0.067,NA,NA,0.022,0.022,0.022,0.044
"STATS 101C - ALMOHALWAS, A.M.",0.263,0.105,0.368,0.105,0.053,0.053,0.053,NA,NA,NA,NA,NA,NA
"STATS 102A - WU, G.",0.475,0.15,0.05,0.025,0.05,0.15,0.025,0.05,0.025,NA,NA,NA,NA
"STATS 102B - CHEN, M.S.",0.472,0.17,0.094,0.075,0.038,0.019,0.075,NA,0.038,NA,NA,NA,0.019
"STATS 102C - TSIANG, M.",0.484,0.097,0.258,0.032,0.065,0.032,NA,NA,NA,NA,NA,NA,0.032
"STATS 13 - TSIANG, M.",0.496,0.207,0.044,0.089,0.03,0.081,0.022,NA,0.03,NA,NA,NA,NA
"STATS 13 - WU, G.",0.457,0.155,0.052,0.095,0.052,0.172,NA,0.017,NA,NA,NA,NA,NA
"STATS 20 - LEW, V.",0.985,0.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"STATS 20 - TSIANG, M.",0.511,0.149,0.085,0.064,0.064,0.043,0.021,0.043,0.021,NA,NA,NA,NA
"STATS 421B - MC CLUSKEY, T.J.",0.727,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 10 - GORSHEIN, D.M.",0.336,0.165,0.386,0.024,0.024,0.041,0.006,0.006,0.003,NA,NA,NA,0.009
"THEATER 106 - OSWALD, S.M.",0.222,0.037,0.519,NA,0.037,0.111,NA,0.037,0.037,NA,NA,NA,NA
"THEATER 107 - CARRIGER, M.L.",0.555,0.117,0.139,0.036,0.036,0.051,0.015,0.015,0.007,0.007,0.015,NA,0.007
"THEATER 110 - GORSHEIN, D.M.",0.2,0.075,0.525,0.075,NA,0.075,NA,NA,NA,NA,NA,NA,0.05
"THEATER 120A - OLIVIERI, J.M.",0.475,0.119,0.119,0.119,0.034,0.085,0.017,NA,NA,NA,NA,NA,0.034
"THEATER 120B - OLIVIERI, J.M.",0.296,0.185,0.111,0.185,NA,0.111,0.037,0.037,NA,0.037,NA,NA,NA
"THEATER 50 - DANIEL, P.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 50 - MAYNARD, J.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 72 - ADAMS, D.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 72 - DANIEL, P.M.",0.923,0.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"THEATER 72 - MAYNARD, J.E.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"URBN PL 121 - MUKHIJA, V.",0.296,0.407,0.037,0.037,NA,0.222,NA,NA,NA,NA,NA,NA,NA
"URBN PL 141 - NAKAOKA, S.J.",0.5,0.091,0.318,0.045,NA,0.045,NA,NA,NA,NA,NA,NA,NA
"URBN PL M120 - MUKHIJA, V.",0.467,0.4,0.067,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"WL ARTS 100A - SELLARS, P.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WL ARTS 33 - SHORTER, D.D.",0.2,NA,0.6,0.067,0.067,NA,NA,NA,NA,NA,NA,NA,0.067
"WL ARTS 51W - SHORTER, D.D.",0.579,NA,0.158,0.053,NA,NA,NA,NA,0.053,NA,NA,NA,0.158
