"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"ENGCOMP 3D - RODRIGUEZ DRISSI,",0.233,0.512,0,0,0,0.256,0,0,0,0,0,0,0
"ENGCOMP 3D - VINCENT, D.",0.837,0.023,0.14,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - WESTRUP, L.A.",0.333,0.476,0,0.143,0,0.048,0,0,0,0,0,0,0
"ENGCOMP 3E - WATSON, D.C.",0.227,0.545,0,0.023,0,0.182,0,0.023,0,0,0,0,0
"ENGCOMP 401 - WESTRUP, L.A.",0.615,0.077,0.308,0,0,0,0,0,0,0,0,0,0
"ENGL 100 - CHEUNG, K.",0.211,0.394,0,0.099,0.042,0.239,0,0,0,0,0,0,0.014
"ENGL 106 - MO'E'HAHNE, H.",0.533,0.1,0.267,0.033,0,0.067,0,0,0,0,0,0,0
"ENGL 108 - STREETER, C.A.",0.562,0.281,0.125,0,0,0.031,0,0,0,0,0,0,0
"ENGL 109 - CHEUNG, K.",0.1,0.167,0,0.133,0.167,0.2,0.033,0.067,0.1,0,0,0,0.033
"ENGL 10A - MCEACHERN, C.",0.14,0.224,0,0.187,0.131,0.187,0.028,0.037,0.037,0,0.009,0.009,0.009
"ENGL 10B - MAKDISI, S.",0.319,0.187,0.055,0.066,0.055,0.209,0.011,0.022,0.044,0,0,0,0.033
"ENGL 110A - STEPHAN, M.",0.105,0.316,0,0.211,0,0.316,0,0,0,0,0,0,0.053
"ENGL 115D - ALLMENDINGER, B.",0.212,0.364,0,0.061,0.182,0.061,0.03,0,0.091,0,0,0,0
"ENGL 118A - HYDE, C.L.",0.4,0.3,0.067,0.033,0.033,0.133,0,0,0.033,0,0,0,0
"ENGL 118E - HALL, S.C.",0.321,0.25,0.214,0.036,0,0.143,0,0.036,0,0,0,0,0
"ENGL 119 - HUEHLS, M.A.",0.296,0.259,0.037,0.185,0,0.111,0,0,0.111,0,0,0,0
"ENGL 119 - MAKDISI, S.",0.667,0.214,0,0.024,0.024,0.024,0.024,0,0.024,0,0,0,0
"ENGL 120 - HUEHLS, M.A.",0.276,0.138,0.069,0.207,0.207,0.103,0,0,0,0,0,0,0
"ENGL 122 - KAREEM, S.T.",0.517,0.379,0.034,0,0,0.069,0,0,0,0,0,0,0
"ENGL 122 - ZIRULNIK, M.A.",0.286,0.286,0,0,0.071,0.286,0.071,0,0,0,0,0,0
"ENGL 130 - KORNBERG-WEISS, M.",0.118,0.529,0,0.118,0,0.176,0.059,0,0,0,0,0,0
"ENGL 132 - BEHDAD, A.",0.667,0.095,0.19,0,0,0.048,0,0,0,0,0,0,0
"ENGL 136 - KEVORKIAN, K.K.",0.8,0,0,0.1,0,0,0.1,0,0,0,0,0,0
"ENGL 136 - MULLEN, H.R.",0.833,0.167,0,0,0,0,0,0,0,0,0,0,0
"ENGL 137 - D'AGUIAR, F.M.",0.846,0.154,0,0,0,0,0,0,0,0,0,0,0
"ENGL 137 - TORRES, J.J.",0.818,0.182,0,0,0,0,0,0,0,0,0,0,0
"ENGL 139 - STEPHAN, M.",0.25,0.179,0,0.179,0,0.286,0.036,0.036,0,0,0,0,0.036
"ENGL 140A - GERBER, A.",0.167,0.083,0,0.167,0.083,0.25,0,0.083,0.167,0,0,0,0
"ENGL 140B - FISHER, M.N.",0.083,0.25,0,0.25,0.042,0.208,0,0,0.125,0,0,0,0.042
"ENGL 141B - WEAVER, E.M.",0.5,0.25,0,0.125,0.062,0.062,0,0,0,0,0,0,0
"ENGL 142 - THOMAS, A.",0.444,0.333,0.111,0,0,0.111,0,0,0,0,0,0,0
"ENGL 144 - GERBER, A.",0.3,0.233,0,0.333,0,0,0.033,0.033,0.067,0,0,0,0
"ENGL 150A - DICKEY, S.J.",0.212,0.303,0,0.182,0,0.242,0,0,0.061,0,0,0,0
"ENGL 150B - WATSON, R.N.",0.219,0.344,0.031,0.156,0.094,0.094,0,0.031,0.031,0,0,0,0
"ENGL 150C - BRAUNMULLER, A.R.",0.222,0.167,0,0.167,0,0.222,0.056,0,0.111,0,0,0,0.056
"ENGL 151 - SHUGER, D.K.",0.286,0.19,0,0.048,0.095,0.19,0.095,0,0.095,0,0,0,0
"ENGL 161C - KAREEM, S.T.",0.355,0.226,0.032,0.097,0,0.29,0,0,0,0,0,0,0
"ENGL 162A - SANCHEZ, J.L.",0.571,0.238,0,0.143,0,0,0.048,0,0,0,0,0,0
"ENGL 164C - DIMURO, J.A.",0.038,0.115,0,0.231,0.077,0.269,0,0.077,0.115,0.038,0,0.038,0
"ENGL 166A - SILVA, C.S.",0.233,0.333,0,0.133,0,0.3,0,0,0,0,0,0,0
"ENGL 166C - COLACURCIO, M.J.",0.1,0.35,0.05,0.2,0.05,0.2,0.05,0,0,0,0,0,0
"ENGL 167B - BECK, B.S.",0,0.625,0,0.125,0,0.25,0,0,0,0,0,0,0
"ENGL 170A - SALWAY, M.C.",0.517,0.103,0.207,0.069,0,0.103,0,0,0,0,0,0,0
"ENGL 175 - SOLOMON, J.H.",0.444,0.074,0.259,0.148,0,0,0,0,0.074,0,0,0,0
"ENGL 177 - SOLOMON, J.H.",0.444,0.111,0.296,0.074,0,0.037,0,0,0,0,0,0,0.037
"ENGL 181A - DIMURO, J.A.",0.182,0.273,0,0.273,0.273,0,0,0,0,0,0,0,0
"ENGL 181B - ROTHBERG, M.P.",0.5,0.214,0,0,0,0.286,0,0,0,0,0,0,0
"ENGL 181C - WEAVER, E.M.",0.231,0.154,0.077,0.154,0.308,0.077,0,0,0,0,0,0,0
"ENGL 182B - DICKEY, S.J.",0.154,0.462,0.231,0.154,0,0,0,0,0,0,0,0,0
"ENGL 183B - COLACURCIO, M.J.",0.417,0.25,0,0,0,0.333,0,0,0,0,0,0,0
"ENGL 184 - DECKER, J.L.",0.6,0.2,0,0,0,0.2,0,0,0,0,0,0,0
"ENGL 184 - MCEACHERN, C.",0.25,0.25,0,0.083,0.167,0.083,0,0,0.167,0,0,0,0
"ENGL 184 - SANCHEZ, J.L.",0.889,0,0.111,0,0,0,0,0,0,0,0,0,0
"ENGL 195CE - DIMURO, J.A.",0.643,0.143,0,0,0.143,0.071,0,0,0,0,0,0,0
"ENGL 200 - COHEN, M.C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENGL 203 - SNELSON, D.S.",0.923,0.077,0,0,0,0,0,0,0,0,0,0,0
"ENGL 20W - GOYAL, Y.",0.69,0.071,0.19,0,0.024,0,0,0,0,0,0,0,0.024
"ENGL 246 - FUCHS, B.",0.5,0.4,0,0.1,0,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y.",0.423,0.219,0.036,0.097,0.026,0.112,0.031,0,0.015,0.015,0,0,0.026
"ENGL 85 - MOTT, C.M.",0.459,0.262,0.016,0.066,0.033,0.131,0.016,0,0.016,0,0,0,0
"ENGL 90 - LITTLE, A.L.",0.442,0.346,0.115,0.038,0,0.058,0,0,0,0,0,0,0
"ENGL M101B - LITTLE, A.L.",0.263,0.105,0.211,0.158,0.105,0.158,0,0,0,0,0,0,0
"ENGL M102A - LING, J.",0,0.35,0,0.2,0,0.4,0,0.05,0,0,0,0,0
"ENGL M103 - WOLF, S.M.",0.357,0.214,0.429,0,0,0,0,0,0,0,0,0,0
"ENGL M104A - YARBOROUGH, R.A.",0.383,0.234,0,0.128,0.064,0.106,0.021,0,0.043,0,0,0,0.021
"ENGL M104C - MULLEN, H.R.",0.278,0.333,0,0.056,0,0.278,0,0,0.056,0,0,0,0
"ENGL M107A - ROWE, K.E.",0.105,0.316,0.053,0.053,0.211,0.105,0.105,0,0.053,0,0,0,0
"ENGL M191E - MO'E'HAHNE, H.",0.375,0.125,0.375,0,0,0.125,0,0,0,0,0,0,0
"ENGL M191P - MACFADYEN, D.W.",0.368,0.368,0,0.105,0,0.158,0,0,0,0,0,0,0
"ENGL M192 - WILSON, R.",0.917,0.083,0,0,0,0,0,0,0,0,0,0,0
"ENGL M50 - HORNBY, L.E.",0.386,0.228,0.07,0.123,0.035,0.14,0,0,0,0,0,0,0.018
"ENGR 110 - BULU-TACIROGLU, M.",0.232,0.248,0.12,0.112,0.096,0.16,0.016,0.008,0.008,0,0,0,0
"ENGR 112 - GRIMM, S.",0.136,0.273,0.045,0.159,0.114,0.227,0.023,0,0.023,0,0,0,0
"ENGR 113 - ROSTAMIAN, F.D.",0.206,0.265,0.029,0.059,0.029,0.412,0,0,0,0,0,0,0
"ENGR 182EW - VILLASENOR, J.D.",0.71,0.081,0.065,0.097,0.016,0.032,0,0,0,0,0,0,0
"ENGR 183EW - BROWNE, D.G.",0.61,0.189,0.019,0.082,0.006,0.094,0,0,0,0,0,0,0
"ENGR 185EW - BROWNE, D.G.",0.292,0.236,0.057,0.245,0.009,0.16,0,0,0,0,0,0,0
"ENGR 188 - SAGHIZADEH, H.",0.545,0.182,0.273,0,0,0,0,0,0,0,0,0,0
"ENGR 201 - KUNG, K.C.",0.523,0.295,0.023,0.045,0,0.114,0,0,0,0,0,0,0
"ENGR 205 - HECHT, M.J.",0.773,0.136,0,0.045,0,0.045,0,0,0,0,0,0,0
"ENGR 213 - AHMADI, R.H.",0.625,0.075,0.25,0,0.025,0.025,0,0,0,0,0,0,0
"ENGR 215 - HUANG, B.K.",0.944,0,0,0,0,0.056,0,0,0,0,0,0,0
"ENGR 87 - AINSWORTH, E.A.",0.544,0.309,0.059,0,0,0.088,0,0,0,0,0,0,0
"ENGR 96A - SCHMIDT, J.J.",0.686,0,0.314,0,0,0,0,0,0,0,0,0,0
"ENGR 96B - STAFSUDD, O.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96C - KAISER, W.J.",0.404,0,0.586,0.01,0,0,0,0,0,0,0,0,0
"ENGR 96E - SCHMIDT, J.J.",0.667,0,0.333,0,0,0,0,0,0,0,0,0,0
"ENGR 96G - SCHMIDT, J.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96R - SCHMIDT, J.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96R - SPEARRIN, R.M.",0.955,0,0.023,0,0,0.023,0,0,0,0,0,0,0
"ENV HLT 100 - COLLINS, M.D.",0.174,0.174,0,0.261,0.174,0.217,0,0,0,0,0,0,0
"ENVIRON 140 - BOYD, W.C.",0.336,0.15,0,0.08,0.08,0.159,0.062,0.035,0.097,0,0,0,0
"ENVIRON 163 - DELMAS, M.A.",0.31,0.408,0.042,0.028,0.014,0.169,0.014,0,0.014,0,0,0,0
"ENVIRON 166 - GARRISON, N.J.",0.2,0.333,0.017,0.183,0.05,0.183,0.017,0,0.017,0,0,0,0
"ENVIRON 180A - GARRISON, N.J.",0.181,0.417,0.056,0.097,0.028,0.194,0.014,0,0.014,0,0,0,0
"ENVIRON 241 - DIACONESCU, P.L.",0.5,0.167,0.25,0,0,0.083,0,0,0,0,0,0,0
"EPIDEM 200A - CHEN, L.",0.143,0.114,0.571,0.086,0,0,0,0.029,0.029,0,0,0,0.029
"EPIDEM 232 - GORBACH, P.M.",0.722,0.222,0,0,0,0.056,0,0,0,0,0,0,0
"EPIDEM 242 - ZHANG, Z.",0.419,0.161,0.129,0,0,0.29,0,0,0,0,0,0,0
"EPIDEM 246 - HSU, P.T.",0.421,0.368,0,0.053,0.053,0.105,0,0,0,0,0,0,0
"EPIDEM 247 - MAYEDA, E.",0.889,0.056,0,0,0,0.056,0,0,0,0,0,0,0
"EPIDEM 268 - BRADBURY, B.D.",0.682,0.136,0.136,0,0,0.045,0,0,0,0,0,0,0
"EPIDEM M204 - ARAH, O.A.",0.667,0.185,0.111,0,0,0.037,0,0,0,0,0,0,0
"EPIDEM M403 - SMITH, L.V.",0.84,0,0.16,0,0,0,0,0,0,0,0,0,0
"EPS SCI 1 - ESPOSITO, R.",0.297,0.164,0.241,0.077,0.056,0.087,0.041,0.005,0.005,0.005,0.01,0.005,0.005
"EPS SCI 103B - DAY, M.D.",0.3,0.35,0.1,0,0.1,0.15,0,0,0,0,0,0,0
"EPS SCI 15 - DRAKE, J.",0.206,0.143,0.074,0.097,0.109,0.131,0.074,0.04,0.034,0.011,0.011,0.029,0.04
"EPS SCI 150 - PELTZER, G.F.",0.324,0.176,0.147,0.088,0.118,0.118,0.029,0,0,0,0,0,0
"EPS SCI 51 - KAVNER, A.",0.154,0.462,0.115,0.115,0.077,0,0.077,0,0,0,0,0,0
"EPS SCI 61 - COFFEY, K.",0.261,0.217,0.174,0.13,0.043,0.043,0.043,0.043,0.043,0,0,0,0
"EPS SCI 9 - YOUNG, E.D.",0.211,0.211,0.014,0.172,0.081,0.186,0.035,0.035,0.049,0,0,0.004,0.004
"EPS SCI M7 - VELLI, M.C.",0.5,0.278,0.056,0.028,0,0.139,0,0,0,0,0,0,0
"EPS SCI M71 - AURNOU, J.M.",0.158,0.105,0.368,0.158,0,0.053,0.053,0,0.105,0,0,0,0
"ESL 300 - HUALPA, L.D.",0.667,0.333,0,0,0,0,0,0,0,0,0,0,0
"ESL 300 - KELLEY, J.C.",0.182,0.455,0,0.091,0,0.273,0,0,0,0,0,0,0
"ESL 301 - DICKENS, A.R.",0.692,0.231,0,0,0,0,0,0,0.077,0,0,0,0
"ESL 301 - HUALPA, L.D.",0.273,0.273,0,0.091,0.182,0,0.182,0,0,0,0,0,0
"ESL 301 - SUH, A.",0.357,0.429,0.143,0,0,0.071,0,0,0,0,0,0,0
"ETHNMUS 106A - BROWNER, T.C.",0.667,0.125,0.167,0,0,0,0.042,0,0,0,0,0,0
"ETHNMUS 161B - WENTEN, I.N.",0.958,0,0.042,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161H - WIMBOPRASETYO,",0.8,0,0.2,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161K - GUZMAN, J.A.",0.062,0,0.875,0,0,0.062,0,0,0,0,0,0,0
"ETHNMUS 161L - ARABIFARD, M.",0.923,0,0.038,0,0,0.038,0,0,0,0,0,0,0
"ETHNMUS 161L - HADADI, P.A.",0.182,0,0.818,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161L - POURJAVADY, A.H.",0.4,0.067,0.533,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161M - ADLER, S.I.",0.895,0,0.105,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161N - ASMAR, S.W.",0,0,1,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161P - TUNSTALL, J.D.",0.347,0.02,0.633,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168A - LI, C.",0.886,0.114,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168B - LI, C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168F - KAUSHAL, A.",0.814,0,0.136,0,0,0.051,0,0,0,0,0,0,0
"ETHNMUS 168O - VARIMEZOVA, T.T.",0.667,0,0.333,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 181 - TAYLOR, T.D.",0.133,0.2,0,0.133,0.2,0,0.067,0.067,0,0.133,0,0,0.067
"ETHNMUS 20A - GARLAND, S.J.",0.267,0.2,0.333,0,0.067,0,0,0,0.067,0.067,0,0,0
"ETHNMUS 68A - LI, C.",0.667,0.31,0,0.024,0,0,0,0,0,0,0,0,0
"ETHNMUS 68O - VARIMEZOVA, T.T.",0.667,0,0.333,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91B - WENTEN, I.N.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91H - WIMBOPRASETYO,",1,0,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91K - GUZMAN, J.A.",0.214,0.214,0.5,0,0,0.071,0,0,0,0,0,0,0
"ETHNMUS 91P - TUNSTALL, J.D.",0.6,0,0.4,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91Z - BRAGGER, D.M.",0.8,0,0.1,0,0,0.1,0,0,0,0,0,0,0
"ETHNMUS M25 - RUSKIN, J.D.",0.557,0.27,0.043,0.026,0.009,0.065,0.004,0,0.009,0.004,0,0.004,0.009
"ETHNMUS M50A - DE CASTRO, P.J.",0.263,0.105,0.454,0.059,0.039,0.046,0,0.007,0.026,0,0,0,0
"FILIPNO 1 - DOMINGO, N.P.",0.714,0.2,0.029,0.043,0,0.014,0,0,0,0,0,0,0
"FILM TV 101A - ANDERSON, S.F.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 102A - ANDERSON, S.F.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 108 - BROOK, V.M.",0.325,0.373,0,0.084,0.024,0.157,0,0,0.012,0.012,0,0,0.012
"FILM TV 114 - KIRCHNER, C.",0.388,0.289,0.132,0.086,0.02,0.046,0.007,0,0.013,0,0.007,0.007,0.007
"FILM TV 122D - SMALLEY, K.L.",0.356,0.076,0.424,0.017,0.025,0.076,0.008,0,0.008,0.008,0,0,0
"FILM TV 122E - NUSE, D.",0.295,0,0.614,0.023,0,0.068,0,0,0,0,0,0,0
"FILM TV 150 - MCDO0LD, W.C.",0.867,0.067,0,0.067,0,0,0,0,0,0,0,0,0
"FILM TV 154 - MARIN, E.",0.571,0.429,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 155 - BARMINSKI, W.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 163 - NURRISH, J.A.",0.286,0.143,0.5,0.071,0,0,0,0,0,0,0,0,0
"FILM TV 183B - PUOPOLO, M.T.",0.435,0.304,0.109,0.065,0,0.087,0,0,0,0,0,0,0
"FILM TV 184B - 0GLE, P.G.",0.85,0.125,0,0.025,0,0,0,0,0,0,0,0,0
"FILM TV 194 - LIEBING, H.",0,0,1,0,0,0,0,0,0,0,0,0,0
"FILM TV 195CE - ANDERSON, S.F.",0.957,0,0,0,0,0.043,0,0,0,0,0,0,0
"FILM TV 1A - MCDO0LD, W.C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 201A - CALDWELL, J.T.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 201B - MANN, D.R.",0.273,0.364,0.182,0,0,0.091,0,0,0.091,0,0,0,0
"FILM TV 206B - MANN, D.R.",0.3,0.2,0.2,0,0,0.3,0,0,0,0,0,0,0
"FILM TV 215B - TRICE, J.N.",0.846,0.154,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 270 - FARBER, S.E.",0.579,0.368,0,0,0,0.053,0,0,0,0,0,0,0
"FILM TV 282A - LEVY, R.J.",0.533,0.4,0,0,0,0.067,0,0,0,0,0,0,0
"FILM TV 288A - FRANKLIN, A.S.",0.833,0,0.167,0,0,0,0,0,0,0,0,0,0
"FILM TV 290A - WILLIAMSON, G.P.",0.667,0,0.333,0,0,0,0,0,0,0,0,0,0
"FILM TV 292B - LEVY, R.J.",0.917,0.083,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 297A - MOCERI, N.P.",0.833,0.167,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 298A - ROSMAN, M.E.",0.125,0.625,0,0,0,0.25,0,0,0,0,0,0,0
"FILM TV 33 - VOORHEES, L.",0.292,0.046,0.594,0.018,0.009,0.023,0.009,0.005,0,0,0,0,0.005
"FILM TV 4 - TRICE, J.N.",0.418,0.127,0.316,0.029,0.025,0.053,0.008,0.004,0.004,0.004,0,0.004,0.008
"FILM TV 401 - WILSON, B.D.",0.609,0.174,0.217,0,0,0,0,0,0,0,0,0,0
"FILM TV 408A - SMALLEY, K.L.",0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"FILM TV 409 - SHAWHAN, A.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 410A - ROSMAN, M.E.",0.875,0.083,0,0,0,0.042,0,0,0,0,0,0,0
"FILM TV 410B - CANNON, P.J.",0.125,0.167,0.708,0,0,0,0,0,0,0,0,0,0
"FILM TV 410C - GOOD, T.A.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 410D - HELM, F.W.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 419 - TOMARIC, J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 423A - FRIAS, C.M.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 430 - LANDAU, N.",0.982,0.018,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 433 - SELDES AN0CONE, E",0.75,0.167,0,0,0,0.083,0,0,0,0,0,0,0
"FILM TV 433 - SMITH, B.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 435 - GARY, G.E.",0.643,0,0.357,0,0,0,0,0,0,0,0,0,0
"FILM TV 435 - SELDES AN0CONE, E",0.3,0.4,0.2,0,0,0.1,0,0,0,0,0,0,0
"FILM TV 453 - HALL, C.",0,0,1,0,0,0,0,0,0,0,0,0,0
"FILM TV 459A - KELLY, R.M.",0.778,0,0.111,0,0,0.111,0,0,0,0,0,0,0
"FILM TV 459A - SMITH, B.J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 484A - VILPPU, G.V.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 488A - MORGAN, J.J.",0.385,0.154,0.308,0.077,0,0.077,0,0,0,0,0,0,0
"FILM TV 498 - LIEBING, H.",0.5,0,0.5,0,0,0,0,0,0,0,0,0,0
"FILM TV 596B - HUANG, G.J.",0.667,0.333,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 596B - 0GY, P.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 6A - KUNTZ, J.A.",0.287,0.317,0.006,0.128,0.049,0.165,0.012,0,0.012,0,0.006,0,0.018
"FILM TV C247 - EVANS, J.N.",0.182,0.364,0.455,0,0,0,0,0,0,0,0,0,0
"FILM TV C417 - MCDO0LD, W.C.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV C454B - RICHARDSON, N.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV C454C - PARKER, S.B.",0.704,0.074,0.185,0,0,0.037,0,0,0,0,0,0,0
"FILM TV C481A - SHEETZ, C.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV C481B - SHEETZ, C.E.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV M50 - HORNBY, L.E.",0.093,0.352,0.037,0.111,0.093,0.13,0.019,0.056,0.056,0.019,0,0.019,0.019
"FOOD ST 27 - KIM, M.K.",0.675,0.05,0,0.1,0.05,0.05,0.025,0,0.025,0,0,0.025,0
"FRNCH 1 - JANSMA, K.",0.321,0.174,0.055,0.174,0.046,0.119,0.009,0,0.083,0.009,0,0,0.009
"FRNCH 100 - DENIE HIGNEY, L.M.",0.48,0.32,0.04,0.08,0,0.08,0,0,0,0,0,0,0
"FRNCH 114A - CARRON, J.",0.429,0.143,0,0.143,0.071,0.143,0,0.071,0,0,0,0,0
"FRNCH 12 - STEFANOVSKA, M.",0.556,0.333,0,0.111,0,0,0,0,0,0,0,0,0
"FRNCH 121 - MABANCKOU, A.M.",0.316,0.211,0.474,0,0,0,0,0,0,0,0,0,0
"FRNCH 132 - MABANCKOU, A.M.",0.357,0.179,0.464,0,0,0,0,0,0,0,0,0,0
"FRNCH 161 - HELOU, A.N.",0.543,0.171,0.086,0,0.029,0.171,0,0,0,0,0,0,0
"FRNCH 2 - JANSMA, K.",0.378,0.156,0.022,0.2,0,0.244,0,0,0,0,0,0,0
"FRNCH 202 - THOMAS, D.R.",0.909,0,0.091,0,0,0,0,0,0,0,0,0,0
"FRNCH 3 - JANSMA, K.",0.24,0.2,0.08,0.14,0.02,0.24,0.02,0,0.02,0,0.02,0,0.02
"FRNCH 4 - DENIE HIGNEY, L.M.",0.5,0.3,0,0.1,0,0.05,0,0.05,0,0,0,0,0
"FRNCH 4 - KREMMER, V.M.",0.333,0.111,0,0,0.111,0.444,0,0,0,0,0,0,0
"FRNCH 41 - BROZGAL, L.N.",0.315,0.288,0.009,0.18,0.063,0.126,0.018,0,0,0,0,0,0
"FRNCH 5 - DENIE HIGNEY, L.M.",0.368,0.105,0,0.158,0.105,0.211,0,0,0.053,0,0,0,0
"FRNCH 5 - DUVAL, E.",0.333,0.133,0,0.067,0,0.4,0.067,0,0,0,0,0,0
"FRNCH 6 - DENIE HIGNEY, L.M.",0.31,0.276,0,0.276,0.034,0.069,0.034,0,0,0,0,0,0
"GENDER 10 - BASARUDIN, A.",0.234,0.269,0.154,0.109,0.04,0.171,0.006,0,0.011,0,0,0,0.006
"GENDER 102 - BASARUDIN, A.",0.227,0.136,0.273,0.091,0,0.136,0.136,0,0,0,0,0,0
"GENDER 103 - GUZMAN, J.J.",0.468,0.065,0.194,0.081,0,0.097,0.048,0,0.048,0,0,0,0
"GENDER 134 - TRAWEEK, S.J.",0.387,0.323,0,0.065,0.097,0.097,0,0.032,0,0,0,0,0
"GENDER 185 - LEE, M.J.",0.542,0.229,0.083,0.062,0.021,0.042,0,0.021,0,0,0,0,0
"GENDER 185 - PE0, C.L.",0.718,0.051,0.167,0.013,0,0.026,0.013,0,0,0.013,0,0,0
"GENDER 187 - TRAWEEK, S.J.",0.857,0,0,0,0,0.143,0,0,0,0,0,0,0
"GENDER 201 - MARCHANT, E.A.",0.615,0,0.385,0,0,0,0,0,0,0,0,0,0
"GENDER 205 - HONG, K.",0.818,0.091,0.091,0,0,0,0,0,0,0,0,0,0
"GENDER M147D - MARINO, K.M.",0.429,0.333,0,0.048,0,0.095,0.048,0,0,0,0,0,0.048
"GENDER M162 - SAGUY, A.C.",0.093,0.185,0.037,0.241,0.074,0.13,0.074,0,0.074,0.019,0,0.019,0.056
"GEOG 111 - ROBINSON, C.M.",0.475,0.15,0,0.175,0.025,0.1,0.025,0,0,0,0,0,0.05
"GEOG 113 - GILLESPIE, T.W.",0.449,0.182,0.085,0.089,0.017,0.136,0.017,0,0.025,0,0,0,0
"GEOG 145 - FAIER, L.B.",0.175,0.227,0.031,0.165,0.072,0.103,0.031,0.041,0.082,0.01,0,0,0.062
"GEOG 148 - AGNEW, J.A.",0.192,0.154,0.167,0.09,0.038,0.064,0.09,0.064,0.077,0.026,0,0.026,0.013
"GEOG 150 - HERRERA, J.C.",0.522,0.087,0.287,0.026,0.009,0.052,0,0,0.009,0,0,0,0.009
"GEOG 151 - LEITNER, H.M.",0.02,0.28,0.06,0.18,0.12,0.08,0.16,0.02,0.04,0,0,0.02,0.02
"GEOG 167 - SHIN, M.E.",0.523,0.215,0,0.092,0.062,0.031,0,0.015,0.015,0.031,0.015,0,0
"GEOG 169 - GILLESPIE, T.W.",0.508,0.169,0.185,0.062,0,0.062,0.015,0,0,0,0,0,0
"GEOG 173 - SHENG, Y.",0.375,0,0,0.5,0,0.125,0,0,0,0,0,0,0
"GEOG 180 - KAY, K.A.",0.483,0.138,0.017,0.103,0,0.138,0.017,0.034,0.017,0,0,0,0.052
"GEOG 2 - ILLES, L.I.",0.143,0.33,0,0.231,0.066,0.121,0.033,0.033,0.011,0,0,0,0.033
"GEOG 200A - SHEPPARD, E.S.",1,0,0,0,0,0,0,0,0,0,0,0,0
"GEOG 250 - LEITNER, H.M.",0.667,0.111,0.222,0,0,0,0,0,0,0,0,0,0
"GEOG 4 - SHEPPARD, E.S.",0.321,0.241,0.058,0.109,0.051,0.182,0.007,0,0.015,0,0,0,0.015
"GEOG 5 - CAVA0UGH, K.C.",0.444,0.129,0.129,0.098,0.053,0.098,0.013,0,0.027,0,0.004,0.004,0
"GEOG 7 - BURKHART, N.J.",0.328,0.209,0.015,0.127,0.03,0.201,0.037,0.007,0.022,0,0,0.007,0.015
"GEOG M106 - XUE, Y.",0.383,0.15,0.083,0.167,0.05,0.067,0.033,0.033,0.033,0,0,0,0
"GEOG M117 - ROBINSON, C.M.",0.308,0.115,0,0.154,0.115,0.115,0.154,0,0.038,0,0,0,0
