,CLASS,A+_x,A_x,A-_x,B+_x,B_x,B-_x,C+_x,C_x,C-_x,D+_x,D_x,D-_x,F_x,A+_y,A_y,A-_y,B+_y,B_y,B-_y,C+_y,C_y,C-_y,D+_y,D_y,D-_y,F_y
1966,"PHYSICS 4BL - ARISAKA, K. LEC 11",0.042,0.708,0.125,0.042,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1967,"PHYSICS 4BL - ARISAKA, K. LEC 12",0.2,0.6,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,"PHYSICS 4BL - ARISAKA, K. LEC 2",0.077,0.5,0.346,0.077,0,0,0,0,0,0,0,0,0,0.179,0.464,0.357,0,0,0,0,0,0,0,0,0,0
1969,"PHYSICS 4BL - ARISAKA, K. LEC 3",0.1,0.6,0,0.1,0.1,0.1,0,0,0,0,0,0,0,0.154,0.308,0.5,0.038,0,0,0,0,0,0,0,0,0
1970,"PHYSICS 4BL - ARISAKA, K. LEC 4",0.235,0.471,0.235,0,0.059,0,0,0,0,0,0,0,0,0.167,0.333,0.222,0.222,0,0.056,0,0,0,0,0,0,0
1971,"PHYSICS 4BL - ARISAKA, K. LEC 5",0,0.75,0.208,0.042,0,0,0,0,0,0,0,0,0,0.182,0.273,0.273,0.273,0,0,0,0,0,0,0,0,0
1972,"PHYSICS 4BL - ARISAKA, K. LEC 6",0.133,0.333,0.2,0.267,0.067,0,0,0,0,0,0,0,0,0.148,0.296,0.333,0.185,0.037,0,0,0,0,0,0,0,0
1973,"PHYSICS 4BL - ARISAKA, K. LEC 7",0,0.294,0.588,0.118,0,0,0,0,0,0,0,0,0,0.143,0.381,0.238,0.19,0,0,0,0,0,0,0,0,0.048
1974,"PHYSICS 4BL - ARISAKA, K. LEC 8",0,0.182,0.773,0,0,0,0,0,0.045,0,0,0,0,0.208,0.708,0.042,0.042,0,0,0,0,0,0,0,0,0
1975,"PHYSICS 4BL - ARISAKA, K. LEC 9",0.143,0.571,0.214,0.071,0,0,0,0,0,0,0,0,0,0.316,0.526,0.105,0.053,0,0,0,0,0,0,0,0,0
1976,"PHYSICS 5A - CORONITI, F.",0.035,0.128,0.116,0.116,0.134,0.11,0.116,0.157,0.076,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1977,"PHYSICS 5A - LANCASTER, J.A.",0.097,0.206,0.206,0.091,0.074,0.097,0.04,0.034,0.057,0.023,0.006,0.023,0.046,0.404,0.259,0.133,0.06,0.066,0.012,0,0.012,0.006,0.012,0.018,0.012,0.006
3469,"PHYSICS 5A - LANCASTER, J.A. LEC 3",0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.349,0.134,0.081,0.087,0.07,0.029,0.012,0.017,0.006,0.006,0,0.029
1978,"PHYSICS 5A - SAKAI, S.",0.207,0.234,0.239,0.122,0.074,0.09,0.021,0.005,0.005,0,0,0,0,0.451,0.277,0.127,0.052,0.058,0.017,0.006,0,0,0.006,0.006,0,0
1979,"PHYSICS 5A - SAMANI, J.F.",0.097,0.21,0.102,0.102,0.167,0.086,0.081,0.075,0.043,0.011,0.022,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,"PHYSICS 5A - TUNG, N.C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904,0.043,0.011,0.011,0.011,0.005,0.005,0,0,0.005,0.005,0
3471,"PHYSICS 5A - TUNG, N.C. LEC 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963,0.011,0.011,0.016,0,0,0,0,0,0,0,0
1980,"PHYSICS 5B - BAUER, D.J.",0.114,0.169,0.108,0.09,0.114,0.072,0.114,0.066,0.06,0.036,0.012,0.024,0.018,0.087,0.477,0.186,0.128,0.035,0.041,0.012,0.023,0.006,0,0,0,0.006
3472,"PHYSICS 5B - HOLCZER, K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0.485,0.087,0,0.01,0.005,0,0.005,0,0,0,0,0
1981,"PHYSICS 5B - NIEMANN, C.",0.011,0.328,0.158,0.153,0.148,0.038,0.022,0.077,0.044,0.011,0,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0
3473,"PHYSICS 5C - JIANG, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.47,0.159,0.079,0.11,0.049,0.024,0.03,0.012,0,0,0,0
3474,"PHYSICS 5C - MILLS, E.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.538,0.222,0.07,0.053,0.047,0.029,0.006,0.006,0.006,0,0.006,0,0.018
1982,"PHYSICS 5C - TUNG, N.C.",0,0.31,0.113,0.089,0.107,0.101,0.095,0.101,0.03,0.024,0.024,0,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"PHYSICS 5C - TUNG, N.C. LEC 2",0,0.324,0.118,0.088,0.1,0.106,0.106,0.088,0.029,0.012,0.018,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0
1984,"PHYSICS M122 - MORI, W.B.",0.133,0.2,0.133,0.067,0.133,0,0.133,0.067,0.067,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0
1985,"POL SCI 10 - PANANAGIA, D.",0.126,0.275,0.193,0.143,0.149,0.056,0.018,0.02,0.006,0.006,0,0,0.009,0.128,0.528,0.142,0.087,0.05,0.023,0.009,0.009,0.005,0,0,0.005,0.014
1986,"POL SCI 111C - BARKER, K.",0.031,0.144,0.258,0.206,0.093,0.082,0.062,0.052,0,0.031,0,0,0.041,0.009,0.336,0.215,0.178,0.093,0.019,0.056,0.037,0.019,0,0,0.009,0.028
1987,"POL SCI 114A - TROJAN, C.",0.01,0.314,0.124,0.095,0.21,0.076,0.038,0.048,0.048,0,0,0.01,0.029,0.021,0.347,0.337,0.095,0.126,0.032,0.021,0.021,0,0,0,0,0
3475,"POL SCI 116B - DIENSTAG, J.F.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.411,0.152,0.134,0.107,0.054,0.009,0,0.009,0.009,0,0.009,0.027
1988,"POL SCI 118 - PAGDEN, A.R.",0,0.364,0.218,0.2,0.109,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"POL SCI 119 - BRANSTETTER, J.G.",0.243,0,0.757,0,0,0,0,0,0,0,0,0,0,0.211,0.298,0.009,0.482,0,0,0,0,0,0,0,0,0
1990,"POL SCI 120B - CHATTERJEE, S.",0,0.2,0.181,0.086,0.305,0.095,0.057,0.029,0.019,0.01,0,0.01,0.01,0,0.562,0.143,0.098,0.054,0.071,0.036,0.018,0.018,0,0,0,0
1991,"POL SCI 120B - DESVEAUX, J.A.",0.125,0.438,0.25,0.125,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,"POL SCI 123A - JOHNS, L.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.107,0.289,0.213,0.107,0.098,0.04,0.036,0.044,0.013,0.009,0.009,0.009,0.027
3477,"POL SCI 124A - ROBERTS, T.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.286,0.204,0.071,0.173,0.041,0.041,0.051,0.01,0.01,0,0,0.031
3478,"POL SCI 132A - WAXMAN, D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.543,0.233,0.078,0.043,0.043,0,0,0,0.009,0,0,0.009
1992,"POL SCI 135 - WILKINSON, D.O.",0.836,0.066,0.016,0.049,0,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1993,"POL SCI 139 - BEN-EPHRAIM, S.M.",0.105,0.193,0.254,0.105,0.149,0.175,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,"POL SCI 139 - BERENJI, S.",0.008,0.202,0.177,0.185,0.242,0.097,0.024,0.04,0,0.016,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,"POL SCI 139 - HOFNUNG, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.126,0.291,0.155,0.029,0.184,0.039,0.029,0.087,0,0,0.049,0,0.01
1995,"POL SCI 140B - JAMES, S.C.",0.037,0.275,0.092,0.128,0.266,0.092,0.037,0.046,0.018,0.009,0,0,0,0.03,0.356,0.228,0.168,0.139,0,0.02,0.04,0,0,0,0,0.02
3480,"POL SCI 141B - ZHENG, B.Q.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.155,0.282,0.227,0.073,0.055,0.018,0,0,0,0,0.009
1996,"POL SCI 141E - DESVEAUX, J.A.",0,0.429,0.429,0.143,0,0,0,0,0,0,0,0,0,0.1,0.7,0.1,0,0.1,0,0,0,0,0,0,0,0
1997,"POL SCI 141E - PERIS, W.E.",0,0.356,0.254,0.195,0.127,0.042,0,0.017,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"POL SCI 142A - ZALLER, J.R.",0.028,0.791,0.084,0.038,0.021,0.007,0.003,0.014,0,0.007,0.003,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,"POL SCI 143C - TINNIN, A.V.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0.615,0.034,0.051,0.06,0,0,0.017,0.009,0,0.009,0,0.009
1999,"POL SCI 143C - YOKLEY, L.F.",0.419,0.447,0.058,0.024,0.027,0,0.003,0.01,0,0.007,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,"POL SCI 145B - LEBOW, C.C.",0.156,0.208,0.13,0.117,0.065,0.104,0.065,0.052,0.026,0,0.013,0,0.065,0.068,0.307,0.341,0.091,0.125,0,0,0.023,0.023,0,0,0,0.023
3482,"POL SCI 149 - PERIS, W.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0
3483,"POL SCI 149 - SHERRER, T.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0.424,0.203,0.102,0.042,0.025,0.008,0.017,0.008,0,0,0,0
2001,"POL SCI 151A - FAROLE, S.A.",0.264,0.289,0.198,0.099,0.058,0.008,0,0.05,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3484,"POL SCI 151A - POSNER, D.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0.217,0.052,0.096,0.009,0,0,0.009,0,0,0,0.009
3485,"POL SCI 169 - CSAPO, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0.366,0.325,0.122,0.049,0.016,0.016,0.008,0.008,0,0,0,0
2002,"POL SCI 179 - PEREZ, E.O.",0.01,0.312,0.25,0.198,0.135,0.052,0.021,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"POL SCI 186 - MASUOKA, N.R.",0.018,0.321,0.232,0.08,0.196,0.071,0.045,0.009,0.018,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,"POL SCI 191A - MCCLURE, K.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2004,"POL SCI 191C - ANDERSON, R.D.",0.133,0.8,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,"POL SCI 195CE - TAUSANOVITCH, C.N.",0.051,0.744,0.154,0.051,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006,"POL SCI 20 - MIN, E.A.",0.078,0.302,0.181,0.108,0.108,0.082,0.056,0.026,0.03,0.004,0.004,0.009,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,"POL SCI 20 - WILKINSON, D.O.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0.429,0.16,0.057,0.05,0.025,0.011,0.014,0.004,0.004,0.011,0,0.018
3488,"POL SCI 200A - BAWN, K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947,0.053,0,0,0,0,0,0,0,0,0,0
2007,"POL SCI 200A - CHWE, M.S.",0,0.8,0.16,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"POL SCI 200E - BLAIR, G.D.",0.176,0.294,0.353,0.118,0.059,0,0,0,0,0,0,0,0,0.231,0.538,0.231,0,0,0,0,0,0,0,0,0,0
2009,"POL SCI 210A - PAGDEN, A.R.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,"POL SCI 220A - PETERS, M.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2010,"POL SCI 220A - STEIN, A.A.",0.182,0.545,0.273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,"POL SCI 240A - BLAIR, G.D.",0,0.154,0.769,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,"POL SCI 259 - MCNAMEE, L.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0,0,0,0,0,0,0,0,0,0,0
3491,"POL SCI 260A - TAUSANOVITCH, C.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.615,0.385,0,0,0,0,0,0,0,0,0,0
3492,"POL SCI 280A - MASUOKA, N.R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0.143,0,0,0,0,0,0,0,0,0,0
2012,"POL SCI 289A - PEREZ, E.O.",0,0.429,0.429,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,"POL SCI 30 - CHWE, M.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.277,0.524,0.133,0.024,0.024,0.018,0,0,0,0,0,0,0
3494,"POL SCI 40 - PERIS, W.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876,0.021,0.016,0.041,0.01,0.01,0.01,0.005,0,0.01,0,0
2013,"POL SCI 40 - SCHWARTZ, T.",0.16,0.427,0.085,0.094,0.103,0.028,0.02,0.034,0.011,0.009,0.017,0.006,0.006,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,"POL SCI 50 - THIES, M.F.",0.018,0.198,0.115,0.138,0.157,0.115,0.074,0.12,0.037,0.009,0.005,0,0.014,0.011,0.157,0.09,0.225,0.213,0.034,0.034,0.079,0.056,0.022,0.022,0.022,0.034
3495,"POL SCI M152 - ROSS, M.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0.537,0.088,0.075,0.19,0.007,0.007,0.007,0,0,0,0,0.007
2015,"POL SCI M181B - BARRETO, M.A.",0.106,0.211,0.252,0.114,0.203,0.065,0.024,0.008,0.008,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,"POL SCI M191DC - DESVEAUX, J.A.",0,0.458,0.292,0.25,0,0,0,0,0,0,0,0,0,0,0.615,0.385,0,0,0,0,0,0,0,0,0,0
2017,"POLSH 101A - SKUDSKAIA, E.B.",0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,"PORTGSE 1 - BURT, B.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.231,0.308,0.231,0.077,0.077,0,0,0.077,0,0,0,0,0
2018,"PORTGSE 1 - FALCE-ROBINSON, J.",0.526,0.368,0,0.053,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,"PORTGSE 11A - BURT, B.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,0.357,0.214,0,0,0,0,0,0,0,0,0,0
2019,"PORTGSE 11A - DE PAULA SANTOS, A",0.167,0,0.667,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,"PORTGSE 141A - BIVONA, K.R.",0.765,0.118,0,0.059,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,"PORTGSE 142A - DE PAULA SANTOS, A",0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0.269,0.192,0.038,0.077,0.038,0,0,0,0,0,0,0
2021,"PORTGSE 46 - BIVONA, K.R.",0.911,0.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,"PORTGSE 46 - MARTINS LINO, P.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0.355,0.129,0.032,0.032,0,0,0.065,0,0,0,0,0
2022,"PORTGSE M35 - MATEU, V.",0.333,0.222,0,0.222,0.111,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,"PSYCH 10 - CLARK, C.M.",0.051,0.201,0.146,0.14,0.153,0.083,0.08,0.051,0.022,0.019,0.022,0.016,0.016,0.239,0.356,0.124,0.069,0.134,0.036,0.01,0.016,0.007,0,0,0,0.01
2024,"PSYCH 10 - PAQUETTE-SMITH, M.",0.052,0.239,0.177,0.15,0.122,0.076,0.052,0.052,0.021,0.024,0.003,0.018,0.012,0.303,0.354,0.116,0.077,0.084,0.032,0.016,0.008,0.003,0.005,0,0,0.003
2025,"PSYCH 100A - DU, H.",0.172,0.579,0,0.07,0.117,0,0.018,0.022,0,0,0.015,0,0.007,0.526,0.423,0,0.018,0.026,0,0,0,0,0,0,0,0.007
3500,"PSYCH 100A - ENDERS, C.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.452,0.482,0,0.01,0.037,0,0.007,0.01,0,0,0,0,0.003
2026,"PSYCH 100A - MONTOYA, A.K.",0.173,0.24,0.151,0.122,0.1,0.074,0.044,0.033,0.03,0,0.022,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,"PSYCH 100B - FIRSTENBERG, I.",0.008,0.12,0.088,0.133,0.235,0.136,0.128,0.128,0.011,0.003,0,0,0.011,0.109,0.274,0.167,0.07,0.161,0.106,0.036,0.067,0.003,0,0,0,0.006
2028,"PSYCH 101 - MCAULIFFE, S.P.",0,0.14,0.07,0.163,0.209,0.163,0.093,0.163,0,0,0,0,0,0.121,0.364,0.197,0.121,0.091,0.03,0,0.045,0.03,0,0,0,0
3501,"PSYCH 110 - FANSELOW, M.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.023,0.124,0.181,0.26,0.136,0.102,0.068,0.056,0.023,0,0.011,0,0.017
2029,"PSYCH 110 - WIKENHEISER, A.M.",0.05,0.429,0.004,0.126,0.195,0.008,0.069,0.092,0,0.011,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,"PSYCH 112B - FANSELOW, M.S.",0.027,0.438,0.137,0.096,0.151,0.041,0.068,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3502,"PSYCH 112E - WIKENHEISER, A.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0.667,0,0.039,0,0,0,0,0,0,0,0,0.02
3503,"PSYCH 115 - KENNEDY, P.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.207,0.131,0.094,0.103,0.075,0.023,0.061,0.066,0,0.019,0.061,0
2031,"PSYCH 115 - SCHEIN, S.",0.036,0.24,0.092,0.104,0.16,0.112,0.076,0.132,0.008,0,0.024,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,"PSYCH 116 - GRISHAM, W.E.",0.381,0.238,0.095,0.143,0,0.095,0,0,0,0,0.048,0,0,0.238,0.333,0.095,0.095,0.048,0.095,0,0.048,0,0,0,0,0.048
2033,"PSYCH 116 - GRISHAM, W.E. LEC 2",0.19,0.19,0.143,0.048,0.143,0.048,0.048,0.095,0.048,0.048,0,0,0,0.095,0.571,0.048,0.095,0.048,0.048,0.048,0.048,0,0,0,0,0
2034,"PSYCH 116 - GRISHAM, W.E. LEC 3",0.565,0.174,0.043,0.043,0,0,0.087,0,0,0.043,0.043,0,0,0.4,0.4,0,0.05,0,0.05,0,0.05,0,0,0,0,0.05
2035,"PSYCH 116 - GRISHAM, W.E. LEC 4",0.381,0.143,0.143,0.095,0.095,0,0.095,0,0,0,0,0,0.048,0.261,0.435,0.13,0.043,0.043,0.043,0,0,0.043,0,0,0,0
2036,"PSYCH 116 - GRISHAM, W.E. LEC 5",0.353,0.176,0.118,0.118,0.059,0,0.118,0.059,0,0,0,0,0,0.4,0.25,0.1,0.2,0.05,0,0,0,0,0,0,0,0
2037,"PSYCH 116 - GRISHAM, W.E. LEC 6",0.333,0.208,0.042,0.125,0.125,0.125,0,0.042,0,0,0,0,0,0.429,0.286,0.095,0.143,0,0,0,0.048,0,0,0,0,0
3504,"PSYCH 116B - GRISHAM, W.E.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.15,0.05,0.15,0,0,0.05,0,0,0,0,0
2038,"PSYCH 118 - BLAISDELL, A.P.",0.01,0.11,0.14,0.11,0.18,0.1,0.04,0.12,0.16,0.01,0.01,0,0.01,0.152,0.4,0.2,0.08,0.088,0.016,0.032,0.016,0.016,0,0,0,0
3505,"PSYCH 119C - PATTERSON, T.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.204,0.143,0.122,0.061,0.061,0.061,0.041,0,0,0,0.02,0
2039,"PSYCH 119I - ZAIDEL, D.",0.286,0.449,0.041,0.122,0.082,0.02,0,0,0,0,0,0,0,0.489,0.426,0.043,0,0.043,0,0,0,0,0,0,0,0
2040,"PSYCH 119M - KENNEDY, P.J.",0.103,0.276,0.172,0.069,0.138,0.103,0.034,0.069,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,"PSYCH 119Y - WONG, J.",0.245,0.343,0.126,0.105,0.098,0.021,0.035,0.007,0,0.014,0,0,0.007,0.366,0.382,0.163,0.065,0.008,0.008,0,0.008,0,0,0,0,0
2042,"PSYCH 120A - CLARK, C.M.",0.143,0.338,0.172,0.137,0.115,0.029,0.019,0.025,0.01,0,0.01,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506,"PSYCH 120A - RISSMAN, J.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.142,0.493,0.156,0.1,0.053,0.018,0.011,0.013,0,0.003,0.003,0,0.008
2043,"PSYCH 120B - SHAMS, L.",0.022,0.193,0.083,0.138,0.21,0.127,0.066,0.05,0.033,0.011,0.033,0.022,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,"PSYCH 121 - CARRIGAN, S.B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.6,0.12,0.24,0,0,0,0,0,0,0,0,0
2044,"PSYCH 121 - CHENG, P.",0.148,0.222,0.407,0.222,0,0,0,0,0,0,0,0,0,0.32,0.36,0.28,0.04,0,0,0,0,0,0,0,0,0
2045,"PSYCH 121 - MCAULIFFE, S.P.",0.087,0.261,0.13,0.304,0.13,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3508,"PSYCH 124C - CLEWETT, D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.483,0.35,0.017,0.017,0.083,0.017,0.017,0,0,0.017,0,0,0
2046,"PSYCH 124K - RISSMAN, J.A.",0.308,0.462,0.154,0.038,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3509,"PSYCH 126 - MESRI, B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407,0.296,0.148,0.074,0.074,0,0,0,0,0,0,0
2047,"PSYCH 127A - CHAVIRA, D.A.",0.038,0.151,0.198,0.127,0.198,0.104,0.094,0.042,0.019,0.009,0.014,0,0.005,0.14,0.386,0.217,0.082,0.116,0.019,0.005,0.01,0.005,0.005,0,0,0.014
3510,"PSYCH 127B - KARLSGODT, K.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.233,0.393,0.17,0.083,0.053,0.024,0.01,0.029,0.005,0,0,0,0
2048,"PSYCH 130 - GOFF, B.S.",0.237,0.325,0.173,0.119,0.085,0.031,0.007,0.014,0.003,0.003,0,0,0.003,0.551,0.258,0.074,0.043,0.048,0.013,0.01,0,0,0.003,0,0,0
3511,"PSYCH 131 - DANAN, J.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.286,0.179,0.036,0.071,0.036,0,0,0,0,0,0,0.036
2049,"PSYCH 131 - GOFF, B.S.",0.103,0.828,0.069,0,0,0,0,0,0,0,0,0,0,0.067,0.867,0.067,0,0,0,0,0,0,0,0,0,0
2050,"PSYCH 131 - SANDHOFER, C.M.",0,0.917,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,"PSYCH 132B - ADELMAN, H.S.",0,0.571,0.286,0.036,0.036,0,0,0.036,0,0,0,0,0.036,0,0.857,0.143,0,0,0,0,0,0,0,0,0,0
3512,"PSYCH 133B - ANKOWSKI, A.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.817,0.055,0.033,0.037,0.011,0,0.007,0,0,0.004,0,0.004
2052,"PSYCH 133C - ANKOWSKI, A.N.",0.009,0.333,0.183,0.066,0.207,0.07,0.028,0.07,0.023,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,"PSYCH 133E - JOHNSON, S.P.",0.229,0.55,0.108,0.048,0.022,0,0.013,0.013,0.013,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,"PSYCH 133F - GIVVIN, K.B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.395,0.375,0.107,0.048,0.045,0.01,0.003,0.01,0.003,0.003,0,0,0
2054,"PSYCH 134A - GROSS, E.F.",0.1,0.733,0.133,0.033,0,0,0,0,0,0,0,0,0,0.222,0.704,0.074,0,0,0,0,0,0,0,0,0,0
2055,"PSYCH 135 - LIEBERMAN, M.D.",0.072,0.305,0.167,0.092,0.17,0.063,0.049,0.061,0.012,0,0.009,0,0,0.478,0.302,0.085,0.044,0.057,0.016,0,0.013,0,0,0,0,0.006
2056,"PSYCH 136A - EISENBERGER, N.I.",0.038,0.615,0.154,0.077,0.077,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3514,"PSYCH 136A - SMURDA, J.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.458,0.208,0.125,0.083,0.042,0,0,0,0,0,0,0
3515,"PSYCH 136A - SMURDA, J.D. LEC 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0.31,0.276,0.103,0.172,0.034,0,0,0,0,0,0,0
3516,"PSYCH 137D - HUO, Y.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0.737,0.035,0.018,0,0,0,0,0,0,0,0,0
2057,"PSYCH 137I - SMURDA, J.D.",0.04,0.185,0.161,0.153,0.161,0.113,0.048,0.089,0.024,0.008,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3517,"PSYCH 15 - SHIRINYAN, D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.304,0.225,0.075,0.112,0.042,0.046,0.017,0,0.008,0.013,0,0.008
2058,"PSYCH 15 - WONG, J.",0.086,0.152,0.107,0.094,0.139,0.107,0.066,0.127,0.045,0.008,0.004,0.008,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,"PSYCH 150 - ROBLES, T.F.",0.134,0.225,0.238,0.108,0.082,0.095,0.03,0.039,0.022,0.009,0,0.009,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,"PSYCH 186A - LU, H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0.553,0.053,0.026,0.053,0.053,0,0,0,0,0,0,0
