LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000682582-0001-6,FLORENCIA M CAUVETDEDUPUY,SPECIAL THINGS,1621 VETERAN AVENUE #1,LOS ANGELES,90024-5529,1621 VETERAN 90024,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",5,05/18/2002,12/31/2010,"(34.0507, -118.4417)"
0002194654-0001-5,GUSTAVO GASPERIN,,10990 MASSACHUSETTS AVENUE UNIT #3,LOS ANGELES,90024-5530,10990 MASSACHUSETTS 90024-5530,,,,492000,Couriers & messengers,5,04/20/2006,,"(34.0507, -118.4428)"
0002217887-0001-2,DAVID REVELT,,10990 MASSACHUSETTS AVENUE SUITE #4,LOS ANGELES,90024-5530,10990 MASSACHUSETTS 90024-5530,,,,,,5,01/15/2007,12/31/2010,
0003029227-0001-6,APRIL BOGLER,,10980   MASSACHUSETTS AVENUE   APT #4,LOS ANGELES,90024-5531,10980 MASSACHUSETTS 90024,,,,541100,Legal services,5,05/08/2017,,"(34.0507, -118.4426)"
0000305865-0001-1,10980 MASSACHUSETTS AVENUE LLC,,10980 MASSACHUSETTS AVENUE,LOS ANGELES,90024-5531,10980 MASSACHUSETTS 90024-5531,11535 CLOVER AVENUE,LOS ANGELES,90066-1209,531100,Lessors of real estate (including mini warehouses & self-storage units),5,11/01/1976,,"(34.0509, -118.4425)"
0002097546-0001-9,MARIAM MACK,,10980   MASSACHUSETTS AVENUE UNIT #2,LOS ANGELES,90024-5531,10980 MASSACHUSETTS 90024-5531,,,,,,5,08/01/2004,12/01/2004,
0002097569-0001-0,RAINER T MACK,,10980 MASSACHUSETTS AVENUE UNIT #2,LOS ANGELES,90024-5531,10980 MASSACHUSETTS 90024-5531,,,,,,5,01/01/2005,12/31/2007,
0002868907-0001-3,LINEA ADVISORS LLC,,1511 VETERAN AVENUE,LOS ANGELES,90024-5532,1511 VETERAN 90024-5532,10000 SANTA MONICA BLVD SUITE #2303,LOS ANGELES,90067-7023,541990,"All other professional, scientific, & technical services",5,02/13/2015,,"(34.0523, -118.4431)"
0003012462-0001-7,MAREK DJORDJEVIC INC,,1505   VETERAN AVENUE,LOS ANGELES,90024-5532,1505 VETERAN 90024-5532,,,,541600,"Management, scientific, & technical consulting services",5,01/12/2015,,"(34.052, -118.4432)"
0002172903-0001-0,JUN KIM,,1513 VETERAN AVENUE,LOS ANGELES,90024-5532,1513 VETERAN 90024-5532,,,,,,5,06/30/2004,12/31/2005,
0002446451-0001-4,LJF ASSOCIATES INC,,1650   VETERAN AVENUE   #305,LOS ANGELES,90024-5533,1650 VETERAN 90024-5533,,,,443120,Computer & software stores,5,11/12/2007,,"(34.0501, -118.4407)"
0000048281-0001-2,KAREN D MURRAY,,1650 VETERAN AVENUE,LOS ANGELES,90024-5533,1650 VETERAN 90024-5533,,,,561500,Travel arrangement & reservation services,5,06/01/2002,12/31/2013,
0000776941-0002-6,JEDIL A PERRY,,1650 VETERAN AVENUE,LOS ANGELES,90024-5533,1650 VETERAN 90024-5533,,,,,,5,05/15/2009,12/31/2009,
0002462688-0001-7,RYAN REEB,,1522 1/2 VETERAN AVENUE,LOS ANGELES,90024-5534,1522 VETERAN 90024-5534,,,,711510,"Independent artists, writers, & performers",5,01/01/2007,08/10/2009,"(34.0521, -118.4429)"
0002406784-0001-8,FREDERICK CONOR COLWELL,,1522 VETERAN AVENUE,LOS ANGELES,90024-5534,1522 VETERAN 90024-5534,,,,,,5,05/01/2007,12/31/2009,
0000799807-0001-7,PETER MCLAREN,,1518 VETERAN AVENUE,LOS ANGELES,90024-5534,1518 VETERAN 90024-5534,,,,,,5,01/01/2000,12/31/2013,
0000606253-0001-3,PEGGY LINDNER LLC,LINDNER & ASSOCIATES,1650 VETERAN AVENUE #105,LOS ANGELES,90024-5535,1650 VETERAN 90024-5535,,,,541600,"Management, scientific, & technical consulting services",5,07/01/2001,,"(34.05, -118.4411)"
0002232483-0001-8,DENNIS FLORINE,,1650 VETERAN AVENUE UNIT #106,LOS ANGELES,90024-5535,1650 VETERAN 90024-5535,,,,,,5,03/02/2006,05/19/2008,
0002606336-0001-7,KATHRYN WOODRUFF,,1638 1/2 VETERAN AVENUE,LOS ANGELES,90024-5536,1638 VETERAN 90024-5536,2917   5TH AVENUE,LOS ANGELES,90018-2908,711510,"Independent artists, writers, & performers",5,01/01/2012,,"(34.0503, -118.4413)"
0002606328-0001-2,JAMES ROLAND FELTON,,1638 1/2 VETERAN AVENUE,LOS ANGELES,90024-5536,1638 VETERAN 90024-5536,2917   5TH AVENUE,LOS ANGELES,90018-2908,711510,"Independent artists, writers, & performers",5,01/01/2012,,"(34.0503, -118.4413)"
0002671721-0001-1,PENELOPE KALEHUA FELTON,,1638  1/2 VETERAN AVENUE,LOS ANGELES,90024-5536,1638 VETERAN 90024-5536,2917   5TH AVENUE,LOS ANGELES,90018-2908,711510,"Independent artists, writers, & performers",5,01/01/2013,,"(34.0503, -118.4413)"
0002606347-0001-5,OLIVIA FELTON,,1638 1/2 VETERAN AVENUE,LOS ANGELES,90024-5536,1638 VETERAN 90024-5536,2917   5TH AVENUE,LOS ANGELES,90018-2908,711510,"Independent artists, writers, & performers",5,01/01/2012,,"(34.0503, -118.4413)"
0002494005-0001-9,BLUE DERKIN,,1640 VETERAN AVENUE,LOS ANGELES,90024-5536,1640 VETERAN 90024-5536,,,,,,5,01/01/2008,10/15/2009,
0002992581-0001-3,MYRA PARKER,,1650   VETERAN AVENUE   APT #201,LOS ANGELES,90024-5537,1650 VETERAN 90024-5537,,,,,,5,01/10/2016,01/01/2019,
0000804388-0001-1,MITZI PRICE,,1650 VETERAN AVENUE #202,LOS ANGELES,90024-5537,1650 VETERAN 90024-5537,,,,,,5,05/01/1991,02/22/2018,
0002029226-0001-7,ANGELLE GHIZ,,1650 VETERAN AVENUE #203,LOS ANGELES,90024-5537,1650 VETERAN 90024-5537,2476 BANYAN DRIVE,LOS ANGELES,90049-1240,,,5,01/01/2000,,
0003096649-0001-8,"1629 VETERAN, LLC",,1629   VETERAN AVENUE,LOS ANGELES,90024-5538,1629 VETERAN 90024-5538,10599 WILSHIRE BLVD #110,LOS ANGELES,90024-7620,,,5,04/16/2018,,"(34.0503, -118.4418)"
0002959063-0001-0,1629 VETERAN II LLC,,1629   VETERAN AVENUE,LOS ANGELES,90024-5538,1629 VETERAN 90024-5538,,,,,,5,01/01/2017,04/20/2017,
0002645485-0001-7,KYLE MICHAEL THOMPSON,,1629 VETERAN AVENUE APT #7,LOS ANGELES,90024-5539,1629 VETERAN 90024-5539,,,,,,5,08/01/2011,06/30/2015,
0000765095-0001-7,SELMA KONITZ/TONI GREEN,,1629 VETERAN AVENUE #9,LOS ANGELES,90024-5539,1629 VETERAN 90024-5539,1629 VETERAN AVENUE #9,LOS ANGELES,90024-5539,531100,Lessors of real estate (including mini warehouses & self-storage units),5,07/01/1965,,"(34.0505, -118.4415)"
0000236488-0001-1,1629 VETERAN LLC,,1629 VETERAN AVENUE #9,LOS ANGELES,90024-5539,1629 VETERAN 90024-5539,,,,,,5,08/01/1972,12/31/2016,
0002383693-0001-2,DAVID BURROW,,1663 VETERAN AVENUE,LOS ANGELES,90024-5540,1663 VETERAN 90024-5540,,,,711510,"Independent artists, writers, & performers",5,01/01/2001,,"(34.0497, -118.4408)"
0003032231-0001-8,GARY SHIKHELMAN,GARYDID,1663   VETERAN AVENUE   APT #103,LOS ANGELES,90024-5541,1663 VETERAN 90024,1663   VETERAN AVENUE   APT #103,LOS ANGELES,90024-5541,541510,Computer systems design & related services,5,01/01/2018,,"(34.0494, -118.441)"
0002585093-0001-9,RITA VON HUNGEN,,1663 VETERAN AVENUE UNIT #104,LOS ANGELES,90024-5541,1663 VETERAN 90024-5541,,,,,,5,01/15/2009,12/31/2011,
0002226637-0001-7,FRANCESCA ITALIANO,,1663 VETERAN AVENUE APT #307,LOS ANGELES,90024-5543,1663 VETERAN 90024-5543,,,,,,5,11/01/1996,,"(34.0497, -118.4408)"
0002740121-0001-1,"JS CHOI, INC",,1663 VETERAN AVENUE UNIT #305,LOS ANGELES,90024-5543,1663 VETERAN 90024-5543,,,,999999,Unclassified establishments (unable to classify),5,01/13/2012,,"(34.0495, -118.4407)"
0000948071-0001-1,MAITLAND WARD PRODUCTIONS,,1614 VETERAN AVENUE,LOS ANGELES,90024-5544,1614 VETERAN 90024-5544,,,,711300,"Promoters of performing arts, sports, & similar events",5,10/21/1998,12/31/2011,"(34.0508, -118.4418)"
0002844126-0001-9,SHIGEKO TAYLOR,,1614 VETERAN AVENUE APT #104,LOS ANGELES,90024-5545,1614 VETERAN 90024-5545,1614   VETERAN AVENUE   APT #302,LOS ANGELES,90024-5546,,,5,03/01/2015,12/03/2017,
0000776693-0001-1,NEAL ROBERT WEINBERG,,1614 VETERAN AVENUE #101,LOS ANGELES,90024-5545,1614 VETERAN 90024-5545,,,,,,5,01/01/1999,12/31/2005,
0002895821-0001-2,ILLUSORY MOTION INC,,1614   VETERAN AVENUE   #302,LOS ANGELES,90024-5546,1614 VETERAN 90024-5546,3716 LOS OLIVOS LANE,GLENDALE,91214-1732,541990,"All other professional, scientific, & technical services",5,09/24/2015,,"(34.0509, -118.4415)"
0002677888-0001-7,SARA JANE GERSHFELD,SJG CONSULTANTS,1543 VETERAN AVENUE,LOS ANGELES,90024-5547,1543 VETERAN 90024-5547,8747   SKYLINE DRIVE,LOS ANGELES,90046-1421,611000,"Educational services (including schools, colleges, & universities)",5,04/01/2013,,"(34.0519, -118.4427)"
0002846143-0001-7,NOVOOT,J'ST BEXCAUSE,1543 VETERAN AVENUE,LOS ANGELES,90024-5547,1543 VETERAN 90024-5547,1543 VETERAN AVENUE,LOS ANGELES,90024-5547,,,5,07/15/2015,,"(34.0519, -118.4427)"
0002091183-0001-3,ABRAM & HENRY FUKS,,1541 VETERAN AVENUE,LOS ANGELES,90024-5547,1541 VETERAN 90024-5547,10332 DUNLEER DRIVE,LOS ANGELES,90064-4516,,,5,07/23/2001,,"(34.0519, -118.4427)"
0002194712-0001-0,CAMERON CARLING,,1547 VETERAN AVENUE,LOS ANGELES,90024-5547,1547 VETERAN 90024-5547,,,,,,5,10/20/2004,01/01/2005,
0000253347-0001-4,TUNG HSING HUI INC,,1527 VETERAN AVENUE,LOS ANGELES,90024-5550,1527 VETERAN 90024-5550,1516 S BUNDY DRIVE   SUITE #304,LOS ANGELES,90025-2676,531100,Lessors of real estate (including mini warehouses & self-storage units),5,08/01/1992,,"(34.0521, -118.4429)"
0002878095-0001-0,PATRICK MORRISSEY,,1527   VETERAN AVENUE,LOS ANGELES,90024-5550,1527 VETERAN 90024-5550,,,,,,5,11/10/2015,12/31/2015,
0000997517-0001-2,ROBERTA KAHN,,1542 VETERAN AVENUE,LOS ANGELES,90024-5551,1542 VETERAN 90024-5551,33525 BINNACLE DRIVE,MONARCH BEACH,92629-4475,531100,Lessors of real estate (including mini warehouses & self-storage units),5,09/01/1971,,"(34.0519, -118.4427)"
0002990775-0001-0,RUBICON CROSSING LLC,RUBICON CROSSING CO,1538   VETERAN AVENUE,LOS ANGELES,90024-5551,1538 VETERAN 90024-5551,,,,811490,Other personal &  household goods repair & maintenance,5,05/22/2017,,"(34.0516, -118.4423)"
0002721504-0001-5,ERTUGRUL TACIROGLU,,1519   1/2 VETERAN AVENUE,LOS ANGELES,90024-5552,1519 VETERAN 90024-5552,3108 Castle Heights Avenue,Los Angeles,90034,541330,Engineering services,5,01/01/2011,,"(34.0522, -118.443)"
0003033890-0001-1,THERESA FLYNT,,1519   VETERAN AVENUE,LOS ANGELES,90024-5552,1519 VETERAN 90024,,,,711510,"Independent artists, writers, & performers",5,06/01/2017,,"(34.0518, -118.443)"
0002047811-0001-8,JAMIE ABRAHAM,ADRUM PRODUCTIONS & PUBLISHING,1535 VETERAN AVENUE,LOS ANGELES,90024-5553,1535 VETERAN 90024-5553,,,,,,5,11/12/1999,,"(34.052, -118.4428)"
0003058894-0001-9,1533 VETERAN AVENUE LLC,,1533   VETERAN AVENUE,LOS ANGELES,90024-5553,1533 VETERAN 90024-5553,507   GLENROCK AVENUE,LOS ANGELES,90024-2184,721100,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",5,05/15/2018,,"(34.0515, -118.4427)"
0000172141-0001-1,STANISLAW J/JANINA J MUCHA,,1539 VETERAN AVENUE,LOS ANGELES,90024-5553,1539 VETERAN 90024-5553,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,03/01/1984,12/31/2017,"(34.0519, -118.4427)"
0003193685-0001-8,ALI SOTOODEH,ALI SOTOODEH,1650   VETERAN AVENUE   APT #306,LOS ANGELES,90024-5555,1650 VETERAN 90024-5555,1650   VETERAN AVENUE   SUITE #306,LOS ANGELES,90024-5555,624100,Individual & family services,5,04/17/2020,,"(34.0501, -118.4407)"
0000557168-0001-5,NINA SOTOODEH,LILI'S CORNER,1650   VETERAN AVENUE   APT #306,LOS ANGELES,90024-5555,1650 VETERAN 90024-5555,1650 VETERAN AVENUE APT #306,LOS ANGELES,90024-5555,442110,Furniture stores,5,01/01/2001,,"(34.0501, -118.4407)"
0002586813-0001-2,OLIVER SHAPIRO/CLARA SHAPIRO,SHAPIRO HOME HELP GENERAL PARTNERSHIP COMPANY,1657 VETERAN AVENUE #303,LOS ANGELES,90024-5558,1657 VETERAN 90024-5558,,,,621399,Offices of all other miscellaneous health practitioners,5,09/28/2011,,"(34.0499, -118.441)"
0002241049-0001-7,FRED SHAPIRO,,1657 VETERAN AVENUE    #303,LOS ANGELES,90024-5558,1657 VETERAN 90024-5558,,,,,,5,04/19/2007,12/27/2011,
0002888776-0001-1,SACHIE KIKKAWA,SACHIENCE,1651   VETERAN AVENUE   APT #8,LOS ANGELES,90024-5559,1651 VETERAN 90024-5559,POST OFFICE BOX #25223,LOS ANGELES,90025-0223,541990,"All other professional, scientific, & technical services",5,01/01/2016,,"(34.0498, -118.4413)"
0000852671-0001-8,MARCIANN SHAPIRO,,1651 VETERAN AVENUE #4,LOS ANGELES,90024-5559,1651 VETERAN 90024-5559,,,,,,5,01/01/1999,06/16/2005,
0002985208-0001-7,PROSPERUS PROPERTY AND INVESTMENT LLC,,1647   VETERAN AVENUE,LOS ANGELES,90024-5560,1647 VETERAN 90024-5560,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/2014,,"(34.0499, -118.4414)"
0000006636-0001-0,GIULIANA NOVARESE,JUNO PROPERTIES,1666 VETERAN AVENUE #4,LOS ANGELES,90024-5562,1666 VETERAN 90024,,,,,,5,03/01/1974,12/31/1996,"(34.0496, -118.4408)"
0002477245-0001-9,MONICA SALIH,,1601 VETERAN AVENUE #203,LOS ANGELES,90024-5564,1601 VETERAN 90024-5564,,,,,,5,07/18/2008,12/31/2011,
0003138864-0001-1,EPIC MUSIC LLC,,1527   VETERAN AVENUE   APT #6,LOS ANGELES,90024-5566,1527 VETERAN 90024-5566,1527   VETERAN AVENUE   APT #6,LOS ANGELES,90024-5566,512200,Sound recording industries,5,10/25/2013,,"(34.0516, -118.4429)"
0003143057-0001-5,MOVERS AND SHAKERS DANCE LLC,,1527   VETERAN AVENUE   APT #7,LOS ANGELES,90024-5566,1527 VETERAN 90024-5566,,,,711510,"Independent artists, writers, & performers",5,01/22/2018,,"(34.0516, -118.4429)"
0003179832-0001-3,LEGACY MUSIC PROJECT,,1527   VETERAN AVENUE   APT #6,LOS ANGELES,90024-5566,1527 VETERAN 90024,1527   VETERAN AVENUE   APT #6,LOS ANGELES,90024-5566,512200,Sound recording industries,5,01/23/2019,,"(34.0516, -118.4429)"
0002181931-0001-1,SHAYA A GOLDHABER,MAKE-UP BY SHAYA,1527 VETERAN AVENUE UNIT #5,LOS ANGELES,90024-5566,1527 VETERAN 90024-5566,,,,,,5,01/07/2004,12/31/2009,"(34.0521, -118.4429)"
0003186680-0001-1,BROOKE E STONE,,1666   VETERAN AVENUE   APT #8,LOS ANGELES,90024-5567,1666 VETERAN 90024,1666   VETERAN AVENUE   APT #8,LOS ANGELES,90024-5567,711510,"Independent artists, writers, & performers",5,03/02/2020,,"(34.0499, -118.4405)"
0003186683-0001-4,JACQUELINE J. STONE,,1666   VETERAN AVENUE   APT #8,LOS ANGELES,90024-5567,1666 VETERAN 90024,1666   VETERAN AVENUE   APT #8,LOS ANGELES,90024-5567,711510,"Independent artists, writers, & performers",5,03/02/2020,,"(34.0499, -118.4405)"
0002775165-0001-0,JEFFREY MOLYNEAUX,,1666 VETERAN AVENUE #8,LOS ANGELES,90024-5567,1666 VETERAN 90024-5567,,,,,,5,01/01/2012,09/18/2014,
0002293914-0001-3,ARTHUR T CUYUGAN,,1666 VETERAN AVENUE #8,LOS ANGELES,90024-5567,1666 VETERAN 90024-5567,,,,,,5,06/01/2006,05/18/2016,
0000999207-0001-9,VETERAN PLAZA LLC,,1508 VETERAN AVENUE,LOS ANGELES,90024-5568,1508 VETERAN 90024-5568,493 S ROBERTSON BLVD,BEVERLY HILLS,90211-3603,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/1998,,"(34.0523, -118.4431)"
0003135627-0001-1,MICAH BYERS,BEFORE DAWN MUSIC,1615   VETERAN AVENUE   APT #3,LOS ANGELES,90024-5569,1615 VETERAN 90024,1615   VETERAN AVENUE   APT #3,LOS ANGELES,90024-5569,,,5,07/03/2019,,"(34.0506, -118.442)"
0002182323-0001-4,JACOB JALIL,,1508 VETERAN AVENUE APT #101,LOS ANGELES,90024-5571,1508 VETERAN 90024-5571,,,,,,5,10/01/2004,03/31/2009,
0002926576-0001-7,D & G PRODUCTIONS LLC,,1508   VETERAN AVENUE   UNIT #103,LOS ANGELES,90024-5571,1508 VETERAN 90024-5571,,,,541600,"Management, scientific, & technical consulting services",5,07/21/2015,,"(34.0524, -118.4427)"
0002173028-0001-3,STEPHANIE J. WEISS,,1508 VETERAN AVENUE #106,LOS ANGELES,90024-5571,1508 VETERAN 90024-5571,,,,,,5,01/01/2003,,"(34.0523, -118.4431)"
0002669463-0001-2,CAROLINE POURTAVOUSI,,1508 VETERAN AVENUE #103,LOS ANGELES,90024-5571,1508 VETERAN 90024-5571,,,,,,5,03/15/2013,06/15/2015,
0002675273-0001-7,JONATHAN GREEN,GDA GREEN DESIGN ASSOCIATES,1508   VETERAN AVENUE   APT #302,LOS ANGELES,90024-5573,1508 VETERAN 90024-5573,1508   VETERAN AVENUE   APT #101,LOS ANGELES,90024-5571,812990,All other personal services,5,02/01/2011,,"(34.0524, -118.4427)"
0002843337-0001-6,"REVERIE CREATIVE, LLC",,1508 VETERAN AVENUE APT #303,LOS ANGELES,90024-5573,1508 VETERAN 90024-5573,,,,512100,Motion picture & video industries (except video rental),5,01/01/2015,,"(34.0523, -118.4431)"
0002261167-0001-6,SUM ENTERPRISES INC,,1508 VETERAN AVENUE #301,LOS ANGELES,90024-5573,1508 VETERAN 90024-5573,,,,,,5,06/30/2007,12/31/2008,
0002440123-0001-4,JOHNNY BRUCE DUNN,,1508 VETERAN AVENUE #303,LOS ANGELES,90024-5573,1508 VETERAN 90024-5573,,,,,,5,01/01/2009,06/19/2017,
0002707408-0001-6,DARYL GENE PARKER,,1508 VETERAN AVENUE #303,LOS ANGELES,90024-5573,1508 VETERAN 90024-5573,,,,,,5,12/01/2013,06/30/2016,
0002780316-0001-2,CARLO AGRUSA,,1637 VETERAN AVENUE #7,LOS ANGELES,90024-5575,1637 VETERAN 90024-5575,,,,,,5,10/20/2013,05/01/2015,
0002392022-0001-2,HOSSEIN MOHRI,,1637 VETERAN AVENUE APT #5,LOS ANGELES,90024-5576,1637 VETERAN 90024-5576,,,,,,5,01/01/2006,01/02/2016,
0002596093-0001-2,DOURIS MELAMED,,1637 VETERAN AVENUE APT #6,LOS ANGELES,90024-5576,1637 VETERAN 90024-5576,,,,541990,"All other professional, scientific, & technical services",5,11/17/2009,,"(34.0503, -118.4413)"
0002803822-0001-5,DORIS MELAMED,,1637 VETERAN AVENUE #6,LOS ANGELES,90024-5576,1637 VETERAN 90024-5576,,,,,,5,06/11/2014,12/31/2017,
0000046757-0001-5,WILLIAM DAVID PATRICK,,1637 VETERAN AVENUE #7,LOS ANGELES,90024-5576,1637 VETERAN 90024-5576,,,,,,5,01/01/2001,08/01/2006,
0000046933-0001-6,WILLIAM DAVID PATRICK,,1637 VETERAN AVENUE #7,LOS ANGELES,90024-5576,1637 VETERAN 90024-5576,,,,,,5,07/07/2003,08/01/2006,
0002780576-0001-1,JAVAD SAFAEI,,1637 VETERAN AVENUE #2,LOS ANGELES,90024-5576,1637 VETERAN 90024-5576,,,,,,5,03/01/2013,12/31/2015,
0002511690-0001-1,PAULINA S ARCOS,,1637 VETERAN AVENUE #5,LOS ANGELES,90024-5576,1637 VETERAN 90024-5576,,,,,,5,05/27/2008,06/08/2008,
0003129054-0001-2,MIZU HOME LLC,,1647   VETERAN AVENUE   APT #E,LOS ANGELES,90024-5578,1647 VETERAN 90024-5578,1647   VETERAN AVENUE   APT #E,LOS ANGELES,90024-5578,445290,Home furnishings stores,5,07/05/2017,,"(34.0499, -118.4414)"
0003129053-0001-8,SONIC SOAK LLC,,1647   VETERAN AVENUE   APT #E,LOS ANGELES,90024-5578,1647 VETERAN 90024-5578,1647   VETERAN AVENUE   APT #E,LOS ANGELES,90024-5578,443112,"Radio, television, & other electronics stores",5,06/21/2017,,"(34.0499, -118.4414)"
0002941014-0001-1,GOREDPIN LLC,,1647   VETERAN AVENUE   UNIT #E,LOS ANGELES,90024-5578,1647 VETERAN 90024-5578,,,,423600,Electrical & electronic goods,5,10/06/2016,,"(34.0499, -118.4414)"
0000236752-0001-7,N ROSENBLATT/S MANDEL/W DEUTCH/L GUTOWICZ,OHIO PROJECT,10980 OHIO AVENUE,LOS ANGELES,90024-5582,10980 OHIO 90024-5582,2934 1/2 N BEVERLY GLEN CIRCLE,LOS ANGELES,90077-1724,531100,Lessors of real estate (including mini warehouses & self-storage units),5,08/01/1972,,"(34.0522, -118.4435)"
0002904492-0001-1,AREZOO TAVALLALI,,10980   OHIO AVENUE   #203,LOS ANGELES,90024-5582,10980 OHIO 90024-5582,,,,,,5,01/01/2015,08/10/2016,
0000676078-0001-1,RICHARD SHER,,1670 MALCOLM AVENUE #204,LOS ANGELES,90024-5583,1670 MALCOLM 90024,,,,,,5,07/12/1991,12/31/1992,"(34.0536, -118.4374)"
0002944425-0001-4,CAROLINE AIZENSTARK INTERIORS LLC,,10968   WILKINS AVENUE   #406,LOS ANGELES,90024-5586,10968 WILKINS 90024-5586,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",5,10/21/2015,,"(34.054, -118.4436)"
0002090097-0001-0,HAIDEH LAHOOTY SEPEHRBAND,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,401   VIA CASITAS     APT #7,GREENBRAE,94904-1914,,,5,01/18/2006,,"(34.0533, -118.44)"
0002910579-0001-1,PEDRAM SALEHI,,1557   WESTWOOD BLVD,LOS ANGELES,90024-5601,1557 WESTWOOD 90024,1557   WESTWOOD BLVD   APT #169,LOS ANGELES,90024-5601,531210,Offices of real estate agents & brokers,5,01/01/2016,01/01/2018,"(34.0532, -118.4401)"
0002747371-0001-7,SO CAL HOUSES INC,,1561   WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,10940 WILSHIRE BLVD SUITE #600,LOS ANGELES,90024-3940,531210,Offices of real estate agents & brokers,5,09/12/2012,,"(34.0529, -118.4401)"
0002354447-0001-4,EUGENE L HUDSON TR ET AL,,1515 WESTWOOD BLVD,LOS ANGELES,90024-5601,1515 WESTWOOD 90024-5601,915 E 230TH STREET,CARSON,90745-5005,531100,Lessors of real estate (including mini warehouses & self-storage units),5,01/01/2004,,"(34.0538, -118.4405)"
0002608605-0001-1,MINH NHU NGUYEN,,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,,,5,03/13/2012,01/01/2017,
0002023383-0001-0,GONCHI DESIGN LLC,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,,,,,,5,03/01/2005,02/01/2010,
0003158872-0001-8,YOUNG WELLNESS INC,LA HEALING CENTER,1561 WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 Westwood 90024-5601,,,,621310,Offices of chiropractors,14,11/01/2019,,"(34.0529, -118.4401)"
0002560305-0001-1,LOAN THI LE,MILAN NAIL SPA,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,1567   WESTWOOD BLVD,LOS ANGELES,90024-5601,812112,Beauty salons,5,05/01/2011,,"(34.0529, -118.4397)"
0003075917-0001-2,"NEWCAL INVESTMENT, INC.",,1563   WESTWOOD BLVD,LOS ANGELES,90024-5601,1563 WESTWOOD 90024-5601,,,,,,5,09/13/2018,12/17/2018,
0002556845-0001-3,TRAM THI NGUYEN,MILAN NAIL SPA,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,812113,Nail salons,5,04/25/2011,,"(34.0529, -118.4397)"
0002798349-0001-1,ANCIENT ADORNMENTS WESTWOOD INC,,1559 WESTWOOD BLVD,LOS ANGELES,90024-5601,1559 WESTWOOD 90024-5601,1427 WILCOX AVENUE,LOS ANGELES,90028-8123,812990,All other personal services,5,11/17/2014,,"(34.0531, -118.4398)"
0002087301-0001-9,CRAIG J CUCHER OD,,1545 WESTWOOD BLVD,LOS ANGELES,90024-5601,1545 WESTWOOD 90024-5601,,,,,,5,01/20/2006,,"(34.0533, -118.44)"
0002720276-0001-8,KHUONG KIM LE,MILAN NAILS SPA,1567 WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,812113,Nail salons,5,12/26/2013,,"(34.0529, -118.4397)"
0002476611-0001-5,SHERILYN HAYS,,1547 WESTWOOD BLVD,LOS ANGELES,90024-5601,1547 WESTWOOD 90024-5601,,,,812111,Barber shops,5,12/20/2009,,"(34.0533, -118.44)"
0002764014-0001-5,TRIPOLI STREET FILMS LLC,,1569 WESTWOOD BLVD,LOS ANGELES,90024-5601,1569 WESTWOOD 90024-5601,POST OFFICE BOX #252307,LOS ANGELES,90025-8980,512100,Motion picture & video industries (except video rental),5,07/22/2014,,"(34.0529, -118.4397)"
0003083035-0001-9,LEI WANG,SUN MASSAGE,1571   WESTWOOD BLVD,LOS ANGELES,90024-5601,1571 WESTWOOD 90024-5601,1571   WESTWOOD BLVD,LOS ANGELES,90024-5601,812990,All other personal services,5,12/01/2018,,"(34.0528, -118.4397)"
0002493090-0001-1,MARIO KASLOV,CRYSTAL ENERGY SHOP,1561 B WESTWOOD BLVD,LOS ANGELES,90024-5601,1561 WESTWOOD 90024-5601,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",5,03/22/2010,12/31/2013,"(34.0529, -118.4401)"
0002494118-0001-4,COALITION FOR VETERANS LAND,,1557 WESTWOOD BLVD ##235,LOS ANGELES,90024-5601,1557 WESTWOOD 90024-5601,,,,541600,"Management, scientific, & technical consulting services",5,03/17/2010,,"(34.0531, -118.4398)"
0003053305-0001-3,CHINH KIEU DINH,MILAN NAILS SPA,1567   WESTWOOD BLVD,LOS ANGELES,90024-5601,1567 WESTWOOD 90024-5601,,,,812113,Nail salons,5,05/01/2018,,"(34.0531, -118.44)"
