entry_term_cd,entry_year_trailing_summer_7,admit_level,start_major,end_major,end_status,section,headcount
21F,2021-22,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,10
21F,2021-22,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,PSYCHOBIOLOGY                                               ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,DATA THEORY                                                 ,APPLIED MATHEMATICS                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ELECTRICAL ENGINEERING                                                                                                  ,COGNITIVE SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ELECTRICAL ENGINEERING                                                                                                  ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ENGLISH                                                                                                                 ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ENVIRONMENTAL SCIENCE                                                                                                   ,ENVIRONMENTAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,70
21F,2021-22,Freshman,ENVIRONMENTAL SCIENCE                                                                                                   ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,COMPARATIVE LITERATURE                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,GENDER STUDIES                                                                                                          ,GENDER STUDIES                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,GEOGRAPHY                                                                                                               ,GEOGRAPHY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,GEOGRAPHY                                                                                                               ,LINGUISTICS                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,GLOBAL STUDIES                                              ,ASTROPHYSICS                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,GLOBAL STUDIES                                              ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,INTERNATIONAL DEVELOPMENT STUDIES                           ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,Enrolled,Fall 2 to Fall 3,21
21F,2021-22,Freshman,MATERIALS ENGINEERING                                                                                                   ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MATERIALS ENGINEERING                                                                                                   ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MATHEMATICS/ECONOMICS                                       ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",PSYCHOBIOLOGY                                               ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",BIOCHEMISTRY                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,NEUROSCIENCE                                                                                                            ,BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PHYSICS                                                                                                                 ,AEROSPACE ENGINEERING                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PHYSICS                                                                                                                 ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PHYSICS                                                                                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,POLITICAL SCIENCE                                           ,BUSINESS ECONOMICS                                          ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,POLITICAL SCIENCE                                           ,ENGLISH                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PSYCHOBIOLOGY                                               ,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PSYCHOLOGY                                                  ,ARCHITECTURAL STUDIES                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PSYCHOLOGY                                                  ,COMPARATIVE LITERATURE                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-HUMANITIES                                                                                                   ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-PHYSICAL SCIENCE                                                                                             ,APPLIED MATHEMATICS                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-SOCIAL SCIENCE                                                                                               ,HISTORY                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-SOCIAL SCIENCE                                                                                               ,INTERNATIONAL DEVELOPMENT STUDIES                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,UNDECLARED-SOCIAL SCIENCE                                                                                               ,LINGUISTICS                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,WORLD ARTS AND CULTURES                                                                                                 ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,WORLD ARTS AND CULTURES                                                                                                 ,WORLD ARTS AND CULTURES                                                                                                 ,Enrolled,Fall 2 to Fall 3,12
20F,2020-21,Transfer,ART HISTORY                                                                                                             ,ANTHROPOLOGY                                                                                                            ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,CHEMICAL ENGINEERING                                                                                                    ,CHEMICAL ENGINEERING                                                                                                    ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,CHICANA AND CHICANO STUDIES                                                                                             ,CHICANA AND CHICANO STUDIES                                                                                             ,Graduated,Fall 2 to Fall 3,18
20F,2020-21,Transfer,ENGLISH                                                                                                                 ,ENGLISH                                                                                                                 ,Graduated,Fall 2 to Fall 3,155
20F,2020-21,Transfer,JAPANESE                                                                                                                ,ASIAN HUMANITIES                                                                                                        ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,LINGUISTICS                                                                                                             ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,MATHEMATICS OF COMPUTATION                                                                                              ,APPLIED MATHEMATICS                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,NEUROSCIENCE                                                                                                            ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,PHYSICS                                                                                                                 ,PHYSICS                                                                                                                 ,Graduated,Fall 2 to Fall 3,19
20F,2020-21,Transfer,SPANISH AND COMMUNITY AND CULTURE                                                                                       ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,UNDECLARED                                                                                                              ,LABOR STUDIES                                                                                                           ,Graduated,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,AEROSPACE ENGINEERING                                                                                                   ,CIVIL ENGINEERING                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ANTHROPOLOGY                                                                                                            ,COGNITIVE SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,APPLIED MATHEMATICS                                         ,COMMUNICATION                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,APPLIED MATHEMATICS                                         ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,APPLIED MATHEMATICS                                         ,COMPUTER SCIENCE AND ENGINEERING                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,APPLIED MATHEMATICS                                                                                                     ,MATHEMATICS OF COMPUTATION                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ART                                                                                                                     ,ART                                                                                                                     ,Enrolled,Fall 2 to Fall 3,22
21F,2021-22,Freshman,ART                                                                                                                     ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ART HISTORY                                                                                                             ,ART HISTORY                                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ASTROPHYSICS                                                                                                            ,PHYSICS                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,ETHNOMUSICOLOGY                                                                                                         ,ETHNOMUSICOLOGY                                                                                                         ,Enrolled,Fall 2 to Fall 3,10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BA                              ,CHICANA AND CHICANO STUDIES                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,ENVIRONMENTAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,HUMAN BIOLOGY AND SOCIETY - BS                              ,MATHEMATICS/ECONOMICS                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,JAPANESE                                                                                                                ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,LABOR STUDIES                                                                                                           ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS                                                 ,ASTROPHYSICS                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS                                                 ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS                                                 ,MATERIALS ENGINEERING                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS                                                 ,MATHEMATICS OF COMPUTATION                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/APPLIED SCIENCE                                 ,PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MATHEMATICS/ECONOMICS                                       ,HUMAN BIOLOGY AND SOCIETY - BS                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ","ECOLOGY, BEHAVIOR, AND EVOLUTION                                                                                        ",Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ","MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",Enrolled,Fall 2 to Fall 3,122
20F,2020-21,Freshman,MUSIC COMPOSITION                                                                                                       ,MUSIC COMPOSITION                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MUSIC EDUCATION                                                                                                         ,MUSIC EDUCATION                                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MUSIC HISTORY AND INDUSTRY                                                                                              ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MUSIC PERFORMANCE                                                                                                       ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,MUSICOLOGY                                                                                                              ,ETHNOMUSICOLOGY                                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSICS                                                                                                                 ,ELECTRICAL ENGINEERING                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSICS-BA                                                                                                              ,ELECTRICAL ENGINEERING                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PHYSIOLOGICAL SCIENCE                                                                                                   ,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                           ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,POLITICAL SCIENCE                                                                                                       ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,14
20F,2020-21,Freshman,POLITICAL SCIENCE                                                                                                       ,POLITICAL SCIENCE                                                                                                       ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PSYCHOBIOLOGY                                               ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,PSYCHOLOGY                                                  ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,SOCIOLOGY                                                   ,ENGLISH                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,SOCIOLOGY                                                   ,LABOR STUDIES                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Freshman,SPANISH                                                                                                                 ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,MECHANICAL ENGINEERING                                                                                                  ,MECHANICAL ENGINEERING                                                                                                  ,Enrolled,Fall 2 to Fall 3,23
20F,2020-21,Transfer,MUSIC COMPOSITION                                                                                                       ,MUSIC COMPOSITION                                                                                                       ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,POLITICAL SCIENCE                                                                                                       ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,17
20F,2020-21,Transfer,POLITICAL SCIENCE                                                                                                       ,POLITICAL SCIENCE                                                                                                       ,Graduated,Fall 2 to Fall 3,251
20F,2020-21,Transfer,SOCIOLOGY                                                                                                               ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,46
20F,2020-21,Transfer,SPANISH                                                                                                                 ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,SPANISH AND LINGUISTICS                                                                                                 ,SPANISH AND LINGUISTICS                                                                                                 ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,STUDY OF RELIGION                                                                                                       ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ANTHROPOLOGY                                                                                                            ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,APPLIED MATHEMATICS                                         ,STATISTICS AND DATA SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ATMOSPHERIC AND OCEANIC SCIENCES/MATHEMATICS                                                                            ,MATHEMATICS OF COMPUTATION                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,BIOENGINEERING                                                                                                          ,ELECTRICAL ENGINEERING                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,BIOLOGY                                                                                                                 ,BIOLOGY                                                                                                                 ,Graduated,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,BIOLOGY                                                                                                                 ,COGNITIVE SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,BIOLOGY                                                                                                                 ,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",Enrolled,Fall 2 to Fall 3,30
21F,2021-22,Freshman,BIOPHYSICS                                                                                                              ,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,CIVIL ENGINEERING                                                                                                       ,COMPUTER SCIENCE                                                                                                        ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,COMMUNICATION                                                                                                           ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,MECHANICAL ENGINEERING                                                                                                  ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,COMPUTATIONAL AND SYSTEMS BIOLOGY                           ,PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,COMPUTER SCIENCE                                                                                                        ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ELECTRICAL ENGINEERING                                                                                                  ,CIVIL ENGINEERING                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,ENGLISH                                                                                                                 ,ENGLISH                                                                                                                 ,Enrolled,Fall 2 to Fall 3,68
21F,2021-22,Freshman,ENGLISH                                                                                                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,FINANCIAL ACTUARIAL MATHEMATICS                             ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,GLOBAL STUDIES                                              ,INTERNATIONAL DEVELOPMENT STUDIES                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,HISTORY                                                     ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,INTERNATIONAL DEVELOPMENT STUDIES                           ,APPLIED LINGUISTICS                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,INTERNATIONAL DEVELOPMENT STUDIES                           ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MATHEMATICS                                                                                                             ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MATHEMATICS OF COMPUTATION                                  ,ART                                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,LINGUISTICS AND SPANISH                                                                                                 ,LINGUISTICS AND SPANISH                                                                                                 ,Graduated,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,PHILOSOPHY                                                                                                              ,PHILOSOPHY                                                                                                              ,Graduated,Fall 2 to Fall 3,48
21F,2021-22,Transfer,PHYSICS                                                                                                                 ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,PSYCHOBIOLOGY                                                                                                           ,PSYCHOBIOLOGY                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,PUBLIC AFFAIRS                                                                                                          ,PUBLIC AFFAIRS                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,THEATER                                                                                                                 ,THEATER                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,UNDECLARED                                                                                                              ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,LINGUISTICS AND ANTHROPOLOGY                                                                                            ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,LINGUISTICS AND COMPUTER SCIENCE                                                                                        ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,LINGUISTICS AND PHILOSOPHY                                                                                              ,APPLIED LINGUISTICS                                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MATHEMATICS OF COMPUTATION                                  ,DATA THEORY                                                 ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MATHEMATICS/ECONOMICS                                       ,ECONOMICS                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MATHEMATICS/ECONOMICS                                       ,STATISTICS AND DATA SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,MECHANICAL ENGINEERING                                                                                                  ,BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,"MICROBIOLOGY, IMMUNOLOGY, AND MOLECULAR GENETICS                                                                        ",ENVIRONMENTAL SCIENCE                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,"MOLECULAR, CELL, AND DEVELOPMENTAL BIOLOGY                                                                              ",COMPUTATIONAL AND SYSTEMS BIOLOGY                                                                                       ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,NEUROSCIENCE                                                                                                            ,COGNITIVE SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,NEUROSCIENCE                                                                                                            ,ENGLISH                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PHILOSOPHY                                                                                                              ,PHILOSOPHY                                                                                                              ,Enrolled,Fall 2 to Fall 3,15
21F,2021-22,Freshman,POLITICAL SCIENCE                                           ,ETHNOMUSICOLOGY                                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PSYCHOBIOLOGY                                               ,BIOCHEMISTRY                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PSYCHOLOGY                                                  ,BIOLOGY                                                                                                                 ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PUBLIC AFFAIRS                                              ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,PUBLIC AFFAIRS                                              ,SOCIOLOGY                                                                                                               ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,SOCIOLOGY                                                   ,PUBLIC AFFAIRS                                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,STATISTICS AND DATA SCIENCE                                                                                             ,COGNITIVE SCIENCE                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,THEATER                                                                                                                 ,THEATER                                                                                                                 ,Enrolled,Fall 2 to Fall 3,53
21F,2021-22,Freshman,UNDECLARED                                                                                                              ,COMMUNICATION                                                                                                           ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,UNDECLARED                                                                                                              ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,UNDECLARED                                                                                                              ,SOCIOLOGY                                                   ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,UNDECLARED-ENGINEERING AND APPLIED SCIENCE                                                                              ,PSYCHOLOGY                                                  ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,UNDECLARED-HUMANITIES                                                                                                   ,ECONOMICS                                                   ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Freshman,WORLD ARTS AND CULTURES                                                                                                 ,HUMAN BIOLOGY AND SOCIETY - BA                                                                                          ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,AMERICAN LITERATURE AND CULTURE                                                                                         ,AMERICAN LITERATURE AND CULTURE                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,APPLIED LINGUISTICS                                                                                                     ,APPLIED LINGUISTICS                                                                                                     ,Graduated,Fall 2 to Fall 3,14
21F,2021-22,Transfer,ASTROPHYSICS                                                                                                            ,ASTROPHYSICS                                                                                                            ,Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,BIOLOGY                                                                                                                 ,Not Enrolled,Not Enrolled,Fall 2 to Fall 3,<10
21F,2021-22,Transfer,CHICANA AND CHICANO STUDIES                                                                                             ,CHICANA AND CHICANO STUDIES                                                                                             ,Graduated,Fall 2 to Fall 3,15
20F,2020-21,Transfer,ASIAN LANGUAGES AND LINGUISTICS                                                                                         ,ASIAN LANGUAGES AND LINGUISTICS                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,COMMUNICATION                                                                                                           ,COMMUNICATION                                                                                                           ,Graduated,Fall 2 to Fall 3,82
20F,2020-21,Transfer,ECONOMICS                                                                                                               ,ECONOMICS                                                                                                               ,Graduated,Fall 2 to Fall 3,123
20F,2020-21,Transfer,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,EDUCATION AND SOCIAL TRANSFORMATION                                                                                     ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,ETHNOMUSICOLOGY                                                                                                         ,ETHNOMUSICOLOGY                                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,EUROPEAN STUDIES                                                                                                        ,EUROPEAN STUDIES                                                                                                        ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,GEOGRAPHY/ENVIRONMENTAL STUDIES                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,LINGUISTICS AND ENGLISH                                                                                                 ,LINGUISTICS AND ENGLISH                                                                                                 ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,LINGUISTICS AND PSYCHOLOGY                                                                                              ,LINGUISTICS AND PSYCHOLOGY                                                                                              ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,MATERIALS ENGINEERING                                                                                                   ,MATERIALS ENGINEERING                                                                                                   ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,MATHEMATICS                                                                                                             ,MATHEMATICS                                                                                                             ,Graduated,Fall 2 to Fall 3,14
20F,2020-21,Transfer,MATHEMATICS                                                                                                             ,MATHEMATICS FOR TEACHING                                                                                                ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,MATHEMATICS FOR TEACHING                                                                                                ,MATHEMATICS FOR TEACHING                                                                                                ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,MATHEMATICS OF COMPUTATION                                                                                              ,MATHEMATICS OF COMPUTATION                                                                                              ,Graduated,Fall 2 to Fall 3,17
20F,2020-21,Transfer,MECHANICAL ENGINEERING                                                                                                  ,MECHANICAL ENGINEERING                                                                                                  ,Graduated,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,MUSIC EDUCATION                                                                                                         ,MUSIC EDUCATION                                                                                                         ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,PHYSICS                                                                                                                 ,MATHEMATICS/APPLIED SCIENCE                                                                                             ,Enrolled,Fall 2 to Fall 3,<10
20F,2020-21,Transfer,POLITICAL SCIENCE                                                                                                       ,POLITICAL SCIENCE                                                                                                       ,Enrolled,Fall 2 to Fall 3,32
20F,2020-21,Transfer,STATISTICS AND DATA SCIENCE                                 ,STATISTICS AND DATA SCIENCE                                                                                             ,Graduated,Fall 2 to Fall 3,50
