hour,minute,n_people,week,day,facility,n_people_rel
16,50,103.0,Weeks 9 and 10,Monday to Thursday,bfit,0.687
17,0,108.0,Weeks 9 and 10,Monday to Thursday,bfit,0.72
17,10,112.0,Weeks 9 and 10,Monday to Thursday,bfit,0.747
17,20,114.0,Weeks 9 and 10,Monday to Thursday,bfit,0.76
17,30,115.0,Weeks 9 and 10,Monday to Thursday,bfit,0.767
17,40,115.0,Weeks 9 and 10,Monday to Thursday,bfit,0.767
17,50,114.0,Weeks 9 and 10,Monday to Thursday,bfit,0.76
18,0,114.0,Weeks 9 and 10,Monday to Thursday,bfit,0.76
18,10,113.0,Weeks 9 and 10,Monday to Thursday,bfit,0.753
18,20,114.0,Weeks 9 and 10,Monday to Thursday,bfit,0.76
18,30,109.0,Weeks 9 and 10,Monday to Thursday,bfit,0.727
18,40,104.0,Weeks 9 and 10,Monday to Thursday,bfit,0.693
18,50,96.0,Weeks 9 and 10,Monday to Thursday,bfit,0.64
19,0,91.0,Weeks 9 and 10,Monday to Thursday,bfit,0.607
19,10,84.0,Weeks 9 and 10,Monday to Thursday,bfit,0.56
19,20,81.0,Weeks 9 and 10,Monday to Thursday,bfit,0.54
19,30,75.0,Weeks 9 and 10,Monday to Thursday,bfit,0.5
19,40,74.0,Weeks 9 and 10,Monday to Thursday,bfit,0.493
19,50,72.0,Weeks 9 and 10,Monday to Thursday,bfit,0.48
20,0,76.0,Weeks 9 and 10,Monday to Thursday,bfit,0.507
20,10,77.0,Weeks 9 and 10,Monday to Thursday,bfit,0.513
20,20,77.0,Weeks 9 and 10,Monday to Thursday,bfit,0.513
20,30,80.0,Weeks 9 and 10,Monday to Thursday,bfit,0.533
20,40,84.0,Weeks 9 and 10,Monday to Thursday,bfit,0.56
20,50,89.0,Weeks 9 and 10,Monday to Thursday,bfit,0.593
21,0,92.0,Weeks 9 and 10,Monday to Thursday,bfit,0.613
21,10,98.0,Weeks 9 and 10,Monday to Thursday,bfit,0.653
21,20,102.0,Weeks 9 and 10,Monday to Thursday,bfit,0.68
21,30,104.0,Weeks 9 and 10,Monday to Thursday,bfit,0.693
21,40,106.0,Weeks 9 and 10,Monday to Thursday,bfit,0.707
21,50,102.0,Weeks 9 and 10,Monday to Thursday,bfit,0.68
22,0,104.0,Weeks 9 and 10,Monday to Thursday,bfit,0.693
22,10,102.0,Weeks 9 and 10,Monday to Thursday,bfit,0.68
22,20,99.0,Weeks 9 and 10,Monday to Thursday,bfit,0.66
22,30,98.0,Weeks 9 and 10,Monday to Thursday,bfit,0.653
22,40,96.0,Weeks 9 and 10,Monday to Thursday,bfit,0.64
22,50,93.0,Weeks 9 and 10,Monday to Thursday,bfit,0.62
23,0,91.0,Weeks 9 and 10,Monday to Thursday,bfit,0.607
23,10,90.0,Weeks 9 and 10,Monday to Thursday,bfit,0.6
23,20,85.0,Weeks 9 and 10,Monday to Thursday,bfit,0.567
23,30,84.0,Weeks 9 and 10,Monday to Thursday,bfit,0.56
23,40,80.0,Weeks 9 and 10,Monday to Thursday,bfit,0.533
23,50,75.0,Weeks 9 and 10,Monday to Thursday,bfit,0.5
0,0,55.0,Weeks 9 and 10,Friday,bfit,0.367
0,10,54.0,Weeks 9 and 10,Friday,bfit,0.36
0,20,46.0,Weeks 9 and 10,Friday,bfit,0.307
0,30,40.0,Weeks 9 and 10,Friday,bfit,0.267
0,40,30.0,Weeks 9 and 10,Friday,bfit,0.2
0,50,22.0,Weeks 9 and 10,Friday,bfit,0.147
1,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
1,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
2,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
3,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
4,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
5,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
6,0,7.0,Weeks 9 and 10,Friday,bfit,0.047
6,10,11.0,Weeks 9 and 10,Friday,bfit,0.073
6,20,14.0,Weeks 9 and 10,Friday,bfit,0.093
6,30,16.0,Weeks 9 and 10,Friday,bfit,0.107
6,40,17.0,Weeks 9 and 10,Friday,bfit,0.113
6,50,20.0,Weeks 9 and 10,Friday,bfit,0.133
7,0,20.0,Weeks 9 and 10,Friday,bfit,0.133
7,10,22.0,Weeks 9 and 10,Friday,bfit,0.147
7,20,23.0,Weeks 9 and 10,Friday,bfit,0.153
7,30,24.0,Weeks 9 and 10,Friday,bfit,0.16
7,40,28.0,Weeks 9 and 10,Friday,bfit,0.187
7,50,29.0,Weeks 9 and 10,Friday,bfit,0.193
8,0,31.0,Weeks 9 and 10,Friday,bfit,0.207
8,10,32.0,Weeks 9 and 10,Friday,bfit,0.213
8,20,32.0,Weeks 9 and 10,Friday,bfit,0.213
8,30,35.0,Weeks 9 and 10,Friday,bfit,0.233
8,40,33.0,Weeks 9 and 10,Friday,bfit,0.22
8,50,33.0,Weeks 9 and 10,Friday,bfit,0.22
9,0,32.0,Weeks 9 and 10,Friday,bfit,0.213
9,10,33.0,Weeks 9 and 10,Friday,bfit,0.22
9,20,37.0,Weeks 9 and 10,Friday,bfit,0.247
9,30,36.0,Weeks 9 and 10,Friday,bfit,0.24
9,40,37.0,Weeks 9 and 10,Friday,bfit,0.247
9,50,40.0,Weeks 9 and 10,Friday,bfit,0.267
10,0,49.0,Weeks 9 and 10,Friday,bfit,0.327
10,10,50.0,Weeks 9 and 10,Friday,bfit,0.333
10,20,48.0,Weeks 9 and 10,Friday,bfit,0.32
10,30,48.0,Weeks 9 and 10,Friday,bfit,0.32
10,40,52.0,Weeks 9 and 10,Friday,bfit,0.347
10,50,52.0,Weeks 9 and 10,Friday,bfit,0.347
11,0,56.0,Weeks 9 and 10,Friday,bfit,0.373
11,10,56.0,Weeks 9 and 10,Friday,bfit,0.373
11,20,58.0,Weeks 9 and 10,Friday,bfit,0.387
11,30,58.0,Weeks 9 and 10,Friday,bfit,0.387
11,40,55.0,Weeks 9 and 10,Friday,bfit,0.367
11,50,50.0,Weeks 9 and 10,Friday,bfit,0.333
12,0,54.0,Weeks 9 and 10,Friday,bfit,0.36
12,10,53.0,Weeks 9 and 10,Friday,bfit,0.353
12,20,53.0,Weeks 9 and 10,Friday,bfit,0.353
12,30,55.0,Weeks 9 and 10,Friday,bfit,0.367
12,40,54.0,Weeks 9 and 10,Friday,bfit,0.36
12,50,51.0,Weeks 9 and 10,Friday,bfit,0.34
13,0,50.0,Weeks 9 and 10,Friday,bfit,0.333
13,10,49.0,Weeks 9 and 10,Friday,bfit,0.327
13,20,46.0,Weeks 9 and 10,Friday,bfit,0.307
13,30,42.0,Weeks 9 and 10,Friday,bfit,0.28
13,40,42.0,Weeks 9 and 10,Friday,bfit,0.28
13,50,38.0,Weeks 9 and 10,Friday,bfit,0.253
14,0,41.0,Weeks 9 and 10,Friday,bfit,0.273
14,10,44.0,Weeks 9 and 10,Friday,bfit,0.293
14,20,47.0,Weeks 9 and 10,Friday,bfit,0.313
14,30,49.0,Weeks 9 and 10,Friday,bfit,0.327
14,40,49.0,Weeks 9 and 10,Friday,bfit,0.327
14,50,52.0,Weeks 9 and 10,Friday,bfit,0.347
15,0,57.0,Weeks 9 and 10,Friday,bfit,0.38
15,10,55.0,Weeks 9 and 10,Friday,bfit,0.367
15,20,54.0,Weeks 9 and 10,Friday,bfit,0.36
15,30,56.0,Weeks 9 and 10,Friday,bfit,0.373
15,40,61.0,Weeks 9 and 10,Friday,bfit,0.407
15,50,60.0,Weeks 9 and 10,Friday,bfit,0.4
16,0,65.0,Weeks 9 and 10,Friday,bfit,0.433
16,10,72.0,Weeks 9 and 10,Friday,bfit,0.48
16,20,79.0,Weeks 9 and 10,Friday,bfit,0.527
16,30,84.0,Weeks 9 and 10,Friday,bfit,0.56
16,40,89.0,Weeks 9 and 10,Friday,bfit,0.593
16,50,90.0,Weeks 9 and 10,Friday,bfit,0.6
17,0,94.0,Weeks 9 and 10,Friday,bfit,0.627
17,10,100.0,Weeks 9 and 10,Friday,bfit,0.667
17,20,106.0,Weeks 9 and 10,Friday,bfit,0.707
17,30,110.0,Weeks 9 and 10,Friday,bfit,0.733
17,40,112.0,Weeks 9 and 10,Friday,bfit,0.747
17,50,107.0,Weeks 9 and 10,Friday,bfit,0.713
18,0,107.0,Weeks 9 and 10,Friday,bfit,0.713
18,10,109.0,Weeks 9 and 10,Friday,bfit,0.727
18,20,106.0,Weeks 9 and 10,Friday,bfit,0.707
18,30,106.0,Weeks 9 and 10,Friday,bfit,0.707
18,40,106.0,Weeks 9 and 10,Friday,bfit,0.707
18,50,101.0,Weeks 9 and 10,Friday,bfit,0.673
19,0,92.0,Weeks 9 and 10,Friday,bfit,0.613
19,10,89.0,Weeks 9 and 10,Friday,bfit,0.593
19,20,80.0,Weeks 9 and 10,Friday,bfit,0.533
19,30,79.0,Weeks 9 and 10,Friday,bfit,0.527
19,40,76.0,Weeks 9 and 10,Friday,bfit,0.507
19,50,70.0,Weeks 9 and 10,Friday,bfit,0.467
20,0,74.0,Weeks 9 and 10,Friday,bfit,0.493
20,10,80.0,Weeks 9 and 10,Friday,bfit,0.533
20,20,80.0,Weeks 9 and 10,Friday,bfit,0.533
20,30,77.0,Weeks 9 and 10,Friday,bfit,0.513
20,40,80.0,Weeks 9 and 10,Friday,bfit,0.533
20,50,79.0,Weeks 9 and 10,Friday,bfit,0.527
21,0,76.0,Weeks 9 and 10,Friday,bfit,0.507
21,10,64.0,Weeks 9 and 10,Friday,bfit,0.427
21,20,48.0,Weeks 9 and 10,Friday,bfit,0.32
21,30,35.0,Weeks 9 and 10,Friday,bfit,0.233
21,40,25.0,Weeks 9 and 10,Friday,bfit,0.167
21,50,17.0,Weeks 9 and 10,Friday,bfit,0.113
22,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
22,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,0,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,10,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,20,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,30,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,40,0.0,Weeks 9 and 10,Friday,bfit,0.0
23,50,0.0,Weeks 9 and 10,Friday,bfit,0.0
0,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
1,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
2,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
3,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
4,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
5,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
6,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
7,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
8,0,12.0,Weeks 9 and 10,Saturday,bfit,0.08
8,10,21.0,Weeks 9 and 10,Saturday,bfit,0.14
8,20,26.0,Weeks 9 and 10,Saturday,bfit,0.173
8,30,30.0,Weeks 9 and 10,Saturday,bfit,0.2
8,40,35.0,Weeks 9 and 10,Saturday,bfit,0.233
8,50,39.0,Weeks 9 and 10,Saturday,bfit,0.26
9,0,48.0,Weeks 9 and 10,Saturday,bfit,0.32
9,10,52.0,Weeks 9 and 10,Saturday,bfit,0.347
9,20,52.0,Weeks 9 and 10,Saturday,bfit,0.347
9,30,54.0,Weeks 9 and 10,Saturday,bfit,0.36
9,40,52.0,Weeks 9 and 10,Saturday,bfit,0.347
9,50,51.0,Weeks 9 and 10,Saturday,bfit,0.34
10,0,54.0,Weeks 9 and 10,Saturday,bfit,0.36
10,10,55.0,Weeks 9 and 10,Saturday,bfit,0.367
10,20,56.0,Weeks 9 and 10,Saturday,bfit,0.373
10,30,55.0,Weeks 9 and 10,Saturday,bfit,0.367
10,40,57.0,Weeks 9 and 10,Saturday,bfit,0.38
10,50,61.0,Weeks 9 and 10,Saturday,bfit,0.407
11,0,59.0,Weeks 9 and 10,Saturday,bfit,0.393
11,10,59.0,Weeks 9 and 10,Saturday,bfit,0.393
11,20,58.0,Weeks 9 and 10,Saturday,bfit,0.387
11,30,57.0,Weeks 9 and 10,Saturday,bfit,0.38
11,40,54.0,Weeks 9 and 10,Saturday,bfit,0.36
11,50,52.0,Weeks 9 and 10,Saturday,bfit,0.347
12,0,62.0,Weeks 9 and 10,Saturday,bfit,0.413
12,10,63.0,Weeks 9 and 10,Saturday,bfit,0.42
12,20,60.0,Weeks 9 and 10,Saturday,bfit,0.4
12,30,66.0,Weeks 9 and 10,Saturday,bfit,0.44
12,40,64.0,Weeks 9 and 10,Saturday,bfit,0.427
12,50,60.0,Weeks 9 and 10,Saturday,bfit,0.4
13,0,57.0,Weeks 9 and 10,Saturday,bfit,0.38
13,10,56.0,Weeks 9 and 10,Saturday,bfit,0.373
13,20,55.0,Weeks 9 and 10,Saturday,bfit,0.367
13,30,50.0,Weeks 9 and 10,Saturday,bfit,0.333
13,40,50.0,Weeks 9 and 10,Saturday,bfit,0.333
13,50,50.0,Weeks 9 and 10,Saturday,bfit,0.333
14,0,48.0,Weeks 9 and 10,Saturday,bfit,0.32
14,10,47.0,Weeks 9 and 10,Saturday,bfit,0.313
14,20,51.0,Weeks 9 and 10,Saturday,bfit,0.34
14,30,51.0,Weeks 9 and 10,Saturday,bfit,0.34
14,40,46.0,Weeks 9 and 10,Saturday,bfit,0.307
14,50,47.0,Weeks 9 and 10,Saturday,bfit,0.313
15,0,49.0,Weeks 9 and 10,Saturday,bfit,0.327
15,10,55.0,Weeks 9 and 10,Saturday,bfit,0.367
15,20,59.0,Weeks 9 and 10,Saturday,bfit,0.393
15,30,60.0,Weeks 9 and 10,Saturday,bfit,0.4
15,40,67.0,Weeks 9 and 10,Saturday,bfit,0.447
15,50,69.0,Weeks 9 and 10,Saturday,bfit,0.46
16,0,76.0,Weeks 9 and 10,Saturday,bfit,0.507
16,10,82.0,Weeks 9 and 10,Saturday,bfit,0.547
16,20,79.0,Weeks 9 and 10,Saturday,bfit,0.527
16,30,81.0,Weeks 9 and 10,Saturday,bfit,0.54
16,40,89.0,Weeks 9 and 10,Saturday,bfit,0.593
16,50,89.0,Weeks 9 and 10,Saturday,bfit,0.593
17,0,92.0,Weeks 9 and 10,Saturday,bfit,0.613
17,10,95.0,Weeks 9 and 10,Saturday,bfit,0.633
17,20,98.0,Weeks 9 and 10,Saturday,bfit,0.653
17,30,98.0,Weeks 9 and 10,Saturday,bfit,0.653
17,40,99.0,Weeks 9 and 10,Saturday,bfit,0.66
17,50,96.0,Weeks 9 and 10,Saturday,bfit,0.64
18,0,100.0,Weeks 9 and 10,Saturday,bfit,0.667
18,10,106.0,Weeks 9 and 10,Saturday,bfit,0.707
18,20,110.0,Weeks 9 and 10,Saturday,bfit,0.733
18,30,113.0,Weeks 9 and 10,Saturday,bfit,0.753
18,40,121.0,Weeks 9 and 10,Saturday,bfit,0.807
18,50,122.0,Weeks 9 and 10,Saturday,bfit,0.813
19,0,120.0,Weeks 9 and 10,Saturday,bfit,0.8
19,10,116.0,Weeks 9 and 10,Saturday,bfit,0.773
19,20,114.0,Weeks 9 and 10,Saturday,bfit,0.76
19,30,96.0,Weeks 9 and 10,Saturday,bfit,0.64
19,40,81.0,Weeks 9 and 10,Saturday,bfit,0.54
19,50,68.0,Weeks 9 and 10,Saturday,bfit,0.453
20,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
20,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
21,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
22,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,0,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,10,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,20,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,30,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,40,0.0,Weeks 9 and 10,Saturday,bfit,0.0
23,50,0.0,Weeks 9 and 10,Saturday,bfit,0.0
0,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
0,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
1,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
2,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
3,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
3,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
3,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
3,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
3,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
3,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
4,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
4,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
4,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
4,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
4,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
4,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
5,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
5,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
5,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
5,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
5,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
5,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
6,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
6,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
6,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
6,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
6,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
6,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
7,0,0.0,Weeks 9 and 10,Sunday,bfit,0.0
7,10,0.0,Weeks 9 and 10,Sunday,bfit,0.0
7,20,0.0,Weeks 9 and 10,Sunday,bfit,0.0
7,30,0.0,Weeks 9 and 10,Sunday,bfit,0.0
7,40,0.0,Weeks 9 and 10,Sunday,bfit,0.0
7,50,0.0,Weeks 9 and 10,Sunday,bfit,0.0
8,0,3.0,Weeks 9 and 10,Sunday,bfit,0.02
8,10,6.0,Weeks 9 and 10,Sunday,bfit,0.04
8,20,9.0,Weeks 9 and 10,Sunday,bfit,0.06
8,30,13.0,Weeks 9 and 10,Sunday,bfit,0.087
8,40,15.0,Weeks 9 and 10,Sunday,bfit,0.1
8,50,16.0,Weeks 9 and 10,Sunday,bfit,0.107
9,0,20.0,Weeks 9 and 10,Sunday,bfit,0.133
9,10,23.0,Weeks 9 and 10,Sunday,bfit,0.153
9,20,22.0,Weeks 9 and 10,Sunday,bfit,0.147
9,30,24.0,Weeks 9 and 10,Sunday,bfit,0.16
9,40,25.0,Weeks 9 and 10,Sunday,bfit,0.167
9,50,25.0,Weeks 9 and 10,Sunday,bfit,0.167
10,0,30.0,Weeks 9 and 10,Sunday,bfit,0.2
10,10,35.0,Weeks 9 and 10,Sunday,bfit,0.233
10,20,38.0,Weeks 9 and 10,Sunday,bfit,0.253
10,30,42.0,Weeks 9 and 10,Sunday,bfit,0.28
10,40,43.0,Weeks 9 and 10,Sunday,bfit,0.287
10,50,43.0,Weeks 9 and 10,Sunday,bfit,0.287
11,0,46.0,Weeks 9 and 10,Sunday,bfit,0.307
11,10,50.0,Weeks 9 and 10,Sunday,bfit,0.333
11,20,46.0,Weeks 9 and 10,Sunday,bfit,0.307
11,30,45.0,Weeks 9 and 10,Sunday,bfit,0.3
11,40,40.0,Weeks 9 and 10,Sunday,bfit,0.267
11,50,38.0,Weeks 9 and 10,Sunday,bfit,0.253
12,0,49.0,Weeks 9 and 10,Sunday,bfit,0.327
12,10,50.0,Weeks 9 and 10,Sunday,bfit,0.333
12,20,52.0,Weeks 9 and 10,Sunday,bfit,0.347
12,30,52.0,Weeks 9 and 10,Sunday,bfit,0.347
12,40,51.0,Weeks 9 and 10,Sunday,bfit,0.34
12,50,50.0,Weeks 9 and 10,Sunday,bfit,0.333
13,0,50.0,Weeks 9 and 10,Sunday,bfit,0.333
13,10,48.0,Weeks 9 and 10,Sunday,bfit,0.32
13,20,45.0,Weeks 9 and 10,Sunday,bfit,0.3
13,30,44.0,Weeks 9 and 10,Sunday,bfit,0.293
13,40,38.0,Weeks 9 and 10,Sunday,bfit,0.253
13,50,34.0,Weeks 9 and 10,Sunday,bfit,0.227
14,0,36.0,Weeks 9 and 10,Sunday,bfit,0.24
14,10,40.0,Weeks 9 and 10,Sunday,bfit,0.267
14,20,44.0,Weeks 9 and 10,Sunday,bfit,0.293
14,30,45.0,Weeks 9 and 10,Sunday,bfit,0.3
14,40,48.0,Weeks 9 and 10,Sunday,bfit,0.32
14,50,50.0,Weeks 9 and 10,Sunday,bfit,0.333
15,0,53.0,Weeks 9 and 10,Sunday,bfit,0.353
15,10,58.0,Weeks 9 and 10,Sunday,bfit,0.387
15,20,58.0,Weeks 9 and 10,Sunday,bfit,0.387
15,30,63.0,Weeks 9 and 10,Sunday,bfit,0.42
15,40,60.0,Weeks 9 and 10,Sunday,bfit,0.4
15,50,57.0,Weeks 9 and 10,Sunday,bfit,0.38
16,0,61.0,Weeks 9 and 10,Sunday,bfit,0.407
16,10,70.0,Weeks 9 and 10,Sunday,bfit,0.467
16,20,70.0,Weeks 9 and 10,Sunday,bfit,0.467
16,30,72.0,Weeks 9 and 10,Sunday,bfit,0.48
16,40,70.0,Weeks 9 and 10,Sunday,bfit,0.467
16,50,68.0,Weeks 9 and 10,Sunday,bfit,0.453
17,0,72.0,Weeks 9 and 10,Sunday,bfit,0.48
17,10,78.0,Weeks 9 and 10,Sunday,bfit,0.52
