Instructor,Subject,title,TotClasses,TotStudents,AvgPercentile
"ORZECHOWSKI, P.K.",MECH&AE,MECH&AE 107 DYNAMIC SYSTEMS,1,61,4
"LUONG, D.",MECH&AE,MECH&AE 107 DYNAMIC SYSTEMS,1,48,3
"HOPKINS, J.",MECH&AE,MECH&AE 162A INT-MCHNMS&MECH SYS,3,208,40
"PO, G.",MECH&AE,MECH&AE 162A INT-MCHNMS&MECH SYS,1,70,39
"WARREN, S.E.",MECH&AE,MECH&AE 162A INT-MCHNMS&MECH SYS,1,59,20
"YANG, D.C.",MECH&AE,MECH&AE 162A INT-MCHNMS&MECH SYS,1,60,20
"HONG, D.W.",MECH&AE,MECH&AE 162A INT-MCHNMS&MECH SYS,2,124,15
"HONG, D.W.",MECH&AE,MECH&AE 162D MECH DESIGN I,1,115,55
"KANG, C.S.",MECH&AE,MECH&AE 162D MECH DESIGN I,1,115,55
"WILSON, J.",MECH&AE,MECH&AE 162D MECH DESIGN I,1,104,50
"SHAEFER, R.S.",MECH&AE,MECH&AE 162D MECH DESIGN I,3,316,48
"CHANG, H.L.",MECH&AE,MECH&AE 162D MECH DESIGN I,1,97,38
"WARREN, S.E.",MECH&AE,MECH&AE 162D MECH DESIGN I,1,97,38
"CHANG, H.L.",MECH&AE,MECH&AE 162E MECH DESIGN II,1,90,69
"WARREN, S.E.",MECH&AE,MECH&AE 162E MECH DESIGN II,1,90,69
"KIM, C.",MECH&AE,MECH&AE 162E MECH DESIGN II,1,103,65
"SHAEFER, R.S.",MECH&AE,MECH&AE 162E MECH DESIGN II,3,308,61
"HONG, D.W.",MECH&AE,MECH&AE 162E MECH DESIGN II,1,115,51
"KANG, C.S.",MECH&AE,MECH&AE 162E MECH DESIGN II,1,115,51
"GIBSON, J.S.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,1,52,85
"LIU, X.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,1,46,54
"SEPULVEDA, A.E.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,3,148,41
"HWANG, Y.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,1,20,35
"SPEYER, J.L.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,2,118,33
"IWASAKI, T.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,3,147,27
"FAY, G.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,1,36,21
"CHANG, Y.",MECH&AE,MECH&AE 171A DYNAM SYS CNTRL I,1,16,17
"ROSEN, J.",MECH&AE,MECH&AE 182A MATHEMATICS OF ENGR,2,230,93
"CHATTERJEE, A.K.",MECH&AE,MECH&AE 182A MATHEMATICS OF ENGR,5,350,51
"WANG, X.",MECH&AE,MECH&AE 182A MATHEMATICS OF ENGR,2,174,44
"OR, A.C.",MECH&AE,MECH&AE 182A MATHEMATICS OF ENGR,1,77,42
"SEPULVEDA, A.E.",MECH&AE,MECH&AE 182A MATHEMATICS OF ENGR,3,208,31
"GUERIN, J.",MGMT,MGMT 108 BUSINESS LAW,9,756,25
"KLEIN, G.L.",MGMT,MGMT 108 BUSINESS LAW,8,628,11
"BOSS, M.S.",MGMT,MGMT 108 BUSINESS LAW,6,463,6
"LITT, D.S.",MGMT,MGMT 120A INTRMED ACCNTING I,9,824,32
"BERGES, T.L.",MGMT,MGMT 120A INTRMED ACCNTING I,6,466,16
"RAVETCH, D.S.",MGMT,MGMT 120A INTRMED ACCNTING I,8,327,7
"LITT, D.S.",MGMT,MGMT 120B INTRMED ACCNTING II,6,554,40
"KLEIN, G.L.",MGMT,MGMT 120B INTRMED ACCNTING II,4,267,34
"RAVETCH, D.S.",MGMT,MGMT 120B INTRMED ACCNTING II,11,218,25
"WILLIAMS, M.G.",MGMT,MGMT 120B INTRMED ACCNTING II,1,108,25
"LITT, D.S.",MGMT,MGMT 122 MANAGEMNT ACCOUNTNG,12,1045,34
"WILLIAMS, M.G.",MGMT,MGMT 122 MANAGEMNT ACCOUNTNG,11,628,23
"GARDNER TRELOAR, J",MGMT,MGMT 123 AUDITING,9,573,18
"WILLIAMS, M.G.",MGMT,MGMT 127A TAX PRINCIPLES&PLCY,4,312,24
"BERGES, T.L.",MGMT,MGMT 127A TAX PRINCIPLES&PLCY,5,311,14
"GARDNER TRELOAR, J",MGMT,MGMT 127A TAX PRINCIPLES&PLCY,4,285,12
"KLEIN, G.L.",MGMT,MGMT 127A TAX PRINCIPLES&PLCY,10,614,10
"KLEIN, G.L.",MGMT,MGMT 127B CORP&PARTNERSHP TAX,10,663,19
"GARDNER TRELOAR, J",MGMT,MGMT 127B CORP&PARTNERSHP TAX,3,97,6
"PETOUHOFF, N.",MGMT,MGMT 180 SPECIAL TOPICS,1,10,98
"ULLMEN, J.B.",MGMT,MGMT 180 SPECIAL TOPICS,3,137,97
"RAVETCH, D.S.",MGMT,MGMT 180 SPECIAL TOPICS,1,31,93
"MASSARWEH, L.R.",MGMT,MGMT 180 SPECIAL TOPICS,1,15,89
"GOODMAN, M.J.",MGMT,MGMT 180 SPECIAL TOPICS,1,16,83
"MCCANN, R.M.",MGMT,MGMT 180 SPECIAL TOPICS,2,40,82
"FRANCIS, A.M.",MGMT,MGMT 180 SPECIAL TOPICS,3,81,78
"COLLIS, A.",MGMT,MGMT 180 SPECIAL TOPICS,1,44,75
"MACY, B.W.",MGMT,MGMT 180 SPECIAL TOPICS,2,136,71
"ROSTAMIAN, F.D.",MGMT,MGMT 180 SPECIAL TOPICS,1,29,50
"WILSON, N.M.",MGMT,MGMT 180 SPECIAL TOPICS,5,160,48
"OSBORNE, A.E.",MGMT,MGMT 180 SPECIAL TOPICS,3,92,47
"KARLAN, M.S.",MGMT,MGMT 180 SPECIAL TOPICS,10,995,40
"GLASS, K.L.",MGMT,MGMT 180 SPECIAL TOPICS,2,45,38
"RIDENOUR, M.J.",MGMT,MGMT 180 SPECIAL TOPICS,1,36,32
"ABE, G.J.",MGMT,MGMT 180 SPECIAL TOPICS,1,37,29
"AN, X.",MGMT,MGMT 180 SPECIAL TOPICS,1,28,23
"SWANSON, E.B.",MGMT,MGMT 180 SPECIAL TOPICS,2,80,21
"FUNK, J.E.",MGMT,MGMT 180 SPECIAL TOPICS,1,40,16
"LITT, D.S.",MGMT,MGMT 1A ACCOUNTING PRINCPLS,6,1418,22
"GARDNER TRELOAR, J",MGMT,MGMT 1A ACCOUNTING PRINCPLS,14,2378,4
"RAVETCH, D.S.",MGMT,MGMT 1A ACCOUNTING PRINCPLS,3,215,2
"GARDNER TRELOAR, J",MGMT,MGMT 1B ACCOUNTING PRINCPLS,3,505,8
"RAVETCH, D.S.",MGMT,MGMT 1B ACCOUNTING PRINCPLS,10,1698,3
"CHAE, L.S.",PHILOS,PHILOS 100A HIST-GREEK PHILOS,1,20,51
"BAKER, S.H.",PHILOS,PHILOS 100A HIST-GREEK PHILOS,1,165,30
"CRAGER, A.D.",PHILOS,PHILOS 100A HIST-GREEK PHILOS,2,359,25
"NORMORE, C.G.",PHILOS,PHILOS 100A HIST-GREEK PHILOS,1,199,14
"LAWRENCE, G.",PHILOS,PHILOS 100A HIST-GREEK PHILOS,1,25,10
"RECKNER, W.L.",PHILOS,PHILOS 100A HIST-GREEK PHILOS,1,25,10
"GALLAGHER, M.D.",PHILOS,PHILOS 100B MDVL&ERLY MDRN PHIL,1,10,82
"NORMORE, C.G.",PHILOS,PHILOS 100B MDVL&ERLY MDRN PHIL,1,164,44
"COPENHAVER, B.P.",PHILOS,PHILOS 100B MDVL&ERLY MDRN PHIL,2,303,30
"CARRIERO, J.P.",PHILOS,PHILOS 100C MDRN PHIL-1650-1800,2,326,29
"NORMORE, C.G.",PHILOS,PHILOS 100C MDRN PHIL-1650-1800,1,155,23
"HSU, A.",PHILOS,PHILOS 21 SKEPTICSM&RATNALTY,4,587,10
"HERMAN, B.",PHILOS,PHILOS 22 INTRO-ETHICAL THRY,1,244,40
"RICHARDSON, I.A.",PHILOS,PHILOS 22 INTRO-ETHICAL THRY,2,171,34
"CHAMBERS, K.L.",PHILOS,PHILOS 22 INTRO-ETHICAL THRY,1,21,29
"ANTILL, G.E.",PHILOS,PHILOS 22 INTRO-ETHICAL THRY,1,44,26
"LAWRENCE, G.",PHILOS,PHILOS 22 INTRO-ETHICAL THRY,3,242,22
"TSURUDA, S.J.",PHILOS,PHILOS 22 INTRO-ETHICAL THRY,2,63,15
"HUGHES, R.C.",PHILOS,PHILOS 22 INTRO-ETHICAL THRY,1,174,8
"CARNELL, J.A.",PHILOS,PHILOS 31 LOGIC-1ST CRSE,2,54,44
"CARNELL, J.",PHILOS,PHILOS 31 LOGIC-1ST CRSE,1,27,36
"LEVY, S.R.",PHILOS,PHILOS 31 LOGIC-1ST CRSE,7,1586,31
"LAWRENCE, G.",PHILOS,PHILOS 31 LOGIC-1ST CRSE,1,25,15
"BORDEAUX, D.R.",PHILOS,PHILOS 31 LOGIC-1ST CRSE,2,80,9
"MORRIS, H.",PHILOS,PHILOS 5 PHILOS IN LITERATRE,3,558,47
"CABRERA, M.V.",PHILOS,PHILOS 5 PHILOS IN LITERATRE,1,196,30
"JULIUS, A.J.",PHILOS,PHILOS 6 INTRO-POLITICL PHIL,2,581,49
"RICHARDSON, I.A.",PHILOS,PHILOS 6 INTRO-POLITICL PHIL,1,211,33
"HUTLER, B.J.",PHILOS,PHILOS 6 INTRO-POLITICL PHIL,1,31,22
"GILLESPIE, L.",PHILOS,PHILOS 6 INTRO-POLITICL PHIL,1,21,9
"LAWRENCE, G.",PHILOS,PHILOS 6 INTRO-POLITICL PHIL,1,21,9
"NORMORE, C.G.",PHILOS,PHILOS 6 INTRO-POLITICL PHIL,1,234,8
"CARNELL, J.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,77,45
"WEBER, T.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,60,45
"LOOKNER, S.G.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,53,36
"ARMSTRONG, J.D.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,292,33
"JEWELL, A.J.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,72,30
"GREENBERG, G.J.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,3,789,29
"LAWRENCE, G.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,2,128,21
"ANTILL, G.E.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,45,14
"NORMORE, C.G.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,240,12
"STRUBLE, L.R.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,197,10
"LOOKNER, S.",PHILOS,PHILOS 7 INT PHILOSOPHY-MIND,1,75,7
"ELLIOTT, K.J.",PHILOS,PHILOS 8 INTRO-PHILOS OF SCI,3,440,15
"JOHNSON, G.M.",PHILOS,PHILOS 8 INTRO-PHILOS OF SCI,1,36,11
"LAWRENCE, G.",PHILOS,PHILOS 8 INTRO-PHILOS OF SCI,1,36,11
"SMITH, S.R.",PHILOS,PHILOS 8 INTRO-PHILOS OF SCI,3,587,10
"FRISCIA, A.R.",PHYSCI,PHYSCI 107 SYSTEMS ANATOMY,4,914,47
"PHELPS, P.E.",PHYSCI,PHYSCI 107 SYSTEMS ANATOMY,4,914,47
"COLWELL, C.S.",PHYSCI,PHYSCI 111A FOUNDTNS-PHYSIO SCI,1,204,13
"ESDIN, J.",PHYSCI,PHYSCI 111A FOUNDTNS-PHYSIO SCI,1,204,13
"SAMPATH, A.P.",PHYSCI,PHYSCI 111A FOUNDTNS-PHYSIO SCI,1,204,13
"NARINS, P.M.",PHYSCI,PHYSCI 111A FOUNDTNS-PHYSIO SCI,3,662,12
"SIMMONS, D.D.",PHYSCI,PHYSCI 111A FOUNDTNS-PHYSIO SCI,2,458,12
"TIDBALL, J.G.",PHYSCI,PHYSCI 111A FOUNDTNS-PHYSIO SCI,2,458,12
"WATSON, A.D.",PHYSCI,PHYSCI 111B FOUNDTNS-PHYSIO SCI,2,394,31
"METZNER, W.H.",PHYSCI,PHYSCI 111B FOUNDTNS-PHYSIO SCI,3,590,30
"SCHLINGER, B.",PHYSCI,PHYSCI 111B FOUNDTNS-PHYSIO SCI,3,590,30
"XIAO, X.",PHYSCI,PHYSCI 111B FOUNDTNS-PHYSIO SCI,1,196,28
"FRISCIA, A.R.",PHYSCI,PHYSCI 13 INTRO-HUMAN ANATOMY,3,433,65
"ROBERTS, A.C.",PHYSCI,PHYSCI 147 NEUROBIO-LEARN&MMRY,3,52,61
"GLANZMAN, D.L.",PHYSCI,PHYSCI 147 NEUROBIO-LEARN&MMRY,3,284,23
"WHITING, W.C.",PHYSCI,PHYSCI 152  C ANAT&PHYSIO&BIOMECH,3,309,78
"HEBER, D.",PHYSCI,PHYSCI 167 PHYSIO OF NUTRITION,3,1070,68
"LU, Q.",PHYSCI,PHYSCI 167 PHYSIO OF NUTRITION,1,295,49
"WHITE, S.A.",PHYSCI,PHYSCI 177 NEUROETHOLOGY,3,82,51
"METZNER, W.H.",PHYSCI,PHYSCI 177 NEUROETHOLOGY,4,107,50
"NARINS, P.M.",PHYSCI,PHYSCI 177 NEUROETHOLOGY,4,107,50
"SCHLINGER, B.",PHYSCI,PHYSCI 177 NEUROETHOLOGY,1,25,49
"COOPER, R.H.",PHYSCI,PHYSCI 3 INTRO-HUMAN PHYSIOL,3,396,26
"ESDIN, J.",PHYSCI,PHYSCI 5 HMN PHYS-DIET&EXRCS,13,4082,30
"PARK, J.",PHYSICS,PHYSICS 10 PHYSICS,3,178,65
"HOLCZER, K.",PHYSICS,PHYSICS 10 PHYSICS,1,126,58
"CLINE, D.B.",PHYSICS,PHYSICS 10 PHYSICS,3,484,41
"SHADKHOO, S.",PHYSICS,PHYSICS 10 PHYSICS,1,140,30
"KUSENKO, A.",PHYSICS,PHYSICS 10 PHYSICS,1,171,18
"COUSINS, R.D.",PHYSICS,PHYSICS 10 PHYSICS,1,189,8
"BRUINSMA, R.F.",PHYSICS,PHYSICS 105A ANALYTIC MECHANICS,1,65,42
"BERN, Z.",PHYSICS,PHYSICS 105A ANALYTIC MECHANICS,1,76,34
"ZOCCHI, G.",PHYSICS,PHYSICS 105A ANALYTIC MECHANICS,2,116,33
"MUSUMECI, P.",PHYSICS,PHYSICS 105A ANALYTIC MECHANICS,2,147,21
"FRONSDAL, C.",PHYSICS,PHYSICS 131 MATH METHDS-PHYSICS,2,112,52
"MIAO, J.",PHYSICS,PHYSICS 131 MATH METHDS-PHYSICS,1,83,26
"HUDSON, E.R.",PHYSICS,PHYSICS 131 MATH METHDS-PHYSICS,1,97,25
"PUTTERMAN, S.J.",PHYSICS,PHYSICS 131 MATH METHDS-PHYSICS,1,58,17
"SAMANI, J.F.",PHYSICS,PHYSICS 131 MATH METHDS-PHYSICS,2,122,17
"ONG, R.A.",PHYSICS,PHYSICS 17 QUANTM&STAT MECHNCS,1,59,24
"REGAN, B.C.",PHYSICS,PHYSICS 17 QUANTM&STAT MECHNCS,1,69,20
"JIANG, H.",PHYSICS,PHYSICS 17 QUANTM&STAT MECHNCS,1,48,19
"KRAUS, P.J.",PHYSICS,PHYSICS 17 QUANTM&STAT MECHNCS,1,71,18
"PUTTERMAN, S.J.",PHYSICS,PHYSICS 17 QUANTM&STAT MECHNCS,1,60,18
"JURA, M.A.",PHYSICS,PHYSICS 17 QUANTM&STAT MECHNCS,1,83,12
"HUDSON, E.R.",PHYSICS,PHYSICS 17 QUANTM&STAT MECHNCS,1,87,6
"HAMLIN, N.D.",PHYSICS,PHYSICS 1A MECHANICS,2,376,43
"KAMAGA, C.N.",PHYSICS,PHYSICS 1A MECHANICS,2,218,36
"EL ALAOUI, M.",PHYSICS,PHYSICS 1A MECHANICS,3,514,34
"HALL, A.J.",PHYSICS,PHYSICS 1A MECHANICS,1,35,29
"ZOCCHI, G.",PHYSICS,PHYSICS 1A MECHANICS,1,182,23
"CAMPBELL, W.C.",PHYSICS,PHYSICS 1A MECHANICS,1,174,22
"RICHARD, R.L.",PHYSICS,PHYSICS 1A MECHANICS,1,180,20
"WANG, H.",PHYSICS,PHYSICS 1A MECHANICS,1,185,16
"SAMANI, J.F.",PHYSICS,PHYSICS 1A MECHANICS,4,299,15
"CORBIN, B.",PHYSICS,PHYSICS 1A MECHANICS,4,722,14
"GELMINI, G.B.",PHYSICS,PHYSICS 1A MECHANICS,1,182,10
"WILLIAMS, G.A.",PHYSICS,PHYSICS 1A MECHANICS,1,176,9
"BELLAFARD, A.",PHYSICS,PHYSICS 1A MECHANICS,1,49,8
"JURA, M.A.",PHYSICS,PHYSICS 1A MECHANICS,2,287,8
"KAMAGA, C.N.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,40,38
"EL ALAOUI, M.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,183,37
"SHADKHOO, S.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,2,232,32
"KUSENKO, A.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,2,373,26
"PEROOMIAN, V.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,182,26
"FORRESTER, A.W.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,133,24
"NAOZ, S.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,104,24
"MOGNET, S.A.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,177,18
"NI, N.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,2,304,18
"CARTER, T.A.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,178,16
"CORBIN, B.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,7,864,14
"SALTZBERG, D.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,152,12
"HALL, A.J.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,3,386,10
"SAKAI, S.",PHYSICS,PHYSICS 1B OSCILTNS&WAVES&FLDS,1,180,10
"SIMON, M.D.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,4,588,51
"MUSUMECI, P.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,2,361,37
"DANTCHEV, D.M.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,3,217,24
"PEROOMIAN, V.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,1,175,24
"CORBIN, B.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,5,809,21
"REGAN, B.C.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,1,168,17
"BROWN, S.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,1,150,16
"CARTER, T.A.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,1,192,16
"JURA, M.A.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,1,123,10
"MENACHEKANIAN, E.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,2,129,8
"CORONITI, F.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,1,143,7
"GEKELMAN, W.N.",PHYSICS,PHYSICS 1C ELECTRODYNMC&OPTICS,1,143,3
"ASHOUR-ABDALLA, M.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,2,370,50
"KAMAGA, C.N.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,1,92,40
"KOUTROULAKIS, G.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,2,357,38
"NASSAR, A.B.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,3,552,34
"SHAKED, S.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,7,1163,34
"PEROOMIAN, V.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,2,369,28
"WINSLOW, L.A.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,1,173,28
"MOGNET, S.A.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,2,262,20
"FORRESTER, A.W.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,1,143,19
"SAKAI, S.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,2,356,17
"WILLIAMS, G.A.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,4,689,17
"HUANG, H.Z.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,6,964,7
"FITZGERALD, M.P.",PHYSICS,PHYSICS 6A PHYSIC-LIFE SCI MAJ,1,159,5
"MCLEAN, I.S.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,1,201,68
"SCHRIVER, D.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,2,369,54
"KAMAGA, C.N.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,1,170,39
"NIEMANN, C.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,4,714,33
"GRUNER, G.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,6,843,31
"PEROOMIAN, V.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,3,563,30
"SHAKED, S.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,2,348,28
"WAUNG, R.T.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,6,706,27
"ARISAKA, K.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,2,367,26
"PATEL, C.K.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,1,159,20
"MUSUMECI, P.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,1,175,18
"SAKAI, S.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,1,117,18
"CORONITI, F.",PHYSICS,PHYSICS 6B PHYSIC-LIFE SCI MAJ,2,250,9
"SCHRIVER, D.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,4,759,72
"HAMLIN, N.D.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,1,155,60
"KOUTROULAKIS, G.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,1,189,52
"PEROOMIAN, V.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,2,357,42
"ARISAKA, K.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,4,731,39
"PAU, J.T.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,4,400,31
"NIEMANN, C.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,5,875,28
"GUTPERLE, M.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,1,193,24
"ONG, R.A.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,1,181,23
"CORONITI, F.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,3,458,22
"RICHARD, R.L.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,1,164,21
"MALKAN, M.A.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,3,185,16
"SHADKHOO, S.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,1,64,16
"SAMANI, J.F.",PHYSICS,PHYSICS 6C PHYSIC-LIFE SCI MAJ,1,97,12
"GALLAGHER, M.E.",POL SCI,POL SCI 10 INTR-POLITCL THEORY,1,57,59
"PANAGIA, D.",POL SCI,POL SCI 10 INTR-POLITCL THEORY,1,276,54
"WALKER, B.D.",POL SCI,POL SCI 10 INTR-POLITCL THEORY,3,1033,40
"SISSA, G.",POL SCI,POL SCI 10 INTR-POLITCL THEORY,2,570,35
"BRANSTETTER, J.G.",POL SCI,POL SCI 10 INTR-POLITCL THEORY,1,46,24
"DIENSTAG, J.F.",POL SCI,POL SCI 10 INTR-POLITCL THEORY,1,240,17
"ROCCO, R.A.",POL SCI,POL SCI 10 INTR-POLITCL THEORY,2,89,14
"LARSON, D.W.",POL SCI,POL SCI 120A FOREIGN RELATION-US,7,849,65
"SHEVCHENKO, A.V.",POL SCI,POL SCI 120A FOREIGN RELATION-US,1,85,45
"BURGOS, R.A.",POL SCI,POL SCI 120A FOREIGN RELATION-US,2,102,18
"TOTTEN, R.J.",POL SCI,POL SCI 121A FRMLTN-AM FRGN POL,1,119,73
"MAHONEY, C.W.",POL SCI,POL SCI 121A FRMLTN-AM FRGN POL,1,131,68
"HALVORSON, L.A.",POL SCI,POL SCI 121A FRMLTN-AM FRGN POL,1,117,38
"LEVIN, D.H.",POL SCI,POL SCI 121A FRMLTN-AM FRGN POL,4,372,28
"STEIN, A.A.",POL SCI,POL SCI 121A FRMLTN-AM FRGN POL,1,59,17
"DALLEK, M.J.",POL SCI,POL SCI 121A FRMLTN-AM FRGN POL,1,18,6
"TOTTEN, R.J.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,1,113,85
"MAHONEY, C.W.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,2,255,81
"KIM, J.H.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,4,422,70
"PETROVIC, B.M.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,2,232,62
"GURANTZ, R.M.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,2,235,54
"TRAGER, R.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,1,16,52
"LEVIN, D.H.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,1,133,38
"RADD, B.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,1,114,35
"WHEELER, A.C.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,1,35,30
"BORDENKIRCHER, E.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,1,113,18
"ANDERSON, G.E.",POL SCI,POL SCI 139 SPC STDS-INTNTL REL,1,95,7
"NABULSI, K.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,3,156,67
"TREISMAN, D.S.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,2,206,61
"ROGOWSKI, R.L.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,2,52,53
"ROBERTS, T.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,1,64,50
"PETROVIC, B.M.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,2,216,47
"PAGDEN, A.R.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,2,46,40
"SISSA, G.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,2,46,40
"ANDERSON, R.D.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,2,76,33
"ROBERTS, T.L.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,2,167,31
"GOLDEN, M.A.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,1,36,22
"NAZARIAN, S.S.",POL SCI,POL SCI 169 SPEC STDS-COMP PLTC,1,28,5
"WILKINSON, D.O.",POL SCI,POL SCI 20 WORLD POLITICS,2,416,54
"TOTTEN, R.J.",POL SCI,POL SCI 20 WORLD POLITICS,2,238,51
"TRAGER, R.",POL SCI,POL SCI 20 WORLD POLITICS,4,977,36
"JOHNS, L.N.",POL SCI,POL SCI 20 WORLD POLITICS,2,663,34
"KIM, M.C.",POL SCI,POL SCI 20 WORLD POLITICS,1,54,28
"BURGOS, R.A.",POL SCI,POL SCI 20 WORLD POLITICS,1,55,18
"BERENJI, S.",POL SCI,POL SCI 20 WORLD POLITICS,1,46,11
"LARSON, D.W.",POL SCI,POL SCI 20 WORLD POLITICS,1,59,10
