"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"ENGCOMP 2 - NEWBY, A. LEC 9",0.231,0.538,0,0.154,0.077,0,0,0,0,0,0,0,0
"ENGCOMP 2 - POPHAM, S.A.",0,0.077,0.154,0.462,0.077,0,0.077,0,0,0,0.077,0,0.077
"ENGCOMP 2 - SAMUELSON, M.G.",0,0.308,0.231,0.077,0.385,0,0,0,0,0,0,0,0
"ENGCOMP 2I - KELLEY, J.C.",0,0.538,0.308,0,0,0,0.154,0,0,0,0,0,0
"ENGCOMP 3 - CHRISTENSEN, T.S.",0,0.294,0.353,0.353,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - CHRISTENSEN, T.S. LEC 2",0,0.842,0.158,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - CHRISTENSEN, T.S. LEC 3",0,0.619,0.238,0.095,0.048,0,0,0,0,0,0,0,0
"ENGCOMP 3 - CREESE, R.A.",0,0.381,0.286,0.19,0.048,0.048,0.048,0,0,0,0,0,0
"ENGCOMP 3 - CREESE, R.A. LEC 5",0,0.455,0.182,0.318,0,0.045,0,0,0,0,0,0,0
"ENGCOMP 3 - CREESE, R.A. LEC 6",0,0.429,0.333,0.19,0.048,0,0,0,0,0,0,0,0
"ENGCOMP 3 - DAVIS, M.E.",0,0.682,0.227,0.091,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - DEUEL, N.A.",0.364,0.636,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - FALLOWS, R.J.",0,0.684,0.211,0.053,0.053,0,0,0,0,0,0,0,0
"ENGCOMP 3 - FALLOWS, R.J. LEC 8",0,0.75,0.15,0,0,0.1,0,0,0,0,0,0,0
"ENGCOMP 3 - FALLOWS, R.J. LEC 9",0,0.737,0.158,0.053,0.053,0,0,0,0,0,0,0,0
"ENGCOMP 3 - HARTENBERGER, L.A.",0.045,0.909,0.045,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - HARTENBERGER, L.A. LEC 18",0,0.773,0.182,0.045,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - HARTENBERGER, L.A. LEC 19",0.048,0.905,0.048,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - HITCHNER, T.A.",0,0.818,0.182,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - JAURRETCHE, C.M.",0,0.591,0.273,0.136,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - JAURRETCHE, C.M. LEC 11",0,0.381,0.429,0.143,0.048,0,0,0,0,0,0,0,0
"ENGCOMP 3 - KIPEN, D.M.",0.05,0.1,0.4,0.35,0.1,0,0,0,0,0,0,0,0
"ENGCOMP 3 - KIPEN, D.M. LEC 21",0.095,0.19,0.571,0.095,0.048,0,0,0,0,0,0,0,0
"ENGCOMP 3 - KIPEN, D.M. LEC 22",0.158,0.158,0.526,0.158,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - MARTINEZ, A.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - MARTINEZ, A.M. LEC 25",0,0.955,0.045,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - MOE, M.L.",0.05,0.4,0.35,0.15,0,0.05,0,0,0,0,0,0,0
"ENGCOMP 3 - MOE, M.L. LEC 13",0.091,0.409,0.364,0.136,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - MOE, M.L. LEC 38",0,0.455,0.409,0.136,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - PEITZMAN, F.C.",0.182,0.273,0.364,0.091,0.091,0,0,0,0,0,0,0,0
"ENGCOMP 3 - PRESCOTT-JOHNSON,",0,0.133,0.2,0.267,0.2,0.133,0.067,0,0,0,0,0,0
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 28",0,0.6,0.3,0.05,0,0,0,0.05,0,0,0,0,0
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 29",0,0.111,0.167,0.111,0.333,0.111,0.111,0.056,0,0,0,0,0
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 32",0,0.294,0.353,0.235,0.118,0,0,0,0,0,0,0,0
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 33",0,0.062,0.438,0.25,0.188,0,0.062,0,0,0,0,0,0
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 34",0,0.579,0.105,0.158,0.158,0,0,0,0,0,0,0,0
"ENGCOMP 3 - PRESCOTT-JOHNSON, LEC 35",0,0.45,0.3,0.2,0.05,0,0,0,0,0,0,0,0
"ENGCOMP 3 - STEINBERG, S.K.",0,0.905,0,0,0,0,0,0.048,0,0,0.048,0,0
"ENGCOMP 3 - STONE, B.D.",0,0.143,0,0.238,0.333,0.19,0.048,0.048,0,0,0,0,0
"ENGCOMP 3 - STONE, B.D. LEC 15",0,0.15,0.2,0.2,0.2,0.05,0.05,0.15,0,0,0,0,0
"ENGCOMP 3 - SUSSMAN, D.B.",0,0.5,0.364,0.136,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - DE, E.N.",0.091,0.5,0.318,0.091,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - DE, E.N. LEC 18",0,0.455,0.318,0.136,0.091,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MATTENSON, L.M.",0,0.227,0.182,0.364,0.045,0.136,0,0.045,0,0,0,0,0
"ENGCOMP 3D - MATTENSON, L.M. LEC 3",0.048,0.19,0.333,0.238,0.19,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MATTENSON, L.M. LEC 4",0,0.364,0.364,0.136,0.136,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MCIVER, M.L.",0,0.773,0.091,0.045,0.091,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MCIVER, M.L. LEC 17",0,0.714,0.286,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MEHDIZADEH, N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MEHDIZADEH, N. LEC 7",0,0.818,0.182,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - PENNINGTON, M.",0,0.789,0.105,0,0,0,0.053,0.053,0,0,0,0,0
"ENGCOMP 3D - RODRIGUEZ DRISSI,",0.273,0.545,0.182,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - RODRIGUEZ DRISSI, LEC 15",0.364,0.5,0.091,0,0,0,0.045,0,0,0,0,0,0
"ENGCOMP 3D - VINCENT, D.O.",0.13,0.87,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - VINCENT, D.O. LEC 11",0.045,0.955,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - VINCENT, D.O. LEC 12",0.048,0.952,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - WEST, A.I.",0,0.6,0.15,0.2,0.05,0,0,0,0,0,0,0,0
"ENGCOMP 3D - WESTRUP, L.A.",0.045,0.818,0.136,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3E - SUSSMAN, D.B.",0,0.632,0.263,0.105,0,0,0,0,0,0,0,0,0
"ENGCOMP 3E - WATSON, D.C.",0.231,0.231,0.231,0.154,0.154,0,0,0,0,0,0,0,0
"ENGCOMP 401 - WESTRUP, L.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 404 - MEHDIZADEH, N.",0,0.875,0.125,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 5W - CHICHESTER, T.L.",0.105,0.632,0.158,0,0.053,0,0,0,0,0,0,0,0.053
"ENGCOMP 5W - CHICHESTER, T.L. LEC 2",0.143,0.476,0.143,0.095,0.048,0.095,0,0,0,0,0,0,0
"ENGL 100 - PEREZ-TORRES, R.",0.371,0.39,0.133,0.048,0.029,0.019,0.01,0,0,0,0,0,0
"ENGL 106 - MO'E'HAHNE, H.",0.32,0.44,0.08,0.12,0,0.04,0,0,0,0,0,0,0
"ENGL 109 - CHEUNG, K.",0.125,0.167,0.375,0.208,0.083,0,0,0.042,0,0,0,0,0
"ENGL 10A - SHUGER, D.K.",0.136,0.273,0.391,0.091,0.073,0.018,0,0,0,0,0,0,0.018
"ENGL 10B - MAKDISI, S.",0.127,0.532,0.203,0.076,0.038,0.025,0,0,0,0,0,0,0
"ENGL 110A - STEPHAN, M.",0,0.1,0.4,0.25,0.2,0.05,0,0,0,0,0,0,0
"ENGL 115B - STEPHAN, M.",0,0.273,0.318,0.273,0.136,0,0,0,0,0,0,0,0
"ENGL 115D - ALLMENDINGER, B.",0,0.333,0.25,0.167,0.083,0.125,0.042,0,0,0,0,0,0
"ENGL 117 - LOPEZ, M.K.",0,0.875,0.083,0,0,0,0,0,0,0,0,0,0.042
"ENGL 118A - GROSSMAN, J.H.",0,0.25,0.25,0.3,0.2,0,0,0,0,0,0,0,0
"ENGL 119 - MAKDISI, S.",0.145,0.276,0.184,0.105,0.132,0,0.026,0.053,0.053,0.013,0,0,0.013
"ENGL 120 - HUEHLS, M.A.",0.375,0.542,0.042,0,0,0.042,0,0,0,0,0,0,0
"ENGL 122 - DIMURO, J.A.",0,0.045,0.091,0.182,0.318,0.136,0.091,0,0.091,0,0.045,0,0
"ENGL 130 - LEE, J.E.",0.136,0.227,0.455,0.091,0.091,0,0,0,0,0,0,0,0
"ENGL 136 - KEVORKIAN, K.K.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL 137 - D'AGUIAR, F.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL 137 - TORRES, J.J.",0,0.833,0.167,0,0,0,0,0,0,0,0,0,0
"ENGL 139 - MULLEN, H.R.",0,0.375,0.375,0,0.188,0.062,0,0,0,0,0,0,0
"ENGL 140A - THOMAS, A.",0.059,0.235,0.529,0.118,0.059,0,0,0,0,0,0,0,0
"ENGL 141R - WEAVER, E.M.",0,0.714,0.143,0.095,0.048,0,0,0,0,0,0,0,0
"ENGL 145 - THOMAS, A.",0.038,0.385,0.385,0.192,0,0,0,0,0,0,0,0,0
"ENGL 150A - WATSON, R.N.",0.045,0.5,0.136,0.227,0.045,0,0.045,0,0,0,0,0,0
"ENGL 150B - DICKEY, S.J.",0.017,0.305,0.407,0.119,0.085,0.034,0.017,0,0,0,0,0,0.017
"ENGL 151 - MCEACHERN, C.",0,0.095,0.238,0.286,0.095,0.048,0.048,0.143,0,0,0,0,0.048
"ENGL 152 - MCEACHERN, C.",0.05,0.25,0.05,0.25,0.4,0,0,0,0,0,0,0,0
"ENGL 164C - GROSSMAN, J.H.",0,0.304,0.174,0.13,0.217,0.174,0,0,0,0,0,0,0
"ENGL 165A - SHAUB, K.S.",0,0.25,0.35,0.15,0.1,0.1,0,0.05,0,0,0,0,0
"ENGL 166B - COLACURCIO, M.J.",0.053,0.368,0.368,0.211,0,0,0,0,0,0,0,0,0
"ENGL 168 - CALDER, K.B.",0.45,0.4,0.15,0,0,0,0,0,0,0,0,0,0
"ENGL 169 - SHAUB, K.S.",0,0.13,0.609,0.174,0.043,0,0,0,0,0,0.043,0,0
"ENGL 170A - LOOBY, C.J.",0,0.158,0.211,0.211,0.211,0.158,0,0,0,0,0,0,0.053
"ENGL 170B - HUEHLS, M.A.",0,0.682,0.273,0,0.045,0,0,0,0,0,0,0,0
"ENGL 171B - JAURRETCHE, C.M.",0,0.385,0.346,0.192,0.038,0.038,0,0,0,0,0,0,0
"ENGL 171C - JIN, J.",0,0.4,0.4,0.12,0.08,0,0,0,0,0,0,0,0
"ENGL 173A - SCHMIDT, J.A.",0,0.227,0.364,0.091,0.182,0.091,0,0.045,0,0,0,0,0
"ENGL 173C - MULLEN, H.R.",0,0.478,0.304,0.174,0,0.043,0,0,0,0,0,0,0
"ENGL 174B - PEREZ-TORRES, R.",0.36,0.52,0.08,0,0.04,0,0,0,0,0,0,0,0
"ENGL 175 - SOLOMON, J.H.",0.571,0.238,0.048,0.143,0,0,0,0,0,0,0,0,0
"ENGL 181A - DIMURO, J.A.",0,0.083,0.917,0,0,0,0,0,0,0,0,0,0
"ENGL 183C - DECKER, J.L.",0,0.667,0.25,0.083,0,0,0,0,0,0,0,0,0
"ENGL 184 - CHEUNG, K.",0,0.4,0.1,0.3,0.1,0.1,0,0,0,0,0,0,0
"ENGL 184 - DECKER, J.L.",0,0.455,0.091,0.364,0,0,0,0,0,0,0,0,0.091
"ENGL 184 - STEFANS, B.K.",0.5,0.167,0.25,0,0.083,0,0,0,0,0,0,0,0
"ENGL 184 - WANG, X.",0,0.7,0.2,0.1,0,0,0,0,0,0,0,0,0
"ENGL 195CE - DIMURO, J.A.",0.333,0.667,0,0,0,0,0,0,0,0,0,0,0
"ENGL 20W - GOYAL, Y.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL 20W - GOYAL, Y. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL 244 - CHISM, C.N.",0,0.909,0.091,0,0,0,0,0,0,0,0,0,0
"ENGL 258 - ROTHBERG, M.P.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL 4HW - GOYAL, Y.",0,0.938,0,0.062,0,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y.",0,0.857,0,0,0,0.048,0.095,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 10",0,0.389,0.333,0.167,0.056,0.056,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 11",0.158,0.632,0.105,0,0,0,0,0.053,0.053,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 2",0,0.737,0.158,0.053,0.053,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 3",0,0.6,0.2,0.15,0.05,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 4",0,0.2,0.5,0.1,0.1,0,0,0,0.05,0,0,0,0.05
"ENGL 4W - GOYAL, Y. LEC 5",0.158,0.421,0.211,0.105,0.105,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 7",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 8",0.25,0.3,0.15,0.05,0.1,0.05,0,0.1,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 9",0.053,0.632,0.211,0.053,0.053,0,0,0,0,0,0,0,0
"ENGL 85 - MOTT, C.M.",0,0.597,0.247,0.078,0.065,0,0,0,0.013,0,0,0,0
"ENGL 90 - LITTLE, A.L.",0.229,0.686,0.029,0.014,0,0,0,0,0,0.029,0,0,0.014
"ENGL 91B - DICKEY, S.J.",0.189,0.351,0.189,0.135,0.108,0,0,0,0.027,0,0,0,0
"ENGL M101B - LITTLE, A.L.",0.188,0.5,0.312,0,0,0,0,0,0,0,0,0,0
"ENGL M102A - LING, J.",0,0.467,0.467,0.067,0,0,0,0,0,0,0,0,0
"ENGL M104A - YARBOROUGH, R.A.",0.263,0.395,0.105,0.079,0,0.105,0.026,0,0,0,0,0,0.026
"ENGL M105A - LOPEZ, M.K.",0.525,0.425,0.025,0,0,0,0,0,0,0,0,0,0.025
"ENGL M107B - LEE, S.K.",0.333,0.667,0,0,0,0,0,0,0,0,0,0,0
"ENGL M138 - SNELSON, D.S.",0.267,0.667,0,0,0,0,0,0,0,0,0,0,0.067
"ENGL M192 - WILSON, R.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL M270 - HEISE, U.K.",0.077,0.769,0.154,0,0,0,0,0,0,0,0,0,0
"ENGR 110 - BULU-TACIROGLU, M.",0.041,0.447,0.252,0.163,0.065,0.024,0,0,0,0,0.008,0,0
"ENGR 111 - BULU-TACIROGLU, M.",0.092,0.563,0.195,0.069,0.034,0.023,0,0,0,0,0,0,0.023
"ENGR 160 - ROSTAMIAN, F.D.",0.038,0.192,0.269,0.423,0.077,0,0,0,0,0,0,0,0
"ENGR 181EW - RUSSELL, T.A.",0.079,0.289,0.316,0.184,0.132,0,0,0,0,0,0,0,0
"ENGR 182EW - VILLASENOR, J.D.",0.115,0.859,0,0.026,0,0,0,0,0,0,0,0,0
"ENGR 183EW - BROWNE, D.G.",0.036,0.717,0.152,0.051,0.043,0,0,0,0,0,0,0,0
"ENGR 188EW - BROWNE, D.G.",0.052,0.312,0.299,0.195,0.104,0.013,0.013,0,0,0,0,0,0.013
"ENGR 201 - KUNG, K.C.",0,0.971,0,0,0.029,0,0,0,0,0,0,0,0
"ENGR 201 - KUNG, K.C. LEC 81",0.03,0.939,0,0,0.03,0,0,0,0,0,0,0,0
"ENGR 205 - HECHT, M.J.",0,0.781,0.188,0.031,0,0,0,0,0,0,0,0,0
"ENGR 213 - AHMADI, R.H.",0,0.677,0.161,0.065,0.065,0.032,0,0,0,0,0,0,0
"ENGR 96C - KAISER, W.J.",0.705,0.23,0.049,0,0.016,0,0,0,0,0,0,0,0
"ENV HLT 220 - COLLINS, M.D.",0,0.333,0.444,0.111,0.111,0,0,0,0,0,0,0,0
"ENV HLT C185B - COLE, B.L.",0,0.357,0.429,0.071,0.143,0,0,0,0,0,0,0,0
"ENV HLT C200B - COLE, B.L.",0.214,0.786,0,0,0,0,0,0,0,0,0,0,0
"ENVIRON 140 - BOYD, W.C.",0,0.429,0.248,0.105,0.15,0.045,0.015,0.008,0,0,0,0,0
"ENVIRON 163 - DELMAS, M.A.",0.253,0.56,0.107,0.067,0.013,0,0,0,0,0,0,0,0
"ENVIRON 166 - GARRISON, N.J.",0.145,0.108,0.458,0.157,0.06,0.048,0,0.024,0,0,0,0,0
"ENVIRON 180A - GARRISON, N.J.",0,0.286,0.347,0.255,0.071,0.02,0.01,0.01,0,0,0,0,0
"ENVIRON M126 - MACDO0LD, G.M.",0.057,0.314,0.314,0.086,0.029,0.171,0.029,0,0,0,0,0,0
"EPIDEM 200A - CHEN, L.",0.354,0.396,0.104,0.062,0.062,0.021,0,0,0,0,0,0,0
"EPIDEM 232 - GORBACH, P.M.",0,0.7,0.3,0,0,0,0,0,0,0,0,0,0
"EPIDEM 242 - ZHANG, Z.",0.091,0.545,0.273,0.091,0,0,0,0,0,0,0,0,0
"EPIDEM 246 - HSU, P.T.",0.059,0.647,0.176,0.059,0.059,0,0,0,0,0,0,0,0
"EPIDEM 268 - BRADBURY, B.D.",0,0.706,0.176,0.088,0,0,0,0.029,0,0,0,0,0
"EPIDEM M204 - ARAH, O.A.",0.176,0.412,0.235,0.176,0,0,0,0,0,0,0,0,0
"EPIDEM M403 - SMITH, L.V.",0.273,0.636,0.045,0.045,0,0,0,0,0,0,0,0,0
"EPS SCI 1 - COFFEY, K.",0.02,0.192,0.273,0.141,0.131,0.071,0.04,0.071,0.03,0,0,0,0.03
"EPS SCI 103B - DAY, M.D.",0.235,0.588,0.118,0,0.059,0,0,0,0,0,0,0,0
"EPS SCI 150 - PELTZER, G.F.",0.476,0.333,0.048,0.095,0,0.048,0,0,0,0,0,0,0
"EPS SCI 150 - PELTZER, G.F. LEC 2",0.278,0.444,0.167,0,0,0.056,0,0,0,0,0,0,0.056
"EPS SCI 200A - STIXRUDE, L.P.",0.062,0.312,0.312,0.25,0.062,0,0,0,0,0,0,0,0
"EPS SCI 200B - PAIGE, D.A.",0,0.182,0.455,0.364,0,0,0,0,0,0,0,0,0
"EPS SCI 3 - MARGOT, J.",0.232,0.187,0.182,0.086,0.111,0.051,0.051,0.04,0.01,0.025,0.005,0.015,0.005
"EPS SCI 51 - KAVNER, A.",0,0.172,0.034,0.31,0.276,0.138,0.069,0,0,0,0,0,0
"EPS SCI 61 - COFFEY, K.",0.097,0.194,0.097,0.161,0.161,0.097,0.097,0.065,0.032,0,0,0,0
"EPS SCI 8 - BEGHEIN, C.",0.403,0.252,0.108,0.05,0.072,0.036,0.036,0,0,0,0.014,0.014,0.014
"EPS SCI 9 - YOUNG, E.D.",0.287,0.52,0.105,0.041,0.023,0.018,0,0.006,0,0,0,0,0
"EPS SCI M118 - SCHOPF, J.W.",0.143,0.857,0,0,0,0,0,0,0,0,0,0,0
"EPS SCI M71 - AURNOU, J.M.",0.421,0.316,0.105,0.053,0.105,0,0,0,0,0,0,0,0
"ESL 300 - HUALPA, L.D.",0.077,0.462,0.231,0,0.154,0.077,0,0,0,0,0,0,0
"ESL 300 - HUALPA, L.D. LEC 3",0,0.4,0.5,0,0,0.1,0,0,0,0,0,0,0
"ESL 300 - KELLEY, J.C.",0,0.273,0.455,0.182,0.091,0,0,0,0,0,0,0,0
"ESL 301 - GALVIN, M.E.",0.167,0.417,0.25,0.167,0,0,0,0,0,0,0,0,0
"ESL 301 - HUALPA, L.D.",0,0.667,0.333,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161B - WENTEN, I.N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161L - ARABIFARD, M.",0.074,0.926,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161L - ARABIFARD, M. LEC 4",0.077,0.923,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161M - ADLER, S.I.",0.2,0.8,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161P - WHITE-CLAYTON, D.L",0.583,0.417,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168A - LI, C.",0,0.833,0.083,0,0.083,0,0,0,0,0,0,0,0
"ETHNMUS 168F - KAUSHAL, A.",0.067,0.933,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168F - KAUSHAL, A. LEC 3",0.059,0.941,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 174 - SAVAGE, R.W.",0.077,0.538,0.231,0,0.077,0,0,0.077,0,0,0,0,0
"ETHNMUS 183 - BROWNER, T.C.",0,0.583,0.25,0.083,0,0.083,0,0,0,0,0,0,0
"ETHNMUS 188 - BILAL, M.",0.267,0.533,0.2,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 188 - BLACK, L.",0,0.8,0.2,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 20C - LEE, K.I.",0,0.8,0.2,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 30 - TAYLOR, T.D.",0.152,0.404,0.222,0.101,0.071,0.02,0,0,0.01,0,0,0.01,0.01
"ETHNMUS 68A - LI, C.",0.091,0.909,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 68F - KAUSHAL, A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 7 - POURJAVADY, A.H.",0.364,0.636,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91B - WENTEN, I.N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91K - GUZMAN, J.A.",0.429,0.5,0,0.071,0,0,0,0,0,0,0,0,0
"ETHNMUS 91P - WHITE-CLAYTON, D.L",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 91Z - BRAGGER, D.M.",0.455,0.545,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS M12A - DOLEAC, B.G.",0.425,0.15,0.15,0.05,0.025,0.025,0,0.025,0.05,0.05,0,0,0.05
"ETHNMUS M134 - PRESTI, K.A.",0,0.778,0.111,0,0,0.111,0,0,0,0,0,0,0
"ETHNMUS M25 - TRAN, K.N.",0.34,0.538,0.066,0.02,0.025,0.005,0,0.005,0,0,0,0,0
"ETHNMUS M50A - DE CASTRO, P.J.",0.85,0.123,0,0.011,0.005,0,0,0.011,0,0,0,0,0
"FILIPNO 1 - DOMINGO, N.P.",0.345,0.517,0.069,0.023,0,0.046,0,0,0,0,0,0,0
"FILM TV 101A - GREENE, S.M.",0.593,0.111,0.037,0.037,0.037,0,0.111,0,0,0,0,0.074,0
"FILM TV 102A - ANDERSON, S.F.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 113 - BOWDRE, K.M.",0,0.738,0.19,0.048,0.024,0,0,0,0,0,0,0,0
"FILM TV 122D - LITTENBERG, S.M.",0.736,0.165,0.058,0.017,0.017,0,0.008,0,0,0,0,0,0
"FILM TV 122E - GRA0DOS, A.A.",0.475,0.3,0.125,0.025,0.05,0.025,0,0,0,0,0,0,0
"FILM TV 154 - MARIN, E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 155 - BARMINSKI, W.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 163 - MAQUILING, D.M.",0.385,0.462,0.154,0,0,0,0,0,0,0,0,0,0
"FILM TV 183B - KINBERG, M.H.",0.179,0.641,0.154,0.026,0,0,0,0,0,0,0,0,0
"FILM TV 184B - 0GLE, P.G.",0.022,0.978,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 188A - LIEBING, H.",0.911,0.089,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 1A - MCDO0LD, W.C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 206B - SCOTT, E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 208B - RAVETTO, K.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 215B - TRICE, J.N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 270 - FARBER, S.E.",0,0.455,0.545,0,0,0,0,0,0,0,0,0,0
"FILM TV 282A - LEVY, R.J.",0,0.773,0.227,0,0,0,0,0,0,0,0,0,0
"FILM TV 287A - WILLIAMSON, G.P.",0.133,0.6,0.2,0.067,0,0,0,0,0,0,0,0,0
"FILM TV 288A - FRANKLIN, A.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 292B - LEVY, R.J.",0,0.889,0.111,0,0,0,0,0,0,0,0,0,0
"FILM TV 297A - MOCERI, N.P.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 298A - BUCKLEY, N.L.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 298A - 0GY, P.A.",0.056,0.778,0.111,0.056,0,0,0,0,0,0,0,0,0
"FILM TV 298A - POWELL, N.R.",0,0.923,0,0,0.077,0,0,0,0,0,0,0,0
"FILM TV 298A - RAVETTO, K.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 298A - RICHARDSON, N.",0.19,0.762,0.048,0,0,0,0,0,0,0,0,0,0
"FILM TV 298A - ROSMAN, M.E.",0.167,0.417,0.417,0,0,0,0,0,0,0,0,0,0
"FILM TV 33 - VOORHEES, L.",0.757,0.183,0.025,0.015,0.01,0,0,0.005,0,0,0,0,0.005
"FILM TV 33 - VOORHEES, L. LEC 2",0.438,0.25,0.125,0.062,0,0,0,0,0,0,0,0,0.125
"FILM TV 4 - KUNTZ, J.A.",0.559,0.256,0.047,0.052,0.024,0.005,0.019,0.009,0,0,0.005,0,0.024
"FILM TV 4 - KUNTZ, J.A. LEC 2",0,0.357,0.143,0.071,0,0,0,0.071,0,0,0,0,0.357
"FILM TV 402A - JOHNSON, S.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 408A - SHANNON, T.D.",0.273,0.364,0.364,0,0,0,0,0,0,0,0,0,0
"FILM TV 408A - SHANNON, T.D. LEC 2",0.385,0.538,0.077,0,0,0,0,0,0,0,0,0,0
"FILM TV 410A - ROSMAN, M.E.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 410B - SWAIN, J.A.",0.667,0.333,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 410B - SWAIN, J.A. LEC 2",0.667,0,0.167,0.167,0,0,0,0,0,0,0,0,0
"FILM TV 410C - GOOD, T.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 419 - HENRY, J.",1,0,0,0,0,0,0,0,0,0,0,0,0
"FILM TV 430 - 0GY, P.A.",0.043,0.457,0.326,0.13,0.043,0,0,0,0,0,0,0,0
"FILM TV 433 - SELDES AN0CONE, E",0,1,0,0,0,0,0,0,0,0,0,0,0
