"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"EE BIOL 156 - ALFARO, M.E.",0.244,0.439,0.122,0.073,0.098,0.024,0,0,0,0,0,0,0
"EE BIOL 158 - BARBER, P.H.",0.345,0.414,0.172,0.034,0,0,0,0.034,0,0,0,0,0
"EE BIOL 161 - KRAFT, N.J.",0.129,0.284,0.207,0.129,0.06,0.086,0.06,0,0.017,0.009,0.009,0,0.009
"EE BIOL 184 - SEARS, K.E.",0.062,0.338,0.207,0.179,0.11,0.034,0.048,0.014,0.007,0,0,0,0
"EE BIOL 232 - AMARASEKARE, P.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - AMARASEKARE, P.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - BLUMSTEIN, D.T.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL 297 - MARCOT, J.D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"EE BIOL M131 - ROBINSON, C.M.",0,0.562,0.188,0.125,0.125,0,0,0,0,0,0,0,0
"EE BIOL M200A - KRAFT, N.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 1 - DICKEY, D.",0,0.364,0.182,0.182,0.091,0.182,0,0,0,0,0,0,0
"ENGCOMP 1 - WEST, A.I.",0,0,0.077,0.308,0.385,0.077,0.077,0.077,0,0,0,0,0
"ENGCOMP 130A - SAMUELSON, M.G.",0,0.85,0.1,0.05,0,0,0,0,0,0,0,0,0
"ENGCOMP 130C - RUBINSON, G.J.",0,0.4,0.4,0.133,0.067,0,0,0,0,0,0,0,0
"ENGCOMP 130C - RUBINSON, G.J. LEC 2",0.167,0.5,0.167,0.083,0,0,0.083,0,0,0,0,0,0
"ENGCOMP 131B - DAVIS, M.E.",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 131B - DAVIS, M.E. LEC 2",0,0.571,0.381,0.048,0,0,0,0,0,0,0,0,0
"ENGCOMP 131C - PRESCOTT, T.L.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 2 - CROSBY, S.",0.045,0.727,0,0,0.136,0,0,0.045,0,0,0,0,0.045
"ENGCOMP 2 - CROSBY, S. LEC 14",0.091,0.818,0,0,0.091,0,0,0,0,0,0,0,0
"ENGCOMP 2 - HARTENBERGER, L.A.",0.048,0.476,0.381,0,0,0,0,0,0.048,0,0,0,0.048
"ENGCOMP 2 - HARTENBERGER, L.A. LEC 9",0,0.591,0.409,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 2 - HITCHNER, T.A.",0,0.048,0.476,0.286,0.143,0.048,0,0,0,0,0,0,0
"ENGCOMP 2 - HITCHNER, T.A. LEC 3",0,0.143,0.238,0.333,0.095,0.095,0.048,0,0.048,0,0,0,0
"ENGCOMP 2 - LISOVSKY, K.F.",0,0.19,0.238,0.238,0.143,0.143,0,0,0,0.048,0,0,0
"ENGCOMP 2 - LISOVSKY, K.F. LEC 13",0,0.136,0.318,0.273,0.182,0.045,0.045,0,0,0,0,0,0
"ENGCOMP 2 - MARTINEZ, A.M.",0,0.708,0.125,0.083,0.083,0,0,0,0,0,0,0,0
"ENGCOMP 2 - NEWBY, A.",0.043,0.348,0.391,0.087,0,0.087,0,0.043,0,0,0,0,0
"ENGCOMP 2 - NEWBY, A. LEC 8",0.048,0.619,0.095,0.095,0.095,0.048,0,0,0,0,0,0,0
"ENGCOMP 2 - SAMUELSON, M.G.",0,0.091,0.273,0,0.273,0.273,0.045,0,0,0,0,0,0.045
"ENGCOMP 2 - SAMUELSON, M.G. LEC 16",0,0.273,0.182,0.182,0.227,0.045,0.045,0,0,0,0,0,0.045
"ENGCOMP 2I - SHERWOOD, L.A.",0,0.3,0.5,0,0,0.1,0,0.1,0,0,0,0,0
"ENGCOMP 2I - SHERWOOD, L.A. LEC 2",0,0.5,0.3,0,0,0.1,0,0.1,0,0,0,0,0
"ENGCOMP 3 - AUGER-ZIVIC, C.",0,0.35,0.1,0.05,0.15,0.1,0.15,0.05,0.05,0,0,0,0
"ENGCOMP 3 - CHRISTENSEN, T.S.",0,0.1,0.3,0.3,0.2,0.05,0,0.05,0,0,0,0,0
"ENGCOMP 3 - CHRISTENSEN, T.S. LEC 48",0,0.25,0.3,0.35,0.05,0.05,0,0,0,0,0,0,0
"ENGCOMP 3 - CHRISTENSEN, T.S. LEC 50",0,0.048,0.381,0.286,0.19,0,0,0.095,0,0,0,0,0
"ENGCOMP 3 - CREESE, R.A.",0,0.545,0.182,0.182,0,0.045,0,0,0.045,0,0,0,0
"ENGCOMP 3 - CREESE, R.A. LEC 29",0,0.364,0.227,0.273,0.045,0.045,0,0,0,0,0,0,0.045
"ENGCOMP 3 - CREESE, R.A. LEC 30",0,0.318,0.318,0.227,0.091,0.045,0,0,0,0,0,0,0
"ENGCOMP 3 - DE, E.N.",0.045,0.318,0.455,0.091,0.091,0,0,0,0,0,0,0,0
"ENGCOMP 3 - DEUEL, N.A.",0.136,0.409,0.091,0.136,0.136,0,0.045,0.045,0,0,0,0,0
"ENGCOMP 3 - DICKEY, D.",0.364,0.364,0.273,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - FALLOWS, R.J.",0,0.476,0.143,0.19,0.095,0.095,0,0,0,0,0,0,0
"ENGCOMP 3 - FALLOWS, R.J. LEC 14",0,0.409,0.182,0.091,0.182,0.045,0.091,0,0,0,0,0,0
"ENGCOMP 3 - FALLOWS, R.J. LEC 15",0,0.364,0.227,0.136,0.136,0.091,0.045,0,0,0,0,0,0
"ENGCOMP 3 - FRANKEL, E.P.",0,0.409,0.273,0.182,0.091,0.045,0,0,0,0,0,0,0
"ENGCOMP 3 - GERRARD, L.",0,0,0.316,0.368,0.158,0.158,0,0,0,0,0,0,0
"ENGCOMP 3 - JAURRETCHE, C.M.",0,0.333,0.524,0.048,0.048,0.048,0,0,0,0,0,0,0
"ENGCOMP 3 - JAURRETCHE, C.M. LEC 32",0,0.455,0.227,0.227,0.045,0,0,0,0,0,0,0.045,0
"ENGCOMP 3 - JOHNSON, D.",0,0.095,0.048,0.476,0.238,0.048,0,0.095,0,0,0,0,0
"ENGCOMP 3 - JULIANO, L.M.",0.227,0.364,0.227,0.045,0.045,0.045,0,0.045,0,0,0,0,0
"ENGCOMP 3 - KIPEN, D.M.",0,0.182,0.5,0.227,0.045,0,0,0.045,0,0,0,0,0
"ENGCOMP 3 - KIPEN, D.M. LEC 44",0,0.045,0.591,0.364,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - KIPEN, D.M. LEC 46",0,0.095,0.619,0.238,0.048,0,0,0,0,0,0,0,0
"ENGCOMP 3 - MAASIK, S.",0,0,0.238,0.19,0.19,0.048,0.095,0.19,0.048,0,0,0,0
"ENGCOMP 3 - MAASIK, S. LEC 27",0,0.19,0.381,0.238,0.143,0,0.048,0,0,0,0,0,0
"ENGCOMP 3 - MAASIK, S. LEC 51",0,0.364,0.273,0.318,0,0.045,0,0,0,0,0,0,0
"ENGCOMP 3 - MOE, M.L.",0.048,0.619,0.19,0.095,0,0,0.048,0,0,0,0,0,0
"ENGCOMP 3 - MOE, M.L. LEC 23",0.182,0.318,0.227,0.182,0.045,0,0,0,0,0,0,0,0.045
"ENGCOMP 3 - POPHAM, S.A.",0,0.176,0.059,0.118,0.353,0,0.059,0.118,0,0.118,0,0,0
"ENGCOMP 3 - POPHAM, S.A. LEC 11",0,0,0,0.25,0.25,0.125,0.125,0.062,0,0.188,0,0,0
"ENGCOMP 3 - POPHAM, S.A. LEC 12",0,0,0.056,0.167,0.222,0.167,0.111,0,0.056,0.222,0,0,0
"ENGCOMP 3 - PRESCOTT, T.L.",0,0.19,0.429,0.286,0.048,0,0,0.048,0,0,0,0,0
"ENGCOMP 3 - RODRIGUEZ DRISSI,",0,0.333,0.429,0.143,0.048,0,0.048,0,0,0,0,0,0
"ENGCOMP 3 - STEINBERG, S.K.",0.05,0.45,0.5,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3 - STEINBERG, S.K. LEC 35",0,0.524,0.286,0.048,0.143,0,0,0,0,0,0,0,0
"ENGCOMP 3 - STEINBERG, S.K. LEC 36",0,0.571,0.238,0,0.143,0,0,0.048,0,0,0,0,0
"ENGCOMP 3 - STONE, B.D.",0,0.2,0.2,0.15,0.25,0.15,0,0,0,0.05,0,0,0
"ENGCOMP 3 - STONE, B.D. LEC 38",0,0.143,0.143,0.143,0.143,0.286,0.095,0.048,0,0,0,0,0
"ENGCOMP 3 - SUSSMAN, D.B.",0,0.636,0.273,0.045,0.045,0,0,0,0,0,0,0,0
"ENGCOMP 3 - SUSSMAN, D.B. LEC 19",0,0.476,0.333,0.143,0,0,0,0,0,0,0,0,0.048
"ENGCOMP 3 - VINCENT, D.O.",0.143,0.714,0.095,0,0.048,0,0,0,0,0,0,0,0
"ENGCOMP 3D - FRETZ, R.I.",0.05,0.55,0.35,0.05,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - JOHNSON, D.",0,0.263,0.263,0.316,0.105,0.053,0,0,0,0,0,0,0
"ENGCOMP 3D - JOHNSON, D. LEC 13",0,0.136,0.318,0.455,0.045,0,0,0,0,0,0,0,0.045
"ENGCOMP 3D - JULIANO, L.M.",0.455,0.273,0.182,0.045,0,0.045,0,0,0,0,0,0,0
"ENGCOMP 3D - JULIANO, L.M. LEC 9",0.455,0.136,0.227,0.136,0.045,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MATTENSON, L.M.",0,0.182,0.545,0.182,0.045,0,0.045,0,0,0,0,0,0
"ENGCOMP 3D - MATTENSON, L.M. LEC 14",0,0.227,0.364,0.364,0.045,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MATTENSON, L.M. LEC 17",0,0.19,0.286,0.286,0.095,0,0.143,0,0,0,0,0,0
"ENGCOMP 3D - MEHDIZADEH, N.",0,0.227,0.273,0.455,0.045,0,0,0,0,0,0,0,0
"ENGCOMP 3D - MEHDIZADEH, N. LEC 19",0,0.182,0.409,0.273,0.045,0.045,0,0,0,0,0,0,0.045
"ENGCOMP 3D - RODRIGUEZ DRISSI,",0,0.318,0.5,0.182,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - RODRIGUEZ DRISSI, LEC 21",0,0.143,0.524,0.333,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - VINCENT, D.",0.136,0.818,0.045,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - VINCENT, D. LEC 15",0.143,0.857,0,0,0,0,0,0,0,0,0,0,0
"ENGCOMP 3D - WESTRUP, L.A.",0,0.333,0.476,0.048,0.143,0,0,0,0,0,0,0,0
"ENGCOMP 3E - WATSON, D.C.",0,0.227,0.455,0.273,0.045,0,0,0,0,0,0,0,0
"ENGCOMP 3E - WATSON, D.C. LEC 2",0,0.227,0.636,0.091,0,0,0,0,0.045,0,0,0,0
"ENGCOMP 401 - WESTRUP, L.A.",0.308,0.615,0.077,0,0,0,0,0,0,0,0,0,0
"ENGL 100 - CHEUNG, K.",0,0.211,0.394,0.239,0.099,0.042,0,0,0,0,0,0,0.014
"ENGL 106 - MO'E'HAHNE, H.",0.267,0.533,0.1,0.067,0.033,0,0,0,0,0,0,0,0
"ENGL 108 - STREETER, C.A.",0.125,0.562,0.281,0.031,0,0,0,0,0,0,0,0,0
"ENGL 109 - CHEUNG, K.",0,0.1,0.167,0.2,0.133,0.167,0.1,0.033,0.067,0,0,0,0.033
"ENGL 10A - MCEACHERN, C.",0,0.14,0.224,0.187,0.187,0.131,0.037,0.028,0.037,0.009,0,0.009,0.009
"ENGL 10B - MAKDISI, S.",0.055,0.319,0.187,0.209,0.066,0.055,0.044,0.011,0.022,0,0,0,0.033
"ENGL 110A - STEPHAN, M.",0,0.105,0.316,0.316,0.211,0,0,0,0,0,0,0,0.053
"ENGL 115D - ALLMENDINGER, B.",0,0.212,0.364,0.061,0.061,0.182,0.091,0.03,0,0,0,0,0
"ENGL 118A - HYDE, C.L.",0.067,0.4,0.3,0.133,0.033,0.033,0.033,0,0,0,0,0,0
"ENGL 118E - HALL, S.C.",0.214,0.321,0.25,0.143,0.036,0,0,0,0.036,0,0,0,0
"ENGL 119 - HUEHLS, M.A.",0.037,0.296,0.259,0.111,0.185,0,0.111,0,0,0,0,0,0
"ENGL 119 - MAKDISI, S.",0,0.667,0.214,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0
"ENGL 120 - HUEHLS, M.A.",0.069,0.276,0.138,0.103,0.207,0.207,0,0,0,0,0,0,0
"ENGL 122 - KAREEM, S.T.",0.034,0.517,0.379,0.069,0,0,0,0,0,0,0,0,0
"ENGL 122 - ZIRULNIK, M.A.",0,0.286,0.286,0.286,0,0.071,0,0.071,0,0,0,0,0
"ENGL 130 - KORNBERG-WEISS, M.",0,0.118,0.529,0.176,0.118,0,0,0.059,0,0,0,0,0
"ENGL 132 - BEHDAD, A.",0.19,0.667,0.095,0.048,0,0,0,0,0,0,0,0,0
"ENGL 136 - KEVORKIAN, K.K.",0,0.8,0,0,0.1,0,0,0.1,0,0,0,0,0
"ENGL 136 - MULLEN, H.R.",0,0.833,0.167,0,0,0,0,0,0,0,0,0,0
"ENGL 137 - D'AGUIAR, F.M.",0,0.846,0.154,0,0,0,0,0,0,0,0,0,0
"ENGL 137 - TORRES, J.J.",0,0.818,0.182,0,0,0,0,0,0,0,0,0,0
"ENGL 139 - STEPHAN, M.",0,0.25,0.179,0.286,0.179,0,0,0.036,0.036,0,0,0,0.036
"ENGL 140A - GERBER, A.",0,0.167,0.083,0.25,0.167,0.083,0.167,0,0.083,0,0,0,0
"ENGL 140B - FISHER, M.N.",0,0.083,0.25,0.208,0.25,0.042,0.125,0,0,0,0,0,0.042
"ENGL 141B - WEAVER, E.M.",0,0.5,0.25,0.062,0.125,0.062,0,0,0,0,0,0,0
"ENGL 142 - THOMAS, A.",0.111,0.444,0.333,0.111,0,0,0,0,0,0,0,0,0
"ENGL 144 - GERBER, A.",0,0.3,0.233,0,0.333,0,0.067,0.033,0.033,0,0,0,0
"ENGL 150A - DICKEY, S.J.",0,0.212,0.303,0.242,0.182,0,0.061,0,0,0,0,0,0
"ENGL 150B - WATSON, R.N.",0.031,0.219,0.344,0.094,0.156,0.094,0.031,0,0.031,0,0,0,0
"ENGL 150C - BRAUNMULLER, A.R.",0,0.222,0.167,0.222,0.167,0,0.111,0.056,0,0,0,0,0.056
"ENGL 151 - SHUGER, D.K.",0,0.286,0.19,0.19,0.048,0.095,0.095,0.095,0,0,0,0,0
"ENGL 161C - KAREEM, S.T.",0.032,0.355,0.226,0.29,0.097,0,0,0,0,0,0,0,0
"ENGL 162A - SANCHEZ, J.L.",0,0.571,0.238,0,0.143,0,0,0.048,0,0,0,0,0
"ENGL 164C - DIMURO, J.A.",0,0.038,0.115,0.269,0.231,0.077,0.115,0,0.077,0.038,0.038,0,0
"ENGL 166A - SILVA, C.S.",0,0.233,0.333,0.3,0.133,0,0,0,0,0,0,0,0
"ENGL 166C - COLACURCIO, M.J.",0.05,0.1,0.35,0.2,0.2,0.05,0,0.05,0,0,0,0,0
"ENGL 167B - BECK, B.S.",0,0,0.625,0.25,0.125,0,0,0,0,0,0,0,0
"ENGL 170A - SALWAY, M.C.",0.207,0.517,0.103,0.103,0.069,0,0,0,0,0,0,0,0
"ENGL 175 - SOLOMON, J.H.",0.259,0.444,0.074,0,0.148,0,0.074,0,0,0,0,0,0
"ENGL 177 - SOLOMON, J.H.",0.296,0.444,0.111,0.037,0.074,0,0,0,0,0,0,0,0.037
"ENGL 181A - DIMURO, J.A.",0,0.182,0.273,0,0.273,0.273,0,0,0,0,0,0,0
"ENGL 181B - ROTHBERG, M.P.",0,0.5,0.214,0.286,0,0,0,0,0,0,0,0,0
"ENGL 181C - WEAVER, E.M.",0.077,0.231,0.154,0.077,0.154,0.308,0,0,0,0,0,0,0
"ENGL 182B - DICKEY, S.J.",0.231,0.154,0.462,0,0.154,0,0,0,0,0,0,0,0
"ENGL 183B - COLACURCIO, M.J.",0,0.417,0.25,0.333,0,0,0,0,0,0,0,0,0
"ENGL 184 - DECKER, J.L.",0,0.6,0.2,0.2,0,0,0,0,0,0,0,0,0
"ENGL 184 - MCEACHERN, C.",0,0.25,0.25,0.083,0.083,0.167,0.167,0,0,0,0,0,0
"ENGL 184 - SANCHEZ, J.L.",0.111,0.889,0,0,0,0,0,0,0,0,0,0,0
"ENGL 195CE - DIMURO, J.A.",0,0.643,0.143,0.071,0,0.143,0,0,0,0,0,0,0
"ENGL 200 - COHEN, M.C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGL 203 - SNELSON, D.S.",0,0.923,0.077,0,0,0,0,0,0,0,0,0,0
"ENGL 20W - GOYAL, Y.",0,0.857,0.095,0,0,0.048,0,0,0,0,0,0,0
"ENGL 20W - GOYAL, Y. LEC 2",0.381,0.524,0.048,0,0,0,0,0,0,0,0,0,0.048
"ENGL 246 - FUCHS, B.",0,0.5,0.4,0,0.1,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y.",0,0.278,0.111,0.111,0.222,0,0,0.167,0,0,0.056,0,0.056
"ENGL 4W - GOYAL, Y. LEC 10",0,0.167,0.389,0.167,0.167,0,0,0.056,0,0,0,0,0.056
"ENGL 4W - GOYAL, Y. LEC 14",0,0.591,0.227,0.091,0.045,0.045,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 2",0.1,0.1,0.1,0.2,0.3,0.1,0,0,0,0,0,0,0.1
"ENGL 4W - GOYAL, Y. LEC 3",0.05,0.45,0.15,0.25,0.1,0,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 4",0.1,0.65,0.2,0,0,0.05,0,0,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 5",0.05,0.5,0.4,0,0,0,0,0.05,0,0,0,0,0
"ENGL 4W - GOYAL, Y. LEC 6",0,0.85,0.1,0,0,0,0,0,0,0,0.05,0,0
"ENGL 4W - GOYAL, Y. LEC 7",0,0.474,0.211,0.158,0.105,0,0,0,0,0,0,0,0.053
"ENGL 4W - GOYAL, Y. LEC 8",0.053,0.105,0.316,0.158,0.053,0.053,0.158,0.053,0,0,0.053,0,0
"ENGL 85 - MOTT, C.M.",0.016,0.459,0.262,0.131,0.066,0.033,0.016,0.016,0,0,0,0,0
"ENGL 90 - LITTLE, A.L.",0.115,0.442,0.346,0.058,0.038,0,0,0,0,0,0,0,0
"ENGL M101B - LITTLE, A.L.",0.211,0.263,0.105,0.158,0.158,0.105,0,0,0,0,0,0,0
"ENGL M102A - LING, J.",0,0,0.35,0.4,0.2,0,0,0,0.05,0,0,0,0
"ENGL M103 - WOLF, S.M.",0.429,0.357,0.214,0,0,0,0,0,0,0,0,0,0
"ENGL M104A - YARBOROUGH, R.A.",0,0.383,0.234,0.106,0.128,0.064,0.043,0.021,0,0,0,0,0.021
"ENGL M104C - MULLEN, H.R.",0,0.278,0.333,0.278,0.056,0,0.056,0,0,0,0,0,0
"ENGL M107A - ROWE, K.E.",0.053,0.105,0.316,0.105,0.053,0.211,0.053,0.105,0,0,0,0,0
"ENGL M191E - MO'E'HAHNE, H.",0.375,0.375,0.125,0.125,0,0,0,0,0,0,0,0,0
"ENGL M191P - MACFADYEN, D.W.",0,0.368,0.368,0.158,0.105,0,0,0,0,0,0,0,0
"ENGL M192 - WILSON, R.",0,0.917,0.083,0,0,0,0,0,0,0,0,0,0
"ENGL M50 - HORNBY, L.E.",0.07,0.386,0.228,0.14,0.123,0.035,0,0,0,0,0,0,0.018
"ENGR 110 - BULU-TACIROGLU, M.",0.12,0.232,0.248,0.16,0.112,0.096,0.008,0.016,0.008,0,0,0,0
"ENGR 112 - GRIMM, S.",0.045,0.136,0.273,0.227,0.159,0.114,0.023,0.023,0,0,0,0,0
"ENGR 113 - ROSTAMIAN, F.D.",0.029,0.206,0.265,0.412,0.059,0.029,0,0,0,0,0,0,0
"ENGR 182EW - VILLASENOR, J.D.",0.065,0.71,0.081,0.032,0.097,0.016,0,0,0,0,0,0,0
"ENGR 183EW - BROWNE, D.G.",0.019,0.61,0.189,0.094,0.082,0.006,0,0,0,0,0,0,0
"ENGR 185EW - BROWNE, D.G.",0.057,0.292,0.236,0.16,0.245,0.009,0,0,0,0,0,0,0
"ENGR 188 - SAGHIZADEH, H.",0.273,0.545,0.182,0,0,0,0,0,0,0,0,0,0
"ENGR 201 - KUNG, K.C.",0.029,0.559,0.235,0.118,0.059,0,0,0,0,0,0,0,0
"ENGR 201 - KUNG, K.C. LEC 81",0,0.4,0.5,0.1,0,0,0,0,0,0,0,0,0
"ENGR 205 - HECHT, M.J.",0,0.773,0.136,0.045,0.045,0,0,0,0,0,0,0,0
"ENGR 213 - AHMADI, R.H.",0.25,0.625,0.075,0.025,0,0.025,0,0,0,0,0,0,0
"ENGR 215 - HUANG, B.K.",0,0.944,0,0.056,0,0,0,0,0,0,0,0,0
"ENGR 87 - AINSWORTH, E.A.",0.059,0.544,0.309,0.088,0,0,0,0,0,0,0,0,0
"ENGR 96A - SCHMIDT, J.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96A - SCHMIDT, J.J. LEC 4",0.059,0.941,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96A - SCHMIDT, J.J. LEC 5",0.846,0.154,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96A - SCHMIDT, J.J. LEC 6",0.938,0.062,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96A - SCHMIDT, J.J. LEC 7",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96B - STAFSUDD, O.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96C - KAISER, W.J.",0.586,0.404,0,0,0.01,0,0,0,0,0,0,0,0
"ENGR 96E - SCHMIDT, J.J.",0.333,0.667,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96G - SCHMIDT, J.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96R - SCHMIDT, J.J.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96R - SCHMIDT, J.J. LEC 2",0,1,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96R - SPEARRIN, R.M.",0.05,0.95,0,0,0,0,0,0,0,0,0,0,0
"ENGR 96R - SPEARRIN, R.M. LEC 4",0,0.958,0,0.042,0,0,0,0,0,0,0,0,0
"ENV HLT 100 - COLLINS, M.D.",0,0.174,0.174,0.217,0.261,0.174,0,0,0,0,0,0,0
"ENVIRON 140 - BOYD, W.C.",0,0.336,0.15,0.159,0.08,0.08,0.097,0.062,0.035,0,0,0,0
"ENVIRON 163 - DELMAS, M.A.",0.042,0.31,0.408,0.169,0.028,0.014,0.014,0.014,0,0,0,0,0
"ENVIRON 166 - GARRISON, N.J.",0.017,0.2,0.333,0.183,0.183,0.05,0.017,0.017,0,0,0,0,0
"ENVIRON 180A - GARRISON, N.J.",0.056,0.181,0.417,0.194,0.097,0.028,0.014,0.014,0,0,0,0,0
"ENVIRON 241 - DIACONESCU, P.L.",0.25,0.5,0.167,0.083,0,0,0,0,0,0,0,0,0
"EPIDEM 200A - CHEN, L.",0.571,0.143,0.114,0,0.086,0,0.029,0,0.029,0,0,0,0.029
"EPIDEM 232 - GORBACH, P.M.",0,0.722,0.222,0.056,0,0,0,0,0,0,0,0,0
"EPIDEM 242 - ZHANG, Z.",0.129,0.419,0.161,0.29,0,0,0,0,0,0,0,0,0
"EPIDEM 246 - HSU, P.T.",0,0.421,0.368,0.105,0.053,0.053,0,0,0,0,0,0,0
"EPIDEM 247 - MAYEDA, E.",0,0.889,0.056,0.056,0,0,0,0,0,0,0,0,0
"EPIDEM 268 - BRADBURY, B.D.",0.136,0.682,0.136,0.045,0,0,0,0,0,0,0,0,0
"EPIDEM M204 - ARAH, O.A.",0.111,0.667,0.185,0.037,0,0,0,0,0,0,0,0,0
"EPIDEM M403 - SMITH, L.V.",0.16,0.84,0,0,0,0,0,0,0,0,0,0,0
"EPS SCI 1 - ESPOSITO, R.",0.241,0.297,0.164,0.087,0.077,0.056,0.005,0.041,0.005,0.005,0.005,0.01,0.005
"EPS SCI 103B - DAY, M.D.",0.1,0.3,0.35,0.15,0,0.1,0,0,0,0,0,0,0
"EPS SCI 15 - DRAKE, J.",0.074,0.206,0.143,0.131,0.097,0.109,0.034,0.074,0.04,0.029,0.011,0.011,0.04
"EPS SCI 150 - PELTZER, G.F.",0.1,0.45,0.2,0.05,0.1,0.1,0,0,0,0,0,0,0
"EPS SCI 150 - PELTZER, G.F. LEC 2",0.214,0.143,0.143,0.214,0.071,0.143,0,0.071,0,0,0,0,0
"EPS SCI 51 - KAVNER, A.",0.115,0.154,0.462,0,0.115,0.077,0,0.077,0,0,0,0,0
"EPS SCI 61 - COFFEY, K.",0.174,0.261,0.217,0.043,0.13,0.043,0.043,0.043,0.043,0,0,0,0
"EPS SCI 9 - YOUNG, E.D.",0.014,0.211,0.211,0.186,0.172,0.081,0.049,0.035,0.035,0.004,0,0,0.004
"EPS SCI M7 - VELLI, M.C.",0.056,0.5,0.278,0.139,0.028,0,0,0,0,0,0,0,0
"EPS SCI M71 - AURNOU, J.M.",0.368,0.158,0.105,0.053,0.158,0,0.105,0.053,0,0,0,0,0
"ESL 300 - HUALPA, L.D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ESL 300 - HUALPA, L.D. LEC 2",0,0.5,0.5,0,0,0,0,0,0,0,0,0,0
"ESL 300 - KELLEY, J.C.",0,0.182,0.455,0.273,0.091,0,0,0,0,0,0,0,0
"ESL 301 - DICKENS, A.R.",0,0.692,0.231,0,0,0,0.077,0,0,0,0,0,0
"ESL 301 - HUALPA, L.D.",0,0.273,0.273,0,0.091,0.182,0,0.182,0,0,0,0,0
"ESL 301 - SUH, A.",0.143,0.357,0.429,0.071,0,0,0,0,0,0,0,0,0
"ETHNMUS 106A - BROWNER, T.C.",0.167,0.667,0.125,0,0,0,0,0.042,0,0,0,0,0
"ETHNMUS 161B - WENTEN, I.N.",0.042,0.958,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161H - WIMBOPRASETYO,",0.2,0.8,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161K - GUZMAN, J.A.",0.875,0.062,0,0.062,0,0,0,0,0,0,0,0,0
"ETHNMUS 161L - ARABIFARD, M.",0.038,0.923,0,0.038,0,0,0,0,0,0,0,0,0
"ETHNMUS 161L - HADADI, P.A.",0.818,0.182,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161L - POURJAVADY, A.H.",0.533,0.4,0.067,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161M - ADLER, S.I.",0.105,0.895,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161N - ASMAR, S.W.",1,0,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 161P - TUNSTALL, J.D.",0.633,0.347,0.02,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168A - LI, C.",0,0.886,0.114,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168B - LI, C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 168F - KAUSHAL, A.",0.152,0.788,0,0.061,0,0,0,0,0,0,0,0,0
"ETHNMUS 168F - KAUSHAL, A. LEC 3",0.115,0.846,0,0.038,0,0,0,0,0,0,0,0,0
"ETHNMUS 168O - VARIMEZOVA, T.T.",0.333,0.667,0,0,0,0,0,0,0,0,0,0,0
"ETHNMUS 181 - TAYLOR, T.D.",0,0.133,0.2,0,0.133,0.2,0,0.067,0.067,0,0.133,0,0.067
